TAIR	log2FC_FLT_vs_GC	pvalue	padj	mean_FLT	mean_GC	n_FLT	n_GC
AT4G12860	-0.139619	0.239883	0.812650	2.409245	2.548864	5	5
ATCG00380	0.160131	0.239939	0.812650	10.879912	10.719781	5	5
AT3G15980	-0.102092	0.240014	0.812650	6.108745	6.210836	5	5
AT1G76160	0.136884	0.240016	0.812650	9.093220	8.956336	5	5
AT4G13990	-0.167201	0.240044	0.812650	3.242292	3.409492	5	5
AT4G25540	0.125763	0.240075	0.812650	3.102270	2.976507	5	5
AT1G74450	0.828854	0.240110	0.812650	8.106894	7.278040	5	5
AT5G51960	-0.197212	0.240133	0.812650	7.008991	7.206203	5	5
AT5G37070	0.174883	0.240156	0.812650	7.029213	6.854330	5	5
AT2G14540	-0.125390	0.240248	0.812650	1.962774	2.088164	5	5
AT3G61030	-0.224433	0.240263	0.812650	5.943659	6.168092	5	5
AT5G09950	-0.072033	0.240291	0.812650	2.218119	2.290153	5	5
AT4G28230	-0.231022	0.240392	0.812650	5.239044	5.470066	5	5
AT2G19470	-0.073688	0.240432	0.812650	5.992396	6.066083	5	5
AT5G62470	0.157459	0.240473	0.812650	2.550142	2.392683	5	5
AT1G28350	-0.149181	0.240491	0.812650	5.308670	5.457851	5	5
AT4G33220	0.340608	0.240647	0.812650	4.149586	3.808978	5	5
AT2G17980	-0.172048	0.240659	0.812650	7.210933	7.382981	5	5
AT2G43580	0.099205	0.240680	0.812650	2.292571	2.193366	5	5
AT4G27940	0.168912	0.240747	0.812650	3.720715	3.551802	5	5
AT1G53430	0.138725	0.240749	0.812650	5.717200	5.578475	5	5
AT1G35510	-0.132702	0.240760	0.812650	5.075456	5.208158	5	5
AT1G74720	-0.153883	0.240789	0.812650	6.501629	6.655513	5	5
AT3G45010	-0.282532	0.240792	0.812650	7.895217	8.177749	5	5
AT1G73380	0.167779	0.240829	0.812650	4.985299	4.817519	5	5
ATMG00680	0.118079	0.240871	0.812650	2.164888	2.046809	5	5
AT4G00440	-0.165567	0.240897	0.812650	5.062100	5.227667	5	5
AT4G16360	-0.148697	0.240931	0.812650	6.211777	6.360474	5	5
AT5G38910	-0.094808	0.240933	0.812650	2.167309	2.262118	5	5
AT5G19380	-0.226941	0.241141	0.812650	5.970261	6.197202	5	5
AT1G02830	-0.105918	0.241236	0.812650	1.954508	2.060425	5	5
AT1G52680	0.071713	0.241269	0.812650	1.966673	1.894960	5	5
AT1G63450	0.129500	0.241293	0.812650	1.982787	1.853287	5	5
AT1G27910	-0.233765	0.241349	0.812650	3.873312	4.107077	5	5
AT2G19290	0.094157	0.241358	0.812650	2.259014	2.164857	5	5
AT5G09340	-0.038944	0.241399	0.812650	1.875720	1.914664	5	5
AT3G44070	0.162117	0.241404	0.812650	2.454246	2.292129	5	5
AT1G59560	-0.115119	0.241434	0.812650	4.889345	5.004464	5	5
AT1G44910	-0.196224	0.241438	0.812650	5.481079	5.677303	5	5
AT3G54050	-0.289467	0.241484	0.812650	4.897410	5.186877	5	5
AT2G02760	0.160211	0.241614	0.812650	10.575490	10.415278	5	5
AT4G00238	-0.128114	0.241659	0.812650	5.147892	5.276007	5	5
AT1G30810	0.128618	0.241733	0.812650	3.063340	2.934722	5	5
AT4G35480	0.574621	0.241810	0.812650	7.159786	6.585166	5	5
AT4G16190	0.354187	0.241830	0.812650	8.160500	7.806313	5	5
AT1G64150	0.147980	0.241834	0.812650	3.674735	3.526755	5	5
AT5G24080	0.167017	0.241836	0.812650	2.352168	2.185151	5	5
AT3G12460	0.159993	0.241872	0.812650	2.214080	2.054087	5	5
AT1G77210	0.202262	0.241939	0.812650	3.014553	2.812291	5	5
AT5G39910	-0.072291	0.242079	0.812650	1.911410	1.983701	5	5
AT1G75690	-0.224051	0.242173	0.812650	5.883474	6.107525	5	5
AT4G28130	0.087321	0.242196	0.812650	2.121065	2.033745	5	5
AT1G74260	-0.162941	0.242247	0.812650	6.917491	7.080432	5	5
AT3G46540	-0.172874	0.242274	0.812650	6.112292	6.285166	5	5
AT1G74100	0.168600	0.242284	0.812650	8.623194	8.454593	5	5
AT2G16340	-0.109522	0.242369	0.812650	3.571686	3.681208	5	5
AT4G18430	0.197228	0.242422	0.812650	3.302912	3.105684	5	5
AT5G02130	-0.164680	0.242432	0.812650	4.240575	4.405255	5	5
AT2G26580	0.080920	0.242461	0.812650	1.973675	1.892755	5	5
AT2G20180	0.277525	0.242471	0.812650	3.141702	2.864177	5	5
AT5G27770	-0.143734	0.242490	0.812650	10.020817	10.164550	5	5
AT5G58100	-0.117688	0.242499	0.812650	5.907818	6.025506	5	5
AT3G62590	-0.140694	0.242555	0.812650	3.262763	3.403457	5	5
AT1G50050	0.170082	0.242597	0.812650	2.293263	2.123180	5	5
AT2G36070	-0.119351	0.242609	0.812650	5.700328	5.819679	5	5
AT1G34020	-0.135258	0.242614	0.812650	6.539670	6.674928	5	5
AT3G16930	-0.135457	0.242648	0.812650	1.859709	1.995166	5	5
AT1G07990	-0.090287	0.242677	0.812650	5.283837	5.374124	5	5
AT4G15240	-0.201204	0.242691	0.812650	3.464516	3.665720	5	5
AT2G17430	0.081444	0.242817	0.812650	2.705997	2.624553	5	5
AT5G11320	-0.114958	0.242818	0.812650	1.879095	1.994053	5	5
AT1G29790	-0.129821	0.242825	0.812650	6.666283	6.796105	5	5
AT1G78450	0.260021	0.242865	0.812650	5.372480	5.112460	5	5
AT1G71330	0.227657	0.242912	0.812650	5.548284	5.320627	5	5
AT5G61300	-0.134518	0.242917	0.812650	4.148917	4.283435	5	5
AT3G23590	0.242107	0.242926	0.812650	4.817858	4.575751	5	5
AT4G28395	-0.120743	0.242958	0.812650	2.250379	2.371122	5	5
AT5G02520	0.160432	0.242986	0.812650	3.772447	3.612015	5	5
AT3G12120	0.164697	0.243018	0.812650	10.578853	10.414156	5	5
AT5G53130	0.143007	0.243022	0.812650	5.487346	5.344339	5	5
AT1G56710	0.106365	0.243029	0.812650	2.141669	2.035304	5	5
AT2G20580	-0.156699	0.243096	0.812650	7.665628	7.822327	5	5
AT5G13960	-0.075206	0.243129	0.812650	6.150265	6.225471	5	5
AT2G23170	0.905780	0.243155	0.812650	4.230932	3.325152	5	5
AT3G13320	-0.125786	0.243162	0.812650	6.817630	6.943416	5	5
AT3G07050	-0.238063	0.243164	0.812650	6.294831	6.532894	5	5
AT5G49200	-0.204172	0.243214	0.812650	1.926064	2.130236	5	5
AT5G10470	-0.156579	0.243249	0.812650	5.392984	5.549562	5	5
AT1G68230	0.123720	0.243250	0.812650	2.081104	1.957384	5	5
AT3G27650	0.478124	0.243286	0.812650	4.859593	4.381469	5	5
AT4G00830	-0.104814	0.243301	0.812650	6.103944	6.208758	5	5
AT2G23320	0.224875	0.243374	0.812650	5.479700	5.254825	5	5
AT2G21250	-0.204582	0.243392	0.812650	8.726337	8.930919	5	5
AT3G53780	0.129931	0.243396	0.812650	6.295495	6.165564	5	5
AT1G03630	-0.303978	0.243443	0.812650	4.755699	5.059677	5	5
AT2G22270	-0.183794	0.243480	0.812650	4.693200	4.876994	5	5
AT5G03870	-0.184451	0.243484	0.812650	4.844588	5.029040	5	5
AT4G19840	0.231378	0.243490	0.812650	8.931653	8.700275	5	5
AT3G62190	0.189814	0.243499	0.812650	7.133355	6.943541	5	5
AT2G30980	-0.146427	0.243516	0.812650	7.198676	7.345103	5	5
AT3G29200	-0.195974	0.243570	0.812650	5.195295	5.391270	5	5
AT5G16920	0.099930	0.243594	0.812650	1.968052	1.868122	5	5
ATMG00120	0.111780	0.243651	0.812650	2.579976	2.468196	5	5
AT3G04510	-0.319900	0.243665	0.812650	5.617545	5.937444	5	5
AT3G07600	0.162244	0.243742	0.812650	2.384701	2.222457	5	5
AT4G31920	-0.156830	0.243752	0.812650	5.051168	5.207998	5	5
AT1G68630	-0.123389	0.243904	0.812650	2.148518	2.271907	5	5
AT2G24450	0.129964	0.243907	0.812650	2.185728	2.055763	5	5
AT5G51170	0.182961	0.243939	0.812650	5.743322	5.560361	5	5
AT4G24010	0.239795	0.243963	0.812650	3.511775	3.271980	5	5
AT2G40840	0.104903	0.243978	0.812650	8.311303	8.206400	5	5
AT4G12830	0.086545	0.244041	0.812650	2.781942	2.695397	5	5
AT5G03260	-0.748100	0.244078	0.812650	4.237135	4.985235	5	5
AT3G13650	-0.436579	0.244083	0.812650	8.422178	8.858757	5	5
AT1G80240	-0.116229	0.244083	0.812650	2.317552	2.433781	5	5
AT1G23440	-0.201851	0.244084	0.812650	5.079192	5.281043	5	5
AT2G19010	0.113253	0.244102	0.812650	2.037298	1.924045	5	5
AT2G42410	-0.103804	0.244181	0.812650	1.733159	1.836963	5	5
AT5G63820	-0.202169	0.244248	0.812650	2.729213	2.931382	5	5
AT2G06050	0.320044	0.244310	0.812650	8.202347	7.882303	5	5
AT3G56520	0.050892	0.244315	0.812650	1.819390	1.768499	5	5
AT3G20180	0.129714	0.244319	0.812650	2.427221	2.297507	5	5
AT1G05400	-0.136607	0.244322	0.812650	2.905142	3.041749	5	5
AT1G56500	-0.126135	0.244326	0.812650	5.541399	5.667535	5	5
AT2G25450	0.416823	0.244350	0.812650	9.858007	9.441184	5	5
AT1G02850	0.301544	0.244352	0.812650	4.188437	3.886894	5	5
AT5G60990	-0.172907	0.244363	0.812650	6.075415	6.248322	5	5
AT1G04750	-0.120634	0.244368	0.812650	9.032488	9.153123	5	5
AT5G59840	-0.062267	0.244484	0.812650	6.088897	6.151165	5	5
AT1G15250	0.141846	0.244526	0.812650	6.859038	6.717193	5	5
AT4G03450	0.132259	0.244572	0.812650	2.411439	2.279180	5	5
AT4G16180	0.128246	0.244575	0.812650	6.956681	6.828435	5	5
AT3G15160	-0.090635	0.244596	0.812650	5.453821	5.544456	5	5
AT5G45750	-0.143285	0.244632	0.812650	8.322251	8.465536	5	5
AT4G20090	-0.135127	0.244676	0.812650	2.500126	2.635253	5	5
AT5G26850	-0.201512	0.244692	0.812650	6.489014	6.690527	5	5
AT5G48370	-0.153963	0.244705	0.812650	4.828642	4.982605	5	5
AT5G07480	-0.161436	0.244735	0.812650	1.872739	2.034175	5	5
AT1G07910	-0.215850	0.244838	0.812714	4.275734	4.491585	5	5
AT4G18900	-0.209784	0.244858	0.812714	3.787559	3.997343	5	5
AT5G05630	0.165611	0.244894	0.812714	2.338528	2.172916	5	5
AT5G52250	-0.116129	0.244906	0.812714	3.694844	3.810973	5	5
AT2G32990	-0.266049	0.245027	0.812992	8.053239	8.319287	5	5
AT3G22750	-0.132655	0.245091	0.813078	4.585861	4.718516	5	5
AT3G18980	-0.151179	0.245152	0.813100	5.881125	6.032304	5	5
AT4G24510	0.179967	0.245196	0.813100	1.991425	1.811458	5	5
AT5G58420	-0.114990	0.245256	0.813100	9.318011	9.433001	5	5
AT3G11210	-0.336689	0.245270	0.813100	3.777465	4.114154	5	5
AT3G08960	-0.186577	0.245304	0.813100	2.409441	2.596017	5	5
AT1G15530	-0.158126	0.245324	0.813100	3.273184	3.431311	5	5
AT1G33890	-0.103475	0.245479	0.813488	2.035439	2.138914	5	5
AT5G03120	0.104321	0.245554	0.813595	2.449352	2.345031	5	5
AT4G36420	-0.148565	0.245608	0.813595	4.824809	4.973374	5	5
AT3G07390	-0.163650	0.245655	0.813595	6.944098	7.107748	5	5
AT2G41760	0.183164	0.245690	0.813595	5.738536	5.555371	5	5
AT3G05810	-0.129938	0.245704	0.813595	7.021013	7.150951	5	5
AT5G06190	0.163958	0.245738	0.813595	5.482749	5.318791	5	5
AT5G59670	-0.259455	0.245823	0.813662	2.951730	3.211185	5	5
AT1G04945	-0.227261	0.245834	0.813662	4.473621	4.700882	5	5
AT1G50520	0.120532	0.246025	0.814050	2.282116	2.161584	5	5
AT1G72760	0.070941	0.246027	0.814050	1.977202	1.906261	5	5
AT4G13060	-0.203698	0.246079	0.814097	1.875482	2.079181	5	5
AT3G14920	0.229414	0.246148	0.814200	5.657337	5.427923	5	5
AT5G55810	0.088448	0.246376	0.814695	2.634867	2.546419	5	5
AT5G67280	0.186117	0.246387	0.814695	4.610391	4.424274	5	5
AT1G02475	0.268970	0.246419	0.814695	6.870530	6.601560	5	5
AT4G24210	-0.100842	0.246484	0.814695	6.608589	6.709431	5	5
AT5G64030	0.143901	0.246487	0.814695	7.837631	7.693730	5	5
AT1G66450	0.153677	0.246571	0.814847	3.008747	2.855071	5	5
AT2G02630	0.074504	0.246616	0.814870	2.340190	2.265686	5	5
AT1G67760	-0.144821	0.246699	0.815015	3.625056	3.769876	5	5
AT3G22200	-0.178071	0.246808	0.815015	7.710129	7.888199	5	5
AT5G47650	-0.143094	0.246824	0.815015	4.953001	5.096095	5	5
AT3G27925	-0.123649	0.246866	0.815015	5.244908	5.368557	5	5
AT3G08860	0.541838	0.246868	0.815015	4.943850	4.402012	5	5
AT1G20693	-0.297114	0.246887	0.815015	6.942722	7.239836	5	5
AT3G57880	0.353234	0.246936	0.815052	6.871832	6.518598	5	5
AT3G29270	0.148156	0.247007	0.815140	5.979008	5.830852	5	5
AT1G76030	0.144883	0.247039	0.815140	8.026129	7.881246	5	5
AT1G73470	-0.124212	0.247140	0.815210	5.384531	5.508744	5	5
AT3G18110	-0.142458	0.247157	0.815210	4.162853	4.305311	5	5
AT3G11290	-0.128874	0.247229	0.815210	4.374464	4.503339	5	5
AT5G13730	0.273952	0.247273	0.815210	2.348480	2.074528	5	5
AT4G35600	0.206228	0.247348	0.815210	5.428270	5.222042	5	5
AT4G04480	-0.115469	0.247413	0.815210	1.930608	2.046077	5	5
AT5G09310	0.110047	0.247417	0.815210	6.578394	6.468348	5	5
AT1G07960	0.085400	0.247526	0.815210	6.370179	6.284779	5	5
AT5G10650	0.442676	0.247552	0.815210	4.834535	4.391859	5	5
AT3G25690	0.166722	0.247581	0.815210	6.153598	5.986875	5	5
AT2G46420	-0.272159	0.247613	0.815210	3.938311	4.210470	5	5
AT2G02960	0.129800	0.247642	0.815210	6.180876	6.051076	5	5
AT3G27720	0.108712	0.247724	0.815210	1.790647	1.681935	5	5
AT1G48480	-0.217472	0.247771	0.815210	4.293663	4.511135	5	5
AT4G15800	0.397530	0.247806	0.815210	8.388055	7.990525	5	5
AT4G33580	-0.143324	0.247814	0.815210	6.006192	6.149516	5	5
AT2G19280	-0.115649	0.247817	0.815210	2.531423	2.647072	5	5
AT3G50660	0.206477	0.247839	0.815210	6.018086	5.811609	5	5
AT1G27310	0.104528	0.247843	0.815210	8.540078	8.435550	5	5
AT1G22840	-0.072754	0.247859	0.815210	10.656420	10.729174	5	5
AT3G12130	-0.120146	0.247882	0.815210	6.440001	6.560147	5	5
AT1G78780	0.449200	0.247893	0.815210	6.582861	6.133661	5	5
AT1G51290	0.103784	0.247987	0.815302	1.888378	1.784594	5	5
AT3G50930	0.747762	0.247997	0.815302	7.386752	6.638990	5	5
AT4G21560	0.113256	0.248053	0.815361	7.022018	6.908761	5	5
AT2G24080	0.097315	0.248096	0.815380	2.120108	2.022793	5	5
AT5G26210	-0.151547	0.248218	0.815590	5.691862	5.843408	5	5
AT2G40180	-0.107974	0.248289	0.815590	2.623951	2.731926	5	5
AT3G15080	0.111153	0.248306	0.815590	5.797670	5.686517	5	5
AT3G10010	0.198811	0.248349	0.815590	3.457794	3.258984	5	5
AT5G58110	0.183480	0.248420	0.815590	8.176303	7.992823	5	5
AT4G21050	0.078463	0.248448	0.815590	1.840964	1.762501	5	5
AT5G66210	0.361564	0.248548	0.815590	5.369899	5.008336	5	5
AT4G20060	0.130059	0.248592	0.815590	2.625007	2.494948	5	5
AT2G47350	-0.114736	0.248600	0.815590	4.387481	4.502217	5	5
AT3G43470	-0.139326	0.248675	0.815590	1.843192	1.982518	5	5
AT5G43850	-0.132061	0.248676	0.815590	7.646990	7.779051	5	5
AT5G64620	0.212606	0.248685	0.815590	5.634068	5.421462	5	5
AT1G76280	-0.165954	0.248721	0.815590	3.722075	3.888030	5	5
AT2G16760	-0.160712	0.248729	0.815590	3.173518	3.334231	5	5
AT2G15820	-0.225767	0.248784	0.815645	2.883616	3.109383	5	5
AT5G62200	0.142133	0.248823	0.815649	8.149931	8.007798	5	5
AT4G40010	0.214921	0.248875	0.815696	3.835707	3.620786	5	5
AT5G53840	-0.114830	0.248978	0.815865	2.061036	2.175866	5	5
AT1G03170	0.328862	0.249002	0.815865	2.791308	2.462446	5	5
AT1G52360	-0.188589	0.249050	0.815874	5.879180	6.067769	5	5
AT5G10800	-0.080133	0.249081	0.815874	1.945103	2.025236	5	5
AT4G37200	0.157964	0.249140	0.815922	5.445627	5.287663	5	5
AT4G29630	0.153255	0.249174	0.815922	2.078495	1.925240	5	5
AT3G50210	0.263724	0.249209	0.815922	5.779903	5.516179	5	5
AT3G14670	-0.067966	0.249341	0.816083	1.848273	1.916239	5	5
AT5G51420	0.125506	0.249411	0.816083	2.576960	2.451455	5	5
AT5G35870	-0.111144	0.249457	0.816083	1.864065	1.975209	5	5
AT5G07720	-0.218410	0.249461	0.816083	2.659881	2.878292	5	5
AT5G51390	0.184890	0.249497	0.816083	3.124245	2.939355	5	5
AT1G77360	0.179945	0.249530	0.816083	2.900304	2.720358	5	5
AT2G45860	-0.234403	0.249573	0.816083	6.720791	6.955194	5	5
AT1G68810	-0.488348	0.249639	0.816083	6.830669	7.319017	5	5
AT1G27820	0.181471	0.249701	0.816083	2.451027	2.269557	5	5
AT2G45470	-0.257280	0.249703	0.816083	7.018377	7.275657	5	5
AT1G21340	0.116892	0.249706	0.816083	2.057828	1.940936	5	5
AT3G48520	0.434519	0.249759	0.816083	3.272318	2.837799	5	5
AT3G61550	0.109629	0.249894	0.816083	2.225333	2.115704	5	5
AT1G44960	-0.146807	0.249960	0.816083	3.974186	4.120993	5	5
AT3G22290	0.172367	0.250039	0.816083	7.019581	6.847214	5	5
AT2G30150	0.094551	0.250062	0.816083	5.538218	5.443668	5	5
AT5G64090	-0.192889	0.250132	0.816083	5.617242	5.810130	5	5
AT4G09920	0.141186	0.250171	0.816083	2.591730	2.450543	5	5
AT5G42190	-0.097792	0.250186	0.816083	8.495361	8.593153	5	5
AT5G37040	0.083994	0.250350	0.816083	2.522334	2.438340	5	5
AT5G57540	-0.067758	0.250378	0.816083	1.897403	1.965161	5	5
AT3G28870	0.083394	0.250475	0.816083	1.839194	1.755801	5	5
AT3G51180	0.203740	0.250529	0.816083	3.644511	3.440770	5	5
AT4G25550	-0.109255	0.250540	0.816083	6.825635	6.934891	5	5
AT1G18370	-0.230938	0.250553	0.816083	5.912681	6.143620	5	5
AT3G15720	-0.243409	0.250642	0.816083	6.741666	6.985075	5	5
AT1G14460	-0.185522	0.250656	0.816083	5.667300	5.852822	5	5
AT5G06790	-0.182345	0.250673	0.816083	2.248439	2.430784	5	5
AT2G16750	0.192919	0.250778	0.816083	5.156472	4.963553	5	5
AT5G18800	-0.095789	0.250829	0.816083	8.597311	8.693100	5	5
AT3G13470	0.179473	0.250864	0.816083	7.796493	7.617020	5	5
AT3G26085	0.221843	0.250867	0.816083	5.252580	5.030737	5	5
AT2G45180	0.441188	0.250883	0.816083	5.781569	5.340382	5	5
AT5G59480	-0.171873	0.250884	0.816083	7.187133	7.359006	5	5
AT3G06610	-0.103000	0.250891	0.816083	7.646674	7.749675	5	5
AT3G53380	-0.338967	0.250914	0.816083	4.212303	4.551271	5	5
AT3G24840	-0.168927	0.250966	0.816083	2.533377	2.702305	5	5
AT5G47450	-0.100173	0.250994	0.816083	2.304781	2.404954	5	5
AT1G01430	-0.147945	0.251079	0.816083	6.149411	6.297356	5	5
AT3G01100	0.124232	0.251144	0.816083	4.688251	4.564018	5	5
AT1G53680	-0.158872	0.251153	0.816083	3.484032	3.642905	5	5
AT4G05060	-0.191614	0.251154	0.816083	4.920123	5.111736	5	5
AT3G19540	0.102522	0.251175	0.816083	6.180484	6.077962	5	5
AT3G04830	-0.103075	0.251222	0.816083	7.261990	7.365066	5	5
AT2G28030	-0.083377	0.251293	0.816083	1.737565	1.820942	5	5
AT1G19090	0.123045	0.251440	0.816083	2.106202	1.983157	5	5
AT2G42400	0.216471	0.251457	0.816083	5.182964	4.966494	5	5
AT1G19770	0.625878	0.251467	0.816083	9.463502	8.837624	5	5
AT2G05630	0.203238	0.251484	0.816083	7.533138	7.329900	5	5
AT1G44120	-0.119933	0.251499	0.816083	2.313592	2.433524	5	5
AT4G13710	-0.426072	0.251530	0.816083	4.673714	5.099786	5	5
AT4G04370	-0.108329	0.251612	0.816083	2.149847	2.258176	5	5
AT3G50060	0.604698	0.251790	0.816083	8.291246	7.686548	5	5
AT4G11740	-0.121906	0.251795	0.816083	5.230746	5.352652	5	5
AT1G21840	-0.189082	0.251891	0.816083	4.853123	5.042205	5	5
AT3G16670	0.142889	0.251982	0.816083	2.988778	2.845889	5	5
AT1G04770	0.269775	0.252004	0.816083	7.318387	7.048612	5	5
AT4G09980	-0.133414	0.252006	0.816083	2.199901	2.333315	5	5
AT2G23420	-0.085562	0.252029	0.816083	4.850630	4.936192	5	5
AT2G38620	-0.180346	0.252046	0.816083	6.371655	6.552001	5	5
AT1G22150	0.769498	0.252056	0.816083	4.225858	3.456360	5	5
AT5G57490	-0.130693	0.252104	0.816083	7.441481	7.572174	5	5
AT1G72320	-0.153659	0.252109	0.816083	5.496786	5.650445	5	5
AT1G74410	0.167382	0.252188	0.816083	5.175661	5.008279	5	5
AT3G57380	0.207284	0.252232	0.816083	2.686971	2.479687	5	5
AT4G16850	-0.256286	0.252263	0.816083	3.581634	3.837920	5	5
AT1G79450	-0.153076	0.252340	0.816083	2.509300	2.662376	5	5
AT1G69330	-0.138307	0.252354	0.816083	4.672937	4.811244	5	5
AT1G17120	0.213288	0.252392	0.816083	5.846477	5.633189	5	5
AT5G66590	-0.413424	0.252440	0.816083	5.523124	5.936548	5	5
AT1G56280	0.193058	0.252484	0.816083	9.906521	9.713463	5	5
AT1G30850	-0.120839	0.252492	0.816083	2.151639	2.272478	5	5
AT1G69440	0.357669	0.252531	0.816083	4.256817	3.899148	5	5
AT4G19030	0.106192	0.252590	0.816083	2.281137	2.174945	5	5
AT1G01940	-0.092013	0.252593	0.816083	7.491401	7.583414	5	5
AT5G22960	-0.096601	0.252596	0.816083	2.164672	2.261274	5	5
AT5G20830	-0.346160	0.252601	0.816083	8.410337	8.756497	5	5
AT5G60190	0.227664	0.252615	0.816083	3.912342	3.684678	5	5
AT1G65130	-0.118794	0.252628	0.816083	1.973240	2.092033	5	5
AT5G63120	-0.247756	0.252715	0.816083	3.932133	4.179889	5	5
AT2G17480	0.252532	0.252741	0.816083	7.119832	6.867300	5	5
AT5G04400	0.077244	0.252788	0.816083	2.023044	1.945800	5	5
AT5G39130	0.089442	0.252799	0.816083	1.840004	1.750562	5	5
AT2G16090	-0.146619	0.252806	0.816083	3.578613	3.725232	5	5
AT5G66390	-0.122899	0.252864	0.816083	2.038765	2.161664	5	5
AT5G23580	-0.075572	0.252972	0.816083	5.889814	5.965386	5	5
AT5G45510	-0.147970	0.252978	0.816083	7.030573	7.178543	5	5
AT4G00416	-0.085749	0.252991	0.816083	1.773946	1.859695	5	5
AT3G53800	-0.193795	0.253012	0.816083	2.833385	3.027180	5	5
AT1G12120	-0.114975	0.253051	0.816083	6.810438	6.925413	5	5
AT1G55590	0.117699	0.253103	0.816083	4.311138	4.193438	5	5
AT5G54855	-0.128061	0.253132	0.816083	7.603016	7.731077	5	5
AT1G43610	0.120596	0.253137	0.816083	1.876721	1.756126	5	5
AT2G22830	0.167471	0.253174	0.816083	3.712900	3.545429	5	5
AT4G20960	-0.207209	0.253184	0.816083	3.571349	3.778559	5	5
AT1G34070	-0.100530	0.253192	0.816083	2.249516	2.350045	5	5
AT4G15520	-0.116656	0.253201	0.816083	5.639632	5.756288	5	5
AT5G20510	0.138432	0.253209	0.816083	3.890792	3.752361	5	5
AT1G68600	0.102978	0.253248	0.816083	2.032935	1.929957	5	5
AT1G80400	-0.079623	0.253323	0.816083	5.585198	5.664821	5	5
AT5G43110	0.079737	0.253492	0.816083	2.149454	2.069717	5	5
AT5G48630	-0.100462	0.253510	0.816083	6.905653	7.006115	5	5
AT4G11150	-0.073430	0.253540	0.816083	10.562726	10.636156	5	5
AT3G03830	0.138962	0.253560	0.816083	1.859727	1.720765	5	5
AT5G54730	0.196022	0.253573	0.816083	5.116061	4.920039	5	5
AT1G71220	0.135635	0.253586	0.816083	7.019516	6.883881	5	5
AT5G45770	-0.113028	0.253608	0.816083	2.120109	2.233137	5	5
AT1G06140	-0.126996	0.253614	0.816083	2.619297	2.746293	5	5
AT1G50960	0.177263	0.253860	0.816083	2.457735	2.280472	5	5
AT4G16660	0.140779	0.253885	0.816083	6.765996	6.625217	5	5
AT1G63540	0.432723	0.253913	0.816083	3.808586	3.375863	5	5
AT3G63180	0.170231	0.253931	0.816083	5.489572	5.319341	5	5
AT5G06320	0.554179	0.253932	0.816083	7.629788	7.075610	5	5
AT3G28620	-0.134265	0.253940	0.816083	2.073187	2.207452	5	5
AT1G76190	-0.088994	0.254075	0.816083	1.929378	2.018372	5	5
AT2G31830	-0.091931	0.254096	0.816083	2.457359	2.549290	5	5
AT4G32915	-0.111831	0.254108	0.816083	5.639340	5.751172	5	5
AT4G25000	0.434919	0.254124	0.816083	3.336488	2.901569	5	5
AT1G02810	0.803360	0.254135	0.816083	5.760275	4.956915	5	5
AT5G53000	-0.117723	0.254191	0.816083	6.154481	6.272204	5	5
AT1G56520	0.118975	0.254231	0.816083	2.901355	2.782381	5	5
AT5G40870	0.069089	0.254253	0.816083	6.764075	6.694986	5	5
AT3G20620	-0.233365	0.254287	0.816083	4.350006	4.583371	5	5
AT1G70460	0.078129	0.254340	0.816083	2.872610	2.794481	5	5
AT5G35510	-0.074921	0.254341	0.816083	1.727431	1.802352	5	5
AT4G00630	0.111333	0.254388	0.816083	2.019893	1.908560	5	5
AT4G04040	-0.179210	0.254448	0.816083	5.693952	5.873162	5	5
AT1G79500	-0.134192	0.254461	0.816083	6.744754	6.878946	5	5
AT4G25480	-0.670260	0.254476	0.816083	4.711013	5.381273	5	5
AT2G47890	-0.262767	0.254480	0.816083	5.015685	5.278452	5	5
AT4G03100	-0.314880	0.254486	0.816083	5.258496	5.573377	5	5
AT3G52580	-0.150364	0.254531	0.816083	8.912701	9.063065	5	5
AT1G64330	-0.199940	0.254540	0.816083	4.850134	5.050074	5	5
AT4G33140	-0.155853	0.254591	0.816083	5.599253	5.755106	5	5
AT1G73710	-0.098476	0.254641	0.816083	2.864331	2.962807	5	5
AT4G17880	-0.228620	0.254660	0.816083	4.732568	4.961188	5	5
AT2G47050	-0.118800	0.254661	0.816083	2.176733	2.295533	5	5
AT5G42570	-0.287127	0.254672	0.816083	6.971182	7.258309	5	5
AT5G26740	0.104276	0.254691	0.816083	7.223609	7.119333	5	5
AT5G57440	-0.110074	0.254699	0.816083	6.631218	6.741291	5	5
AT1G32740	0.093444	0.254716	0.816083	2.575964	2.482520	5	5
AT2G24640	-0.154387	0.254719	0.816083	4.070353	4.224740	5	5
AT5G12110	0.537850	0.254750	0.816083	6.793305	6.255455	5	5
AT3G45050	-0.166579	0.254768	0.816083	4.560203	4.726782	5	5
AT1G24600	0.228907	0.254960	0.816083	4.387254	4.158347	5	5
AT4G38040	0.072268	0.254978	0.816083	6.160573	6.088305	5	5
AT4G24550	-0.082068	0.254994	0.816083	8.033548	8.115615	5	5
AT1G25988	-0.197470	0.255027	0.816083	5.080805	5.278276	5	5
AT2G22670	0.089231	0.255031	0.816083	9.936886	9.847655	5	5
AT3G19680	0.570360	0.255065	0.816083	7.248540	6.678181	5	5
AT4G01840	-0.167023	0.255072	0.816083	2.495717	2.662740	5	5
AT3G61180	-0.198660	0.255098	0.816083	5.910910	6.109569	5	5
