TAIR	log2FC_FLT_vs_GC	pvalue	padj	mean_FLT	mean_GC	n_FLT	n_GC
AT3G19690	0.572183	0.011354	0.976569	2.710133	2.137949	3	3
AT4G25140	0.232897	0.011368	0.976569	2.474675	2.241777	3	3
AT5G01260	-0.571891	0.011405	0.976569	5.377821	5.949711	3	3
ATCG01070	-0.415475	0.011413	0.976569	9.978000	10.393475	3	3
AT5G20500	-0.785801	0.011526	0.976569	6.494279	7.280081	3	3
AT1G14660	0.433774	0.011574	0.976569	2.499760	2.065986	3	3
AT1G68910	-0.815692	0.011599	0.976569	4.242636	5.058329	3	3
AT3G47836	-0.783431	0.011620	0.976569	6.361900	7.145332	3	3
AT5G16120	-0.403835	0.011693	0.976569	5.973436	6.377271	3	3
AT3G01910	0.193150	0.011705	0.976569	7.979536	7.786387	3	3
AT5G38320	-0.952804	0.011838	0.976569	2.405695	3.358499	3	3
AT5G41440	0.463070	0.012238	0.976569	2.690990	2.227920	3	3
AT5G53920	-0.369046	0.012249	0.976569	2.163431	2.532477	3	3
AT1G61550	0.432099	0.012291	0.976569	2.977957	2.545858	3	3
AT5G02370	-0.775327	0.012335	0.976569	4.136229	4.911555	3	3
AT5G41140	0.414676	0.012396	0.976569	3.155646	2.740969	3	3
AT2G16595	0.253463	0.012450	0.976569	2.347059	2.093596	3	3
AT1G73190	0.602469	0.012513	0.976569	3.289592	2.687123	3	3
AT3G18660	0.786188	0.012552	0.976569	4.029610	3.243423	3	3
AT4G33540	0.667799	0.012582	0.976569	6.286723	5.618924	3	3
AT4G31115	-0.408475	0.012760	0.976569	2.497381	2.905857	3	3
AT1G61660	-0.808938	0.012767	0.976569	5.661711	6.470650	3	3
AT5G06540	-0.594233	0.012905	0.976569	3.073082	3.667315	3	3
AT1G14687	1.500806	0.013141	0.976569	5.293874	3.793068	3	3
AT3G51730	-0.616623	0.013330	0.976569	5.501675	6.118298	3	3
AT4G10280	-0.441772	0.013382	0.976569	3.567787	4.009560	3	3
AT3G54100	0.891248	0.013433	0.976569	4.823881	3.932632	3	3
AT4G31700	-0.388955	0.013501	0.976569	9.683504	10.072460	3	3
AT4G12110	-0.526777	0.013664	0.976569	2.320173	2.846950	3	3
AT3G26150	0.302312	0.013798	0.976569	2.206563	1.904251	3	3
AT2G38710	-0.358131	0.013860	0.976569	7.128437	7.486568	3	3
AT5G03550	0.518917	0.013913	0.976569	2.568675	2.049758	3	3
AT3G46480	0.280313	0.013927	0.976569	2.529874	2.249561	3	3
AT1G80440	1.314205	0.014140	0.976569	6.435688	5.121483	3	3
AT4G31410	0.528981	0.014280	0.976569	5.779346	5.250365	3	3
AT4G29560	0.306234	0.014336	0.976569	2.453053	2.146819	3	3
AT3G21470	0.607463	0.014448	0.976569	3.121120	2.513657	3	3
AT5G63030	-0.555295	0.014547	0.976569	6.221754	6.777049	3	3
AT5G64040	-0.640907	0.014557	0.976569	9.428491	10.069399	3	3
AT2G34710	-0.518607	0.014566	0.976569	6.112138	6.630745	3	3
AT4G23660	0.631748	0.014635	0.976569	3.682182	3.050434	3	3
AT2G32750	0.134972	0.014799	0.976569	2.338950	2.203978	3	3
AT3G16230	0.692308	0.014918	0.976569	6.640649	5.948341	3	3
AT1G70290	0.911822	0.015035	0.976569	9.489749	8.577926	3	3
AT1G15570	-1.033603	0.015079	0.976569	3.716144	4.749747	3	3
AT1G51700	1.023900	0.015134	0.976569	6.264146	5.240246	3	3
AT3G66658	-0.445545	0.015146	0.976569	5.040644	5.486189	3	3
AT3G05250	0.536330	0.015206	0.976569	4.777970	4.241640	3	3
AT5G19700	0.333353	0.015232	0.976569	2.258959	1.925605	3	3
AT3G14770	-1.122373	0.015287	0.976569	3.245480	4.367853	3	3
AT5G57920	0.382977	0.015369	0.976569	2.898905	2.515928	3	3
AT5G39610	1.151789	0.015383	0.976569	3.876175	2.724386	3	3
AT5G46200	0.316646	0.015481	0.976569	2.310215	1.993569	3	3
AT5G03850	-0.411792	0.015551	0.976569	9.746457	10.158249	3	3
AT5G06850	-0.676768	0.015694	0.976569	3.162193	3.838961	3	3
AT4G28270	0.311253	0.016056	0.976569	5.938914	5.627661	3	3
AT3G14370	0.971322	0.016110	0.976569	4.589462	3.618140	3	3
AT4G17610	-0.725954	0.016175	0.976569	4.555584	5.281538	3	3
AT5G14200	-0.511569	0.016190	0.976569	9.987915	10.499483	3	3
AT3G62720	0.773108	0.016321	0.976569	8.639893	7.866785	3	3
AT5G47350	-0.189801	0.016450	0.976569	1.736776	1.926577	3	3
AT3G16910	-0.419256	0.016505	0.976569	5.985532	6.404788	3	3
AT3G29450	0.161709	0.016602	0.976569	1.824471	1.662762	3	3
AT3G20580	0.134947	0.016608	0.976569	2.130247	1.995300	3	3
AT5G56350	-0.435405	0.016614	0.976569	5.763949	6.199354	3	3
AT3G03810	-0.278815	0.016664	0.976569	2.351388	2.630203	3	3
AT3G07130	0.908677	0.016717	0.976569	5.132250	4.223573	3	3
AT4G15975	0.387743	0.017071	0.976569	2.342996	1.955253	3	3
AT5G45775	-0.398345	0.017073	0.976569	8.465488	8.863833	3	3
AT2G46225	-0.441418	0.017222	0.976569	6.605216	7.046634	3	3
AT5G50130	-0.365006	0.017369	0.976569	2.672481	3.037488	3	3
AT3G28780	-0.277506	0.017395	0.976569	3.592993	3.870499	3	3
AT5G35750	-0.796517	0.017431	0.976569	3.722257	4.518774	3	3
AT3G47990	0.262090	0.017635	0.976569	6.201352	5.939262	3	3
AT1G69870	0.449238	0.017736	0.976569	3.940564	3.491325	3	3
AT1G79200	0.366661	0.017818	0.976569	6.752019	6.385358	3	3
AT4G12140	0.147874	0.017944	0.976569	1.895494	1.747620	3	3
AT3G47060	-0.401798	0.018027	0.976569	3.091888	3.493686	3	3
AT2G45670	-0.606129	0.018123	0.976569	3.314199	3.920327	3	3
AT1G19340	-0.430710	0.018126	0.976569	3.203934	3.634644	3	3
AT2G20100	-0.907644	0.018194	0.976569	4.833912	5.741556	3	3
AT5G62710	-0.725694	0.018317	0.976569	5.000409	5.726103	3	3
AT3G47380	-0.382930	0.018324	0.976569	2.782629	3.165559	3	3
AT1G05330	0.519350	0.018418	0.976569	2.555555	2.036205	3	3
AT3G57930	0.542526	0.018430	0.976569	10.028768	9.486242	3	3
AT2G19760	-0.299481	0.018438	0.976569	9.084389	9.383870	3	3
AT4G35130	0.391706	0.018502	0.976569	3.731677	3.339971	3	3
AT3G45420	0.425957	0.018509	0.976569	2.302922	1.876965	3	3
AT5G12480	-0.455268	0.018577	0.976569	4.962025	5.417293	3	3
AT2G46340	-0.451998	0.018704	0.976569	3.628865	4.080862	3	3
AT4G34940	0.133700	0.018751	0.976569	1.873217	1.739517	3	3
AT1G18490	-0.762185	0.018898	0.976569	3.033449	3.795634	3	3
AT2G17130	0.354458	0.019010	0.976569	6.500182	6.145724	3	3
AT5G59600	0.355559	0.019067	0.976569	2.947110	2.591552	3	3
AT5G08690	-0.506810	0.019075	0.976569	9.252524	9.759335	3	3
AT3G55480	-0.828749	0.019082	0.976569	3.518024	4.346774	3	3
ATCG00350	-0.451901	0.019283	0.976569	10.603241	11.055142	3	3
AT1G21740	0.384857	0.019324	0.976569	4.492034	4.107177	3	3
AT1G15100	-0.706418	0.019422	0.976569	4.615182	5.321600	3	3
AT3G49340	0.356598	0.019502	0.976569	2.493842	2.137244	3	3
AT1G16860	-0.586985	0.019541	0.976569	5.159068	5.746052	3	3
AT1G22450	-0.150631	0.019681	0.976569	7.859217	8.009848	3	3
AT1G76520	0.452484	0.019725	0.976569	5.797405	5.344921	3	3
AT4G22140	0.467284	0.019752	0.976569	5.295957	4.828673	3	3
AT3G26932	-1.214939	0.019780	0.976569	3.094829	4.309769	3	3
AT5G39320	0.397319	0.019909	0.976569	6.336156	5.938837	3	3
AT2G24320	0.752294	0.019963	0.976569	2.864007	2.111713	3	3
AT4G29770	0.284173	0.020097	0.976569	2.543283	2.259110	3	3
AT4G02320	0.316690	0.020099	0.976569	2.342730	2.026041	3	3
AT3G18260	0.269188	0.020231	0.976569	2.509761	2.240573	3	3
AT5G16760	-0.276756	0.020280	0.976569	6.906473	7.183229	3	3
AT4G27560	-0.313486	0.020293	0.976569	5.776065	6.089551	3	3
AT3G53870	-0.718875	0.020334	0.976569	8.838515	9.557389	3	3
AT3G13480	-0.281006	0.020347	0.976569	6.334024	6.615030	3	3
AT5G14760	-0.594138	0.020397	0.976569	4.994839	5.588977	3	3
AT2G43290	0.655951	0.020430	0.976569	5.982703	5.326752	3	3
AT1G78930	-0.629165	0.020552	0.976569	2.679543	3.308708	3	3
AT4G31985	-0.275201	0.020709	0.976569	9.721865	9.997066	3	3
AT4G14910	-0.631773	0.020734	0.976569	3.788533	4.420307	3	3
AT3G24240	0.601197	0.020752	0.976569	5.314116	4.712919	3	3
AT2G41700	0.250429	0.020864	0.976569	3.481785	3.231356	3	3
AT1G74890	-0.579679	0.020988	0.976569	3.542080	4.121759	3	3
AT5G14450	-0.581626	0.021078	0.976569	5.797062	6.378688	3	3
AT5G65780	-0.724707	0.021094	0.976569	4.165943	4.890650	3	3
AT3G27520	-0.665928	0.021118	0.976569	1.972511	2.638439	3	3
AT2G34280	0.127051	0.021184	0.976569	2.188791	2.061741	3	3
AT1G72480	-0.678094	0.021359	0.976569	5.025643	5.703737	3	3
AT1G29200	-0.298097	0.021460	0.976569	2.212344	2.510441	3	3
AT3G18480	0.302211	0.021509	0.976569	5.625498	5.323287	3	3
AT2G38650	-0.710598	0.021565	0.976569	5.519304	6.229902	3	3
AT2G44060	0.282528	0.021647	0.976569	9.757737	9.475209	3	3
AT1G74410	0.181666	0.021672	0.976569	5.200424	5.018758	3	3
AT3G52300	-0.377392	0.021697	0.976569	10.171814	10.549207	3	3
AT2G30105	-0.504668	0.021769	0.976569	4.514165	5.018833	3	3
AT3G18830	0.602957	0.021867	0.976569	7.122583	6.519626	3	3
AT4G14580	-0.523709	0.021927	0.976569	4.875724	5.399433	3	3
AT5G04355	0.392711	0.022007	0.976569	2.806068	2.413357	3	3
AT5G43580	0.481704	0.022044	0.976569	2.491766	2.010061	3	3
AT1G79780	0.530227	0.022284	0.976569	4.278952	3.748725	3	3
AT1G07770	-0.296897	0.022481	0.976569	10.971240	11.268137	3	3
AT1G50390	-0.959266	0.022492	0.976569	2.450497	3.409763	3	3
AT3G10580	0.273671	0.022501	0.976569	2.050562	1.776892	3	3
AT1G05370	-0.582641	0.022549	0.976569	3.595313	4.177953	3	3
AT1G34575	0.298772	0.022572	0.976569	2.474265	2.175493	3	3
AT5G37870	0.321417	0.022573	0.976569	2.003687	1.682271	3	3
AT1G76530	-0.420446	0.022605	0.976569	2.521233	2.941679	3	3
AT5G44180	0.393615	0.022757	0.976569	8.464430	8.070814	3	3
AT1G42700	0.220070	0.022976	0.976569	1.825988	1.605917	3	3
ATCG00150	-0.444333	0.022992	0.976569	8.726802	9.171136	3	3
AT5G61460	-0.649343	0.023107	0.976569	2.874533	3.523876	3	3
AT1G18590	-0.522180	0.023146	0.976569	5.082569	5.604749	3	3
AT3G26830	0.501895	0.023192	0.976569	3.925785	3.423890	3	3
AT5G28540	0.214536	0.023319	0.976569	11.576731	11.362195	3	3
AT1G07170	-0.326151	0.023342	0.976569	6.802709	7.128861	3	3
AT5G24010	-0.992231	0.023348	0.976569	4.263812	5.256043	3	3
AT4G38370	-0.858026	0.023478	0.976569	3.304281	4.162307	3	3
AT1G77270	-0.890538	0.023488	0.976569	2.460872	3.351410	3	3
AT2G18830	0.330543	0.023627	0.976569	2.205404	1.874860	3	3
AT3G05430	-0.778390	0.023638	0.976569	1.935804	2.714194	3	3
AT2G24500	0.257873	0.023697	0.976569	7.868220	7.610347	3	3
AT1G02300	0.820433	0.023763	0.976569	5.264972	4.444539	3	3
AT5G46020	-0.302205	0.023783	0.976569	9.633626	9.935831	3	3
AT1G46912	0.241274	0.023826	0.976569	2.042756	1.801482	3	3
AT3G47700	-0.346997	0.023834	0.976569	5.909704	6.256701	3	3
AT3G43500	0.247412	0.023853	0.976569	2.008360	1.760949	3	3
AT1G04100	-0.357535	0.023878	0.976569	3.298727	3.656262	3	3
AT5G57330	-0.768610	0.023906	0.976569	5.859724	6.628333	3	3
AT3G02750	-0.614472	0.024034	0.976569	4.588988	5.203460	3	3
AT4G22720	0.338484	0.024110	0.976569	7.738117	7.399633	3	3
AT1G67020	0.236854	0.024165	0.976569	2.087332	1.850478	3	3
AT2G15890	1.252499	0.024176	0.976569	5.796505	4.544006	3	3
AT5G57780	0.669397	0.024323	0.976569	3.109377	2.439980	3	3
AT3G23715	0.324314	0.024403	0.976569	2.329054	2.004740	3	3
AT4G11450	-0.870642	0.024441	0.976569	3.463493	4.334134	3	3
AT5G09330	-0.309430	0.024621	0.976569	7.936947	8.246377	3	3
AT5G10790	-0.317956	0.024623	0.976569	2.821041	3.138997	3	3
AT5G10980	-0.268064	0.024633	0.976569	8.548470	8.816534	3	3
AT5G28810	0.317458	0.024653	0.976569	1.867939	1.550482	3	3
AT2G38020	-0.740235	0.024660	0.976569	4.388599	5.128834	3	3
AT2G47950	1.866808	0.024690	0.976569	6.775956	4.909148	3	3
AT1G09730	0.456800	0.024707	0.976569	5.047726	4.590925	3	3
AT2G07676	0.937402	0.024798	0.976569	4.729664	3.792262	3	3
AT5G53200	-0.896398	0.024851	0.976569	4.202924	5.099322	3	3
AT2G19750	-0.461099	0.024905	0.976569	7.568539	8.029638	3	3
AT2G17970	-0.944151	0.025036	0.976569	3.626927	4.571078	3	3
AT1G19600	0.324402	0.025105	0.976569	8.607321	8.282919	3	3
AT3G19050	-0.714214	0.025185	0.976569	4.108676	4.822890	3	3
AT3G20270	-0.904982	0.025210	0.976569	2.785288	3.690270	3	3
AT5G23240	1.376924	0.025253	0.976569	3.516399	2.139475	3	3
AT3G21240	0.302384	0.025445	0.976569	7.227580	6.925196	3	3
AT1G78490	-0.430161	0.025500	0.976569	8.645595	9.075757	3	3
AT3G09900	-0.756973	0.025526	0.976569	5.386622	6.143594	3	3
AT1G28375	0.228761	0.025531	0.976569	1.981842	1.753080	3	3
AT1G69840	1.019182	0.025610	0.976569	6.287231	5.268049	3	3
AT5G53840	0.238596	0.025748	0.976569	2.273657	2.035061	3	3
AT2G45440	-0.754311	0.025895	0.976569	6.678272	7.432583	3	3
AT1G18400	0.491077	0.025982	0.976569	3.081003	2.589926	3	3
AT4G14290	-0.689646	0.025988	0.976569	3.522198	4.211844	3	3
AT2G45790	-0.632249	0.026037	0.976569	6.505574	7.137823	3	3
AT1G78610	-0.365294	0.026037	0.976569	5.674933	6.040227	3	3
AT1G13330	-0.480075	0.026050	0.976569	2.087368	2.567442	3	3
AT5G62810	0.220726	0.026067	0.976569	7.821561	7.600835	3	3
AT5G11460	-0.921890	0.026113	0.976569	3.250267	4.172157	3	3
AT2G24790	-0.612707	0.026245	0.976569	6.204799	6.817505	3	3
AT2G38400	0.261490	0.026286	0.976569	5.692630	5.431140	3	3
AT3G46910	0.117982	0.026332	0.976569	2.309502	2.191520	3	3
AT2G03090	-1.079282	0.026343	0.976569	6.032287	7.111569	3	3
AT5G05060	0.629492	0.026392	0.976569	2.430308	1.800816	3	3
AT4G18100	-0.273487	0.026465	0.976569	10.657700	10.931187	3	3
AT4G10840	0.365290	0.026561	0.976569	9.224819	8.859529	3	3
AT2G07000	0.437622	0.026591	0.976569	3.189258	2.751636	3	3
AT3G62600	0.304447	0.026608	0.976569	9.182851	8.878404	3	3
AT5G27950	0.758571	0.026627	0.976569	4.647695	3.889124	3	3
AT3G51400	-0.060230	0.026635	0.976569	2.074157	2.134387	3	3
AT4G26710	-0.411007	0.026681	0.976569	8.193499	8.604506	3	3
AT5G44930	0.634306	0.026683	0.976569	4.274532	3.640226	3	3
AT2G07705	-0.283033	0.026757	0.976569	5.378852	5.661886	3	3
AT5G03720	0.786547	0.026763	0.976569	6.053440	5.266893	3	3
AT5G25540	-0.394348	0.026808	0.976569	6.067104	6.461452	3	3
AT3G18670	0.245081	0.026823	0.976569	2.449044	2.203964	3	3
AT3G05670	-0.338974	0.026906	0.976569	5.516513	5.855487	3	3
AT4G38240	-0.159227	0.026916	0.976569	4.890193	5.049420	3	3
AT1G21790	0.453206	0.026930	0.976569	5.458474	5.005268	3	3
AT1G79190	-0.285598	0.027058	0.976569	2.695578	2.981176	3	3
AT1G65110	0.537144	0.027124	0.976569	2.999869	2.462725	3	3
AT4G12400	0.754132	0.027265	0.976569	6.612745	5.858612	3	3
AT2G35460	-0.237008	0.027330	0.976569	2.404009	2.641016	3	3
AT5G42170	0.249368	0.027356	0.976569	2.049606	1.800239	3	3
AT1G73500	1.372124	0.027460	0.976569	8.130760	6.758636	3	3
AT5G16590	-0.494397	0.027590	0.976569	5.796312	6.290709	3	3
AT5G42650	0.423332	0.027626	0.976569	7.216623	6.793291	3	3
AT2G23740	-1.014964	0.027739	0.976569	2.717668	3.732633	3	3
AT3G18720	0.245420	0.027760	0.976569	2.127364	1.881944	3	3
AT4G19240	-0.616656	0.027835	0.976569	2.533080	3.149736	3	3
AT3G55110	-1.057988	0.027861	0.976569	3.183689	4.241677	3	3
AT4G34990	0.277051	0.027952	0.976569	4.970894	4.693842	3	3
AT2G29690	-0.519467	0.027989	0.976569	5.066223	5.585690	3	3
AT4G36140	0.581243	0.028006	0.976569	2.720744	2.139502	3	3
AT2G47830	-0.753300	0.028131	0.976569	3.571915	4.325215	3	3
AT3G13160	-0.157888	0.028243	0.976569	6.338724	6.496612	3	3
AT3G54640	-0.186934	0.028287	0.976569	6.239733	6.426667	3	3
AT5G03980	0.496358	0.028378	0.976569	2.440176	1.943819	3	3
AT4G38940	0.275926	0.028498	0.976569	5.945211	5.669285	3	3
AT5G47540	0.322202	0.028549	0.976569	6.117315	5.795113	3	3
AT3G52740	-0.755220	0.028568	0.976569	4.509202	5.264422	3	3
AT3G21170	0.184959	0.028615	0.976569	2.468052	2.283093	3	3
AT1G27870	0.177363	0.028654	0.976569	2.437139	2.259776	3	3
AT4G03390	-0.539155	0.028744	0.976569	4.737834	5.276989	3	3
AT1G33470	-0.718768	0.028754	0.976569	5.271370	5.990139	3	3
AT4G25740	-0.283230	0.028798	0.976569	8.596710	8.879940	3	3
AT1G03380	-0.748918	0.028878	0.976569	4.928210	5.677128	3	3
AT1G32300	0.178745	0.028906	0.976569	2.282476	2.103731	3	3
AT5G17430	0.263105	0.029012	0.976569	2.510054	2.246949	3	3
AT5G15740	-0.305876	0.029082	0.976569	5.439790	5.745666	3	3
AT1G03210	-0.668819	0.029367	0.976569	5.364715	6.033535	3	3
AT1G52300	-0.265067	0.029373	0.976569	11.443161	11.708228	3	3
AT4G24940	-0.344928	0.029423	0.976569	7.005728	7.350655	3	3
AT3G56910	-0.768941	0.029524	0.976569	9.434855	10.203795	3	3
AT5G53130	0.507498	0.029542	0.976569	6.864237	6.356739	3	3
AT4G27280	1.003728	0.029568	0.976569	11.334273	10.330545	3	3
AT1G18840	0.601953	0.029810	0.976569	4.842489	4.240536	3	3
AT2G03280	-0.506417	0.029837	0.976569	4.078721	4.585138	3	3
AT4G18130	-0.281092	0.029908	0.976569	4.931705	5.212797	3	3
AT2G17270	-0.620630	0.029991	0.976569	2.187587	2.808217	3	3
AT2G16230	0.216430	0.029995	0.976569	2.348913	2.132483	3	3
