TAIR	log2FC_FLT_vs_GC	pvalue	padj	mean_FLT	mean_GC	n_FLT	n_GC
AT4G33050	0.545375	0.124610	0.701660	7.825849	7.280473	5	5
AT4G03550	-0.164949	0.124636	0.701660	5.832136	5.997084	5	5
AT4G18050	0.245489	0.124667	0.701660	3.407964	3.162474	5	5
AT1G49270	0.166336	0.124699	0.701660	2.204380	2.038044	5	5
AT3G07180	-0.124434	0.124767	0.701859	6.235010	6.359445	5	5
AT5G19270	-0.248332	0.124819	0.701883	3.011403	3.259736	5	5
AT1G67270	-0.141437	0.124851	0.701883	1.856949	1.998386	5	5
AT5G28340	-0.214383	0.124907	0.701883	1.918718	2.133101	5	5
AT4G11510	-0.596334	0.124909	0.701883	1.993810	2.590144	5	5
AT4G23740	-0.215135	0.124934	0.701883	5.362801	5.577936	5	5
AT3G59890	-0.256195	0.125008	0.702115	4.977895	5.234089	5	5
AT1G34410	-0.462173	0.125103	0.702199	1.832821	2.294994	5	5
AT5G23570	0.377336	0.125259	0.702199	4.526543	4.149207	5	5
AT1G45130	-0.258595	0.125264	0.702199	6.100380	6.358975	5	5
AT5G38960	-0.159564	0.125347	0.702199	2.060085	2.219649	5	5
AT5G19670	-0.164388	0.125387	0.702199	2.739028	2.903417	5	5
AT1G10500	-0.178577	0.125398	0.702199	7.314846	7.493423	5	5
AT3G51500	0.323325	0.125439	0.702199	5.011867	4.688542	5	5
AT2G40700	0.249630	0.125461	0.702199	3.469627	3.219997	5	5
AT2G20142	0.603470	0.125475	0.702199	3.812725	3.209255	5	5
AT3G21400	0.296992	0.125484	0.702199	4.490490	4.193498	5	5
AT2G18810	-0.157414	0.125485	0.702199	1.763270	1.920684	5	5
AT1G78990	-0.240737	0.125646	0.702199	2.834178	3.074915	5	5
AT5G65300	0.825315	0.125668	0.702199	7.604036	6.778721	5	5
AT1G59680	-0.155231	0.125670	0.702199	1.865753	2.020984	5	5
AT4G07400	-0.132787	0.125697	0.702199	2.738729	2.871516	5	5
AT1G78310	0.355098	0.125743	0.702199	4.426235	4.071137	5	5
AT1G11020	-0.087524	0.125772	0.702199	5.826665	5.914189	5	5
AT2G36530	-0.160008	0.125779	0.702199	9.685088	9.845096	5	5
AT1G52160	0.198250	0.125805	0.702199	4.463021	4.264771	5	5
AT3G12800	-0.176681	0.125865	0.702199	6.801304	6.977985	5	5
AT2G43760	-0.148349	0.125887	0.702199	7.324836	7.473185	5	5
AT4G02850	-1.032989	0.125929	0.702199	5.180914	6.213903	5	5
AT4G33290	0.118335	0.125937	0.702199	1.908458	1.790123	5	5
AT4G21760	-0.546113	0.125938	0.702199	3.412814	3.958927	5	5
AT2G21850	-0.211405	0.125966	0.702199	2.771251	2.982656	5	5
AT5G06510	0.892646	0.125972	0.702199	4.321891	3.429245	5	5
AT3G19890	-0.132934	0.125979	0.702199	1.860055	1.992989	5	5
AT2G45210	0.251030	0.125995	0.702199	3.375266	3.124236	5	5
AT5G03210	0.567755	0.125998	0.702199	3.148254	2.580499	5	5
AT3G22880	-0.249214	0.126005	0.702199	5.529260	5.778474	5	5
AT1G73805	0.693194	0.126076	0.702199	6.057239	5.364044	5	5
AT1G04980	0.261462	0.126131	0.702199	4.187168	3.925706	5	5
AT1G62050	-0.235376	0.126132	0.702199	3.981995	4.217371	5	5
AT1G26130	0.182316	0.126133	0.702199	3.323107	3.140790	5	5
AT3G49480	-0.374365	0.126292	0.702498	2.733552	3.107917	5	5
AT3G22550	-0.192934	0.126364	0.702498	5.543903	5.736837	5	5
AT3G18360	-0.122795	0.126389	0.702498	2.237952	2.360747	5	5
AT5G36710	-0.248626	0.126391	0.702498	6.740895	6.989521	5	5
AT3G42130	-0.170069	0.126399	0.702498	2.631069	2.801138	5	5
AT5G53810	0.202132	0.126415	0.702498	2.676299	2.474168	5	5
AT4G26900	0.167137	0.126575	0.703031	5.779590	5.612453	5	5
AT1G44960	-0.292859	0.126576	0.703031	3.648928	3.941787	5	5
AT1G70870	-0.118803	0.126634	0.703035	1.912695	2.031498	5	5
AT3G59700	0.253903	0.126642	0.703035	2.515390	2.261487	5	5
AT5G57970	-0.274538	0.126696	0.703098	4.042958	4.317497	5	5
AT5G61280	-0.286970	0.126745	0.703098	1.694233	1.981203	5	5
AT1G62790	-0.166482	0.126752	0.703098	7.553496	7.719978	5	5
AT1G49840	0.211455	0.126814	0.703105	5.267238	5.055784	5	5
AT3G26210	0.527890	0.126818	0.703105	3.977562	3.449672	5	5
AT5G65600	0.263081	0.126940	0.703226	3.040821	2.777740	5	5
AT5G11070	0.482035	0.126943	0.703226	9.436012	8.953977	5	5
AT2G27380	-0.221287	0.127015	0.703226	2.734721	2.956008	5	5
AT4G31070	-0.143003	0.127060	0.703226	1.900242	2.043245	5	5
AT3G18570	-0.209844	0.127126	0.703226	2.345263	2.555107	5	5
AT3G03250	-0.118916	0.127145	0.703226	8.279117	8.398033	5	5
AT4G12110	-0.197691	0.127169	0.703226	5.509819	5.707510	5	5
AT4G32605	-0.113736	0.127209	0.703226	6.746827	6.860564	5	5
AT1G34360	-0.205149	0.127250	0.703226	2.586141	2.791291	5	5
AT5G66710	-0.300043	0.127315	0.703226	2.413911	2.713954	5	5
AT1G33050	0.164374	0.127358	0.703226	5.400631	5.236257	5	5
AT3G27070	0.085790	0.127361	0.703226	2.342157	2.256366	5	5
AT4G33950	0.230935	0.127370	0.703226	5.360838	5.129903	5	5
AT2G36220	0.533087	0.127403	0.703226	7.163227	6.630141	5	5
AT4G12510	0.313261	0.127421	0.703226	7.338761	7.025500	5	5
AT1G29340	0.343499	0.127433	0.703226	7.701933	7.358435	5	5
AT1G21240	0.139474	0.127444	0.703226	1.918519	1.779045	5	5
AT1G77470	-0.125630	0.127453	0.703226	5.233964	5.359594	5	5
AT1G72450	0.456436	0.127538	0.703226	8.830580	8.374144	5	5
AT1G05410	0.276113	0.127583	0.703226	4.623278	4.347165	5	5
AT1G63320	-0.059870	0.127598	0.703226	1.778849	1.838719	5	5
AT1G04945	0.401212	0.127602	0.703226	4.205002	3.803790	5	5
AT3G21000	0.144921	0.127609	0.703226	2.019477	1.874556	5	5
AT2G40110	0.235858	0.127625	0.703226	5.597733	5.361875	5	5
AT1G49850	0.193868	0.127734	0.703516	5.352211	5.158343	5	5
AT1G02390	-0.251516	0.127743	0.703516	2.451582	2.703098	5	5
AT5G04810	0.251536	0.127794	0.703532	6.596141	6.344606	5	5
AT3G23310	0.288045	0.127811	0.703532	5.333333	5.045287	5	5
AT3G29370	0.788476	0.127946	0.703764	4.300636	3.512159	5	5
AT2G41410	0.193366	0.127963	0.703764	9.707184	9.513818	5	5
AT5G52760	0.966859	0.127984	0.703764	8.089602	7.122743	5	5
AT4G01870	0.769323	0.128093	0.704182	5.506335	4.737013	5	5
AT4G02150	-0.191457	0.128128	0.704199	6.834000	7.025458	5	5
AT1G13940	0.321388	0.128195	0.704228	4.827814	4.506426	5	5
AT2G22490	0.094617	0.128205	0.704228	6.475278	6.380662	5	5
AT5G57940	0.052598	0.128274	0.704228	6.897582	6.844983	5	5
AT1G65090	-0.113383	0.128284	0.704228	2.643198	2.756581	5	5
AT4G20060	0.196307	0.128370	0.704228	2.543986	2.347679	5	5
AT5G20960	-0.266897	0.128428	0.704228	3.097551	3.364448	5	5
AT1G19210	1.644041	0.128435	0.704228	6.574737	4.930695	5	5
AT3G60730	-0.139859	0.128453	0.704228	1.849990	1.989849	5	5
AT5G59960	0.295869	0.128519	0.704228	6.117240	5.821371	5	5
AT1G04100	-0.107460	0.128530	0.704228	3.406919	3.514379	5	5
AT4G38490	-0.110968	0.128571	0.704228	8.006225	8.117193	5	5
AT2G38320	0.218080	0.128600	0.704228	2.838318	2.620238	5	5
AT1G30070	0.173328	0.128632	0.704228	5.053114	4.879786	5	5
ATMG00450	-0.605065	0.128671	0.704228	2.676839	3.281904	5	5
AT2G19580	0.300340	0.128722	0.704228	5.312080	5.011740	5	5
AT5G50520	-0.296439	0.128728	0.704228	5.428053	5.724492	5	5
AT1G69970	0.142378	0.128765	0.704228	3.171415	3.029037	5	5
AT1G07360	-0.137700	0.128799	0.704228	6.261683	6.399383	5	5
AT4G36750	0.132486	0.128814	0.704228	5.991399	5.858913	5	5
AT2G10930	-0.184265	0.128860	0.704228	2.983336	3.167601	5	5
AT5G53170	0.188365	0.128904	0.704228	6.139716	5.951352	5	5
AT1G68260	-0.284053	0.128930	0.704228	6.112190	6.396242	5	5
AT5G53570	0.339582	0.128947	0.704228	6.241633	5.902051	5	5
AT4G15070	0.091155	0.128954	0.704228	1.950963	1.859808	5	5
AT1G26600	-0.273236	0.128965	0.704228	2.609459	2.882695	5	5
AT3G42940	-0.178952	0.129071	0.704228	2.087595	2.266547	5	5
AT1G75050	-0.128714	0.129164	0.704228	2.127161	2.255875	5	5
AT1G27940	-0.144177	0.129164	0.704228	2.293854	2.438031	5	5
AT3G07560	0.212737	0.129181	0.704228	7.451068	7.238331	5	5
AT5G49870	-0.115422	0.129182	0.704228	1.876296	1.991718	5	5
AT1G01190	-0.292977	0.129187	0.704228	3.423491	3.716469	5	5
AT5G60270	0.239777	0.129243	0.704228	3.600359	3.360582	5	5
AT1G71070	-0.238829	0.129261	0.704228	4.364409	4.603237	5	5
AT1G63700	-0.257109	0.129300	0.704228	5.142509	5.399619	5	5
AT1G63520	-0.237369	0.129305	0.704228	2.364994	2.602362	5	5
AT2G30080	-0.219098	0.129374	0.704228	5.066978	5.286076	5	5
AT2G19130	-0.287574	0.129382	0.704228	3.877542	4.165116	5	5
AT1G18410	0.086723	0.129402	0.704228	2.035824	1.949101	5	5
AT1G53270	-0.124351	0.129431	0.704228	2.360335	2.484686	5	5
AT5G19630	-0.225245	0.129509	0.704228	5.887361	6.112606	5	5
AT5G34830	-0.198475	0.129524	0.704228	2.223239	2.421714	5	5
AT3G23570	-0.141258	0.129538	0.704228	7.691879	7.833137	5	5
AT3G26782	0.333311	0.129541	0.704228	4.051550	3.718238	5	5
AT5G13780	0.162889	0.129623	0.704494	8.198680	8.035791	5	5
AT3G53520	-0.144981	0.129744	0.704974	6.124833	6.269814	5	5
AT1G29330	0.225562	0.129880	0.705382	4.547649	4.322086	5	5
AT4G33680	-0.131344	0.129884	0.705382	9.145150	9.276493	5	5
AT3G01570	-0.108993	0.129977	0.705443	2.712149	2.821142	5	5
AT1G33670	-0.110113	0.130103	0.705443	1.874143	1.984256	5	5
AT2G07170	0.239463	0.130199	0.705443	4.147286	3.907823	5	5
AT3G28120	-0.052575	0.130204	0.705443	1.766135	1.818710	5	5
AT2G43535	0.401022	0.130242	0.705443	6.468597	6.067574	5	5
AT1G66250	-0.394797	0.130334	0.705443	4.469246	4.864043	5	5
AT2G23050	-0.205400	0.130357	0.705443	1.925126	2.130526	5	5
AT1G71790	0.111388	0.130359	0.705443	5.058994	4.947605	5	5
AT5G65730	-0.543688	0.130381	0.705443	6.361368	6.905056	5	5
AT1G14060	0.144130	0.130457	0.705443	4.732298	4.588167	5	5
AT5G16560	0.187593	0.130463	0.705443	2.481881	2.294289	5	5
AT5G60190	-0.234160	0.130483	0.705443	3.618223	3.852383	5	5
AT3G55440	-0.145053	0.130550	0.705443	10.363869	10.508923	5	5
AT5G41660	-0.186190	0.130698	0.705443	2.071478	2.257668	5	5
AT3G47630	0.173820	0.130786	0.705443	4.941511	4.767690	5	5
AT1G28480	1.262321	0.130826	0.705443	6.840192	5.577871	5	5
AT4G23700	-0.273147	0.130839	0.705443	2.632866	2.906013	5	5
AT5G51890	-0.400207	0.130853	0.705443	5.689355	6.089563	5	5
AT5G56520	-0.222198	0.130858	0.705443	3.592307	3.814505	5	5
AT3G48540	-0.224729	0.130867	0.705443	3.685742	3.910472	5	5
AT1G61640	-0.249838	0.130886	0.705443	3.269283	3.519121	5	5
AT1G68300	0.107471	0.130893	0.705443	7.718873	7.611402	5	5
AT2G32370	-0.142977	0.130905	0.705443	2.242266	2.385243	5	5
AT5G59300	-0.128785	0.130919	0.705443	6.640990	6.769775	5	5
AT4G22470	0.984789	0.130941	0.705443	4.095844	3.111055	5	5
AT5G47350	-0.119665	0.130962	0.705443	1.835487	1.955152	5	5
AT2G01120	-0.305481	0.130993	0.705443	4.959648	5.265129	5	5
AT1G04690	-0.133860	0.130996	0.705443	8.879622	9.013481	5	5
AT3G13360	0.342489	0.131007	0.705443	6.215121	5.872632	5	5
AT4G39980	-0.157964	0.131059	0.705443	7.539260	7.697223	5	5
AT2G29420	0.411604	0.131083	0.705443	5.288730	4.877126	5	5
AT5G63720	-0.277569	0.131209	0.705443	1.861797	2.139366	5	5
AT1G67310	0.229865	0.131213	0.705443	5.835993	5.606128	5	5
AT5G53050	-0.316282	0.131245	0.705443	4.503656	4.819938	5	5
AT3G44530	-0.194314	0.131253	0.705443	4.351567	4.545881	5	5
AT4G22740	0.154537	0.131281	0.705443	7.145461	6.990925	5	5
AT1G30790	-0.183301	0.131319	0.705443	2.121277	2.304578	5	5
AT2G32190	0.926401	0.131335	0.705443	4.283649	3.357248	5	5
AT5G03980	-0.212342	0.131344	0.705443	1.950922	2.163264	5	5
AT4G37270	0.167673	0.131347	0.705443	6.874062	6.706389	5	5
AT2G07727	-1.246302	0.131369	0.705443	4.301696	5.547997	5	5
AT5G01970	0.167659	0.131436	0.705443	4.894939	4.727281	5	5
AT1G67570	-0.244302	0.131509	0.705443	3.843229	4.087531	5	5
AT3G45720	-0.257225	0.131510	0.705443	2.187529	2.444754	5	5
AT1G72060	0.631217	0.131520	0.705443	5.049214	4.417998	5	5
AT4G16990	0.178141	0.131628	0.705443	2.744850	2.566709	5	5
AT1G22090	-0.177634	0.131630	0.705443	2.043540	2.221175	5	5
AT4G18840	0.122092	0.131651	0.705443	3.018380	2.896288	5	5
AT1G32270	-0.115807	0.131684	0.705443	2.148303	2.264110	5	5
AT2G04630	0.189999	0.131710	0.705443	7.013221	6.823222	5	5
AT3G62510	0.156901	0.131752	0.705443	2.246653	2.089752	5	5
AT1G52080	-0.267875	0.131760	0.705443	3.474130	3.742004	5	5
AT1G23820	-0.062878	0.131826	0.705443	8.563486	8.626364	5	5
AT1G22520	-0.161287	0.131827	0.705443	7.550020	7.711307	5	5
AT5G67430	-0.257082	0.131838	0.705443	2.241836	2.498918	5	5
AT2G24740	-1.357374	0.131894	0.705443	2.677996	4.035370	5	5
AT1G20280	0.089019	0.131971	0.705443	2.922427	2.833407	5	5
AT2G17160	-0.103492	0.132016	0.705443	1.721754	1.825246	5	5
AT2G47950	0.378761	0.132053	0.705443	2.776037	2.397276	5	5
AT5G17640	0.294357	0.132064	0.705443	4.904015	4.609658	5	5
AT1G29690	0.500630	0.132120	0.705443	5.771228	5.270598	5	5
AT5G59370	-0.145580	0.132196	0.705443	2.704459	2.850039	5	5
AT4G12440	-0.185562	0.132223	0.705443	3.183478	3.369040	5	5
AT4G22710	0.336979	0.132227	0.705443	9.765222	9.428243	5	5
AT1G79080	0.374607	0.132228	0.705443	3.888135	3.513528	5	5
AT3G06210	0.285836	0.132252	0.705443	3.969094	3.683258	5	5
AT5G36190	0.119244	0.132329	0.705443	1.995762	1.876518	5	5
AT1G08090	0.228379	0.132337	0.705443	2.614357	2.385979	5	5
AT5G57370	-0.154356	0.132349	0.705443	5.634181	5.788537	5	5
AT4G00830	0.131633	0.132379	0.705443	5.961063	5.829430	5	5
AT4G35890	-0.198162	0.132381	0.705443	5.944001	6.142163	5	5
AT1G53140	-0.185668	0.132394	0.705443	5.458510	5.644178	5	5
AT2G24120	0.290671	0.132451	0.705443	4.878129	4.587459	5	5
AT3G07565	0.147788	0.132542	0.705443	5.231393	5.083605	5	5
AT5G61750	-0.223322	0.132584	0.705443	2.598687	2.822009	5	5
AT2G03420	-0.239599	0.132604	0.705443	7.276831	7.516430	5	5
AT4G21903	-0.166520	0.132635	0.705443	3.263255	3.429775	5	5
AT3G01450	0.191743	0.132672	0.705443	1.960260	1.768517	5	5
AT1G06520	0.160021	0.132676	0.705443	2.553255	2.393234	5	5
AT3G01610	0.209247	0.132704	0.705443	3.943713	3.734466	5	5
AT1G77660	0.254954	0.132732	0.705443	4.346844	4.091890	5	5
AT1G55040	-0.200147	0.132750	0.705443	3.116597	3.316744	5	5
AT3G26870	-0.125081	0.132750	0.705443	1.752934	1.878014	5	5
AT5G27510	0.132531	0.132781	0.705443	2.386655	2.254124	5	5
AT4G21020	-0.181589	0.132814	0.705443	1.616381	1.797969	5	5
AT1G01230	-0.175274	0.132817	0.705443	7.041731	7.217005	5	5
AT2G39750	0.152032	0.132890	0.705443	6.500155	6.348123	5	5
AT1G09415	0.266900	0.132937	0.705443	5.980142	5.713242	5	5
AT4G32230	-0.182788	0.132939	0.705443	2.178998	2.361786	5	5
AT4G26340	-0.196388	0.132979	0.705443	1.878611	2.074999	5	5
AT4G23070	-0.193379	0.132983	0.705443	2.442893	2.636272	5	5
AT1G14920	-0.211078	0.132988	0.705443	6.883827	7.094905	5	5
AT1G23030	0.339900	0.133004	0.705443	6.592518	6.252617	5	5
AT3G24510	-0.227589	0.133007	0.705443	1.956647	2.184236	5	5
AT2G43310	-0.191315	0.133046	0.705443	2.188912	2.380227	5	5
AT1G78380	-0.085557	0.133080	0.705443	10.349260	10.434817	5	5
AT1G14040	0.214679	0.133163	0.705443	4.943239	4.728560	5	5
AT1G22880	-0.243107	0.133183	0.705443	2.425798	2.668905	5	5
AT5G67240	0.516438	0.133256	0.705443	5.851462	5.335023	5	5
AT4G28100	-0.145076	0.133278	0.705443	6.301511	6.446587	5	5
AT3G28280	-0.261925	0.133331	0.705443	2.068069	2.329994	5	5
AT3G13330	-0.154505	0.133366	0.705443	5.417989	5.572494	5	5
AT2G46590	0.277359	0.133398	0.705443	4.683545	4.406186	5	5
AT3G50850	-0.223473	0.133402	0.705443	2.553296	2.776769	5	5
AT5G59130	-0.317223	0.133495	0.705443	2.652661	2.969885	5	5
AT4G19720	-0.158535	0.133515	0.705443	2.170416	2.328950	5	5
AT2G30140	0.364332	0.133525	0.705443	7.311164	6.946832	5	5
AT4G37460	0.126668	0.133545	0.705443	5.200214	5.073546	5	5
AT3G55600	0.254971	0.133567	0.705443	4.922288	4.667317	5	5
AT1G23510	-0.124137	0.133581	0.705443	1.756791	1.880928	5	5
AT3G48990	0.197832	0.133631	0.705443	8.861740	8.663908	5	5
AT4G12410	0.357930	0.133633	0.705443	3.310225	2.952295	5	5
AT4G30290	0.964882	0.133661	0.705443	6.395941	5.431059	5	5
AT3G49350	0.273380	0.133738	0.705443	5.696763	5.423383	5	5
AT3G22990	-0.130986	0.133820	0.705443	6.585374	6.716361	5	5
AT3G60410	0.221409	0.133865	0.705443	3.503996	3.282587	5	5
AT1G22040	0.227860	0.133866	0.705443	3.214487	2.986627	5	5
AT2G40830	0.158339	0.133884	0.705443	6.049842	5.891502	5	5
AT4G13235	-0.380665	0.133889	0.705443	2.840538	3.221203	5	5
AT3G11460	0.171232	0.133894	0.705443	2.430455	2.259223	5	5
AT1G45230	-0.331853	0.133921	0.705443	5.288178	5.620031	5	5
AT3G14050	0.785038	0.133987	0.705443	7.064656	6.279618	5	5
AT1G02500	0.181527	0.134024	0.705443	9.683890	9.502363	5	5
AT1G09940	0.525971	0.134027	0.705443	5.000621	4.474650	5	5
AT3G12830	0.674296	0.134068	0.705443	5.346375	4.672079	5	5
AT5G55540	-0.164571	0.134130	0.705443	5.968136	6.132706	5	5
AT3G44890	-0.415882	0.134147	0.705443	8.573213	8.989095	5	5
AT3G15290	-0.101795	0.134196	0.705443	5.779513	5.881308	5	5
AT1G48110	-0.205548	0.134221	0.705443	4.582845	4.788393	5	5
AT1G11950	-0.073722	0.134278	0.705443	3.386968	3.460690	5	5
AT5G48780	-0.143448	0.134311	0.705443	2.008390	2.151838	5	5
AT1G65450	-0.144766	0.134314	0.705443	2.102754	2.247520	5	5
AT4G01090	0.404899	0.134340	0.705443	4.446520	4.041621	5	5
AT1G74310	0.265694	0.134348	0.705443	4.649785	4.384090	5	5
AT5G44660	0.371118	0.134354	0.705443	3.886811	3.515692	5	5
AT1G02816	0.208042	0.134673	0.706594	5.514477	5.306434	5	5
AT2G46310	-0.195911	0.134696	0.706594	3.126083	3.321994	5	5
AT4G31800	0.646959	0.134698	0.706594	7.970022	7.323063	5	5
ATCG00650	0.291678	0.134724	0.706594	9.019657	8.727979	5	5
AT2G40140	0.661485	0.134760	0.706594	8.501434	7.839950	5	5
AT1G30110	0.296968	0.134771	0.706594	5.321435	5.024467	5	5
AT3G10750	-0.151770	0.134923	0.706912	1.958193	2.109963	5	5
AT3G48880	0.263392	0.134974	0.706912	5.387197	5.123805	5	5
AT2G05250	0.208230	0.134984	0.706912	5.528081	5.319851	5	5
AT5G14850	-0.131801	0.134997	0.706912	5.276786	5.408587	5	5
AT5G42380	1.621092	0.135043	0.706912	5.850315	4.229224	5	5
AT3G01520	0.170512	0.135089	0.706912	8.245967	8.075454	5	5
AT1G27450	-0.108365	0.135094	0.706912	8.684894	8.793258	5	5
AT1G02680	0.209164	0.135127	0.706912	5.005734	4.796570	5	5
AT2G21490	-0.324579	0.135143	0.706912	2.055276	2.379855	5	5
AT3G17770	0.349465	0.135160	0.706912	4.758696	4.409231	5	5
AT1G26350	-0.162216	0.135211	0.707008	1.977346	2.139562	5	5
AT3G27240	-0.122489	0.135244	0.707008	8.529799	8.652288	5	5
AT1G71990	0.388965	0.135362	0.707451	6.457774	6.068808	5	5
AT1G01500	-0.203322	0.135548	0.708040	4.465918	4.669240	5	5
AT5G13550	0.142986	0.135563	0.708040	6.159422	6.016436	5	5
AT5G51070	0.169599	0.135691	0.708040	6.324730	6.155131	5	5
AT5G39660	0.249455	0.135733	0.708040	4.217950	3.968495	5	5
AT4G35490	-0.158393	0.135736	0.708040	7.965686	8.124080	5	5
AT4G34120	-0.156100	0.135759	0.708040	8.406344	8.562444	5	5
AT1G50300	0.121663	0.135761	0.708040	4.985943	4.864280	5	5
AT3G03370	-0.192887	0.135774	0.708040	2.192293	2.385180	5	5
AT2G34280	-0.168636	0.135783	0.708040	2.003247	2.171883	5	5
AT4G11090	-0.169954	0.135810	0.708040	4.481432	4.651385	5	5
AT1G71730	-0.190384	0.135836	0.708040	5.861854	6.052238	5	5
AT5G66650	0.932147	0.135940	0.708394	8.127435	7.195288	5	5
AT2G19720	0.184308	0.135970	0.708394	6.148554	5.964246	5	5
AT5G52670	-0.135389	0.136065	0.708718	1.927750	2.063139	5	5
AT2G22860	0.623931	0.136129	0.708880	4.812866	4.188935	5	5
AT1G35410	-0.187737	0.136175	0.708949	1.937452	2.125189	5	5
AT3G51010	-0.143642	0.136397	0.709855	8.005289	8.148931	5	5
AT5G54080	0.107932	0.136449	0.709855	5.879098	5.771165	5	5
AT5G23710	0.219347	0.136468	0.709855	5.268581	5.049234	5	5
AT1G32540	-0.269890	0.136515	0.709855	5.883981	6.153871	5	5
AT5G05450	0.213208	0.136570	0.709855	5.445382	5.232175	5	5
AT5G09990	0.548407	0.136578	0.709855	3.601166	3.052759	5	5
AT5G04410	0.169745	0.136580	0.709855	7.652304	7.482560	5	5
AT1G05810	0.240212	0.136639	0.709986	5.118782	4.878570	5	5
AT1G40390	-0.203777	0.136802	0.710122	2.082414	2.286191	5	5
AT2G47620	0.228155	0.136803	0.710122	3.359508	3.131353	5	5
AT2G25735	0.830760	0.136813	0.710122	6.673283	5.842523	5	5
AT4G34320	-0.243064	0.136834	0.710122	2.193359	2.436423	5	5
AT3G19610	-0.147096	0.136851	0.710122	1.693906	1.841002	5	5
AT5G11360	-0.240300	0.136869	0.710122	2.436468	2.676767	5	5
AT4G18480	-0.220005	0.136956	0.710122	9.044080	9.264085	5	5
AT3G28700	-0.196704	0.137026	0.710122	5.133511	5.330215	5	5
AT1G61010	0.122985	0.137039	0.710122	5.153918	5.030933	5	5
AT1G04150	-0.169033	0.137063	0.710122	2.077487	2.246520	5	5
AT1G06430	0.164377	0.137101	0.710122	5.697939	5.533562	5	5
AT5G04740	-0.149227	0.137115	0.710122	7.134172	7.283399	5	5
AT5G58730	-0.136544	0.137185	0.710122	5.215947	5.352491	5	5
AT1G10030	-0.224258	0.137191	0.710122	6.825500	7.049758	5	5
AT2G30360	0.581557	0.137236	0.710122	5.655074	5.073517	5	5
AT5G24150	-0.415905	0.137280	0.710122	4.405451	4.821356	5	5
AT4G09150	-0.062741	0.137358	0.710122	5.743007	5.805747	5	5
AT5G38460	0.234537	0.137457	0.710122	3.905697	3.671160	5	5
AT1G11320	-0.160876	0.137468	0.710122	3.491290	3.652166	5	5
AT3G21270	-0.169044	0.137479	0.710122	6.000126	6.169170	5	5
AT3G13630	-0.158749	0.137522	0.710122	2.057696	2.216445	5	5
AT3G12760	0.115947	0.137529	0.710122	8.703885	8.587939	5	5
AT5G62790	-0.246157	0.137549	0.710122	7.524854	7.771011	5	5
AT5G47740	0.190015	0.137602	0.710122	2.324365	2.134349	5	5
AT1G62390	0.147801	0.137730	0.710122	6.541811	6.394010	5	5
AT1G62210	-0.190692	0.137766	0.710122	2.098839	2.289531	5	5
AT1G76660	0.242018	0.137781	0.710122	4.803418	4.561400	5	5
AT1G20900	0.337554	0.137789	0.710122	3.238390	2.900836	5	5
AT3G13960	-0.280489	0.137792	0.710122	2.807485	3.087974	5	5
AT1G76640	0.216228	0.137801	0.710122	2.433616	2.217388	5	5
AT1G10720	0.177473	0.137853	0.710122	4.070091	3.892618	5	5
AT4G21870	0.263603	0.137908	0.710122	8.873622	8.610019	5	5
AT4G22150	-0.114741	0.137930	0.710122	7.232591	7.347331	5	5
AT5G10660	-0.127052	0.137946	0.710122	1.731460	1.858512	5	5
AT1G47990	-0.107588	0.137949	0.710122	2.353305	2.460893	5	5
AT3G54580	-0.253303	0.137954	0.710122	2.618212	2.871514	5	5
AT4G07940	0.122781	0.137962	0.710122	2.232093	2.109312	5	5
AT5G59550	0.713115	0.138007	0.710122	9.223018	8.509903	5	5
AT3G10360	0.228465	0.138023	0.710122	4.626730	4.398264	5	5
AT4G37170	0.249790	0.138104	0.710122	2.930291	2.680502	5	5
AT1G65670	-0.149637	0.138149	0.710122	1.810617	1.960254	5	5
AT3G27750	-0.302506	0.138160	0.710122	3.932430	4.234936	5	5
AT1G12530	0.238899	0.138168	0.710122	5.657018	5.418119	5	5
AT1G48910	-0.418099	0.138174	0.710122	2.105021	2.523120	5	5
AT2G05510	-0.190175	0.138223	0.710122	2.862404	3.052579	5	5
AT3G22760	-0.297685	0.138228	0.710122	5.479782	5.777467	5	5
AT1G14240	-0.200185	0.138246	0.710122	2.290377	2.490562	5	5
ATCG00330	-2.515452	0.138249	0.710122	4.240659	6.756111	5	5
AT3G27410	-0.154949	0.138558	0.710674	1.797799	1.952748	5	5
AT5G36160	0.142011	0.138568	0.710674	6.975705	6.833694	5	5
AT3G02790	0.192669	0.138619	0.710674	8.709278	8.516609	5	5
AT5G25640	-0.110618	0.138633	0.710674	2.881826	2.992444	5	5
AT1G76760	-0.302785	0.138633	0.710674	3.954484	4.257269	5	5
AT4G01320	-0.097418	0.138661	0.710674	7.314368	7.411786	5	5
AT5G55710	-0.335910	0.138706	0.710674	6.284276	6.620186	5	5
AT5G65440	0.266532	0.138727	0.710674	5.458902	5.192370	5	5
AT2G42770	-0.249443	0.138736	0.710674	7.022336	7.271779	5	5
ATMG01200	-0.892370	0.138742	0.710674	5.042132	5.934502	5	5
AT2G41445	-0.085779	0.138751	0.710674	2.236302	2.322082	5	5
AT2G01450	0.324167	0.138753	0.710674	8.148190	7.824023	5	5
AT3G47980	-0.322562	0.138865	0.711078	4.401573	4.724135	5	5
AT1G53165	0.192755	0.138916	0.711174	4.528531	4.335776	5	5
AT4G25480	-0.909829	0.139067	0.711447	2.632235	3.542064	5	5
