TAIR	log2FC_FLT_vs_GC	pvalue	padj	mean_FLT	mean_GC	n_FLT	n_GC
AT1G80440	1.259241	0.000933	0.561558	7.580159	6.320918	5	5
AT3G08840	0.530507	0.000951	0.561558	3.115455	2.584947	5	5
AT3G15500	1.664144	0.000961	0.561558	5.077457	3.413312	5	5
AT2G44990	-0.336698	0.000968	0.561558	2.236055	2.572753	5	5
AT5G49450	1.253497	0.000975	0.561558	8.362901	7.109404	5	5
AT2G28550	-0.617721	0.000999	0.561558	5.382323	6.000044	5	5
AT5G62920	-1.130396	0.001051	0.561558	3.018420	4.148817	5	5
AT2G31945	1.791596	0.001055	0.561558	5.522633	3.731037	5	5
AT1G06400	0.271493	0.001070	0.561558	7.292214	7.020721	5	5
AT5G18410	-0.200617	0.001121	0.569802	5.877659	6.078276	5	5
AT5G61440	0.897387	0.001139	0.569802	7.305781	6.408394	5	5
AT1G20980	0.305474	0.001186	0.574202	7.554763	7.249289	5	5
AT1G32127	0.632844	0.001227	0.574202	5.375065	4.742221	5	5
AT2G01820	-0.257496	0.001275	0.574202	7.448641	7.706137	5	5
AT2G31100	-0.284253	0.001305	0.574202	2.044373	2.328626	5	5
AT1G02730	-0.330718	0.001308	0.574202	6.473379	6.804097	5	5
AT3G02170	0.663694	0.001318	0.574202	7.140042	6.476348	5	5
AT4G11840	0.365485	0.001355	0.574202	3.782106	3.416621	5	5
AT1G02050	0.296095	0.001361	0.574202	2.978704	2.682609	5	5
AT1G11970	-0.233629	0.001486	0.584140	1.764913	1.998542	5	5
AT1G55930	-0.347275	0.001489	0.584140	4.442148	4.789423	5	5
AT5G01080	-0.247424	0.001506	0.584140	1.977513	2.224937	5	5
AT1G63710	-0.511658	0.001514	0.584140	2.448329	2.959987	5	5
AT1G78750	0.439855	0.001520	0.584140	3.085309	2.645453	5	5
AT5G62165	0.293474	0.001556	0.587539	2.687160	2.393686	5	5
AT5G64840	0.216411	0.001590	0.589715	7.546451	7.330040	5	5
AT2G02220	0.585433	0.001664	0.597908	3.987914	3.402481	5	5
AT3G22250	-0.295399	0.001669	0.597908	2.347925	2.643324	5	5
AT4G02075	0.640523	0.001785	0.597908	4.551824	3.911301	5	5
AT4G19580	-0.222262	0.001793	0.597908	2.068644	2.290906	5	5
AT2G25200	1.129638	0.001862	0.597908	5.915527	4.785889	5	5
AT4G14800	-0.209989	0.001883	0.597908	8.417263	8.627253	5	5
AT2G36790	1.519155	0.001913	0.597908	4.904681	3.385526	5	5
AT5G59480	-0.251748	0.002013	0.597908	6.779277	7.031025	5	5
AT1G51550	0.540750	0.002037	0.597908	4.502561	3.961811	5	5
AT4G09460	0.816911	0.002071	0.597908	7.343389	6.526478	5	5
AT5G03840	0.570078	0.002091	0.597908	3.674261	3.104183	5	5
AT5G54170	0.755979	0.002181	0.597908	8.093232	7.337252	5	5
AT1G13260	1.133680	0.002187	0.597908	7.803432	6.669752	5	5
AT5G05710	0.378324	0.002199	0.597908	5.971733	5.593409	5	5
AT1G29600	-0.196209	0.002204	0.597908	1.790134	1.986343	5	5
AT1G54260	-0.549802	0.002213	0.597908	2.523106	3.072908	5	5
AT1G20735	-0.271916	0.002228	0.597908	2.176236	2.448152	5	5
AT3G22235	-0.957251	0.002238	0.597908	9.579799	10.537050	5	5
AT1G70420	1.521859	0.002309	0.597908	4.767944	3.246085	5	5
AT4G35900	0.338121	0.002366	0.597908	2.426605	2.088484	5	5
AT5G45670	-0.235367	0.002392	0.597908	6.721261	6.956628	5	5
AT4G04960	0.427341	0.002394	0.597908	4.341715	3.914374	5	5
AT3G44450	-0.665607	0.002398	0.597908	6.112633	6.778240	5	5
AT3G60800	-0.270481	0.002412	0.597908	5.902999	6.173481	5	5
AT1G26270	0.665121	0.002417	0.597908	6.716389	6.051268	5	5
AT2G34610	-0.165834	0.002444	0.597908	2.175414	2.341248	5	5
AT2G22650	0.400787	0.002451	0.597908	5.343165	4.942378	5	5
AT4G05630	-0.204313	0.002452	0.597908	1.627647	1.831960	5	5
AT4G08760	-0.246829	0.002525	0.597908	1.778710	2.025540	5	5
AT5G25340	-0.401062	0.002571	0.597908	2.521968	2.923030	5	5
AT3G26640	0.188548	0.002646	0.597908	5.863279	5.674730	5	5
AT5G62030	0.178866	0.002712	0.597908	2.862602	2.683736	5	5
AT5G60680	0.656652	0.002739	0.597908	8.094331	7.437680	5	5
AT3G48780	0.278089	0.002788	0.597908	4.825870	4.547781	5	5
AT1G27900	0.195334	0.002883	0.597908	5.665996	5.470662	5	5
AT2G36670	0.400442	0.002930	0.597908	4.401094	4.000651	5	5
AT1G69490	1.298820	0.002933	0.597908	5.781275	4.482455	5	5
AT5G57550	0.469154	0.002935	0.597908	2.875221	2.406068	5	5
AT3G58600	0.334322	0.002966	0.597908	6.382685	6.048363	5	5
AT2G27040	-0.321436	0.003006	0.597908	7.144951	7.466387	5	5
AT1G16470	-0.325651	0.003018	0.597908	8.498868	8.824519	5	5
AT4G18610	-0.536368	0.003033	0.597908	3.633861	4.170230	5	5
AT2G23150	-0.340908	0.003050	0.597908	5.511616	5.852523	5	5
AT1G70290	1.078028	0.003058	0.597908	7.559128	6.481101	5	5
AT5G50110	0.206522	0.003065	0.597908	5.799205	5.592684	5	5
AT3G01660	-0.688639	0.003077	0.597908	4.122614	4.811253	5	5
AT1G36370	0.430186	0.003084	0.597908	7.559216	7.129030	5	5
AT1G59920	-0.436609	0.003095	0.597908	2.230705	2.667314	5	5
AT1G36070	0.419050	0.003141	0.597908	4.790176	4.371126	5	5
AT1G50080	-0.227183	0.003165	0.597908	1.807494	2.034676	5	5
AT4G11100	0.167686	0.003211	0.597908	6.275945	6.108259	5	5
AT5G01860	-0.183379	0.003254	0.597908	2.304302	2.487681	5	5
AT3G62650	0.272567	0.003286	0.597908	8.000831	7.728264	5	5
AT5G36805	-0.193475	0.003292	0.597908	1.821145	2.014619	5	5
AT1G15800	0.348044	0.003298	0.597908	4.077299	3.729255	5	5
AT5G59080	1.098212	0.003318	0.597908	6.140196	5.041984	5	5
AT5G50870	-0.186477	0.003322	0.597908	7.541477	7.727954	5	5
AT2G39580	0.345092	0.003365	0.597908	4.849677	4.504586	5	5
AT1G13140	-0.313781	0.003383	0.597908	2.165045	2.478826	5	5
AT4G13660	0.742045	0.003410	0.597908	3.778199	3.036155	5	5
AT4G05070	0.484375	0.003422	0.597908	8.787175	8.302800	5	5
AT1G08610	0.431002	0.003494	0.597908	3.919964	3.488962	5	5
AT2G24300	0.394855	0.003500	0.597908	2.711795	2.316940	5	5
AT4G13670	0.224755	0.003515	0.597908	7.417398	7.192643	5	5
AT5G18100	0.254629	0.003526	0.597908	7.744238	7.489609	5	5
AT3G12500	1.383960	0.003545	0.597908	6.040855	4.656896	5	5
AT3G42660	-0.373015	0.003577	0.597908	5.307000	5.680015	5	5
AT2G20670	1.580273	0.003592	0.597908	7.070568	5.490295	5	5
AT5G02770	0.206139	0.003612	0.597908	4.856491	4.650353	5	5
AT1G22200	-0.120049	0.003628	0.597908	7.486294	7.606343	5	5
AT5G24890	0.657422	0.003655	0.597908	7.484502	6.827080	5	5
AT5G18650	0.341075	0.003658	0.597908	7.965645	7.624570	5	5
AT1G08270	-0.249893	0.003746	0.597908	2.066611	2.316504	5	5
AT4G12650	-0.204233	0.003747	0.597908	8.056516	8.260749	5	5
AT1G78450	0.702840	0.003749	0.597908	5.571087	4.868247	5	5
AT3G01810	-0.238713	0.003784	0.597908	5.888754	6.127467	5	5
AT1G79750	0.233787	0.003833	0.597908	7.088687	6.854900	5	5
AT3G60840	-0.556200	0.003871	0.597908	3.738242	4.294442	5	5
AT3G52340	0.390594	0.003876	0.597908	4.485332	4.094738	5	5
AT5G25550	-0.384081	0.003955	0.597908	1.940140	2.324221	5	5
AT2G22260	0.409628	0.003971	0.597908	3.888790	3.479162	5	5
AT5G18140	0.342214	0.004030	0.597908	6.946725	6.604511	5	5
AT4G17990	-0.189157	0.004038	0.597908	1.914692	2.103849	5	5
AT1G25560	1.243275	0.004042	0.597908	8.211507	6.968233	5	5
AT3G07150	0.247859	0.004080	0.597908	2.549148	2.301289	5	5
AT3G25530	-0.249847	0.004109	0.597908	7.977144	8.226991	5	5
AT1G68440	0.342790	0.004136	0.597908	6.271263	5.928473	5	5
AT1G28260	0.590820	0.004136	0.597908	4.537911	3.947092	5	5
AT2G24540	-0.464858	0.004143	0.597908	4.774253	5.239111	5	5
AT1G55850	0.606886	0.004154	0.597908	7.642423	7.035537	5	5
AT4G10440	-0.341376	0.004222	0.597908	2.072571	2.413947	5	5
AT4G39170	-0.288025	0.004246	0.597908	6.398862	6.686887	5	5
AT1G25550	0.478326	0.004263	0.597908	7.795666	7.317340	5	5
AT5G46410	0.491704	0.004266	0.597908	4.762984	4.271280	5	5
AT3G62920	0.314265	0.004278	0.597908	5.477069	5.162804	5	5
AT3G62680	-0.221147	0.004284	0.597908	2.251282	2.472429	5	5
AT1G78210	-0.350066	0.004307	0.597908	6.001710	6.351776	5	5
AT1G63660	-0.249884	0.004391	0.601787	6.808806	7.058690	5	5
AT5G55260	-0.330015	0.004391	0.601787	5.021372	5.351387	5	5
AT3G16770	0.635806	0.004452	0.604141	10.857546	10.221740	5	5
AT3G04720	0.717945	0.004510	0.604141	10.979662	10.261717	5	5
AT5G62020	0.763283	0.004510	0.604141	7.381138	6.617855	5	5
AT3G46600	0.706009	0.004547	0.604141	7.017814	6.311804	5	5
AT1G61110	-0.388265	0.004554	0.604141	2.472245	2.860510	5	5
AT1G49800	-0.281728	0.004577	0.604141	1.979767	2.261495	5	5
AT5G10900	-0.340089	0.004674	0.604141	2.542325	2.882414	5	5
AT5G47420	-0.113786	0.004694	0.604141	5.627241	5.741027	5	5
AT5G22850	0.260851	0.004705	0.604141	6.194801	5.933950	5	5
AT1G53000	-0.297571	0.004719	0.604141	6.269570	6.567142	5	5
AT5G16270	-0.241304	0.004744	0.604141	5.438915	5.680219	5	5
AT4G23720	-0.552292	0.004745	0.604141	3.895972	4.448264	5	5
AT4G17350	-0.367905	0.004811	0.608958	3.832869	4.200774	5	5
AT5G49470	0.142871	0.004846	0.609761	3.153615	3.010744	5	5
AT5G41080	1.263795	0.004892	0.611498	4.654152	3.390356	5	5
AT3G19590	-0.414786	0.004917	0.611498	6.655076	7.069863	5	5
AT3G11750	0.504444	0.004960	0.611558	5.246667	4.742223	5	5
AT2G28410	-0.348852	0.004974	0.611558	6.699886	7.048738	5	5
AT2G02250	-0.248299	0.005036	0.611558	1.974349	2.222648	5	5
AT1G63550	-0.179136	0.005047	0.611558	2.174428	2.353565	5	5
AT1G31320	-0.469396	0.005072	0.611558	4.145689	4.615085	5	5
AT5G07100	0.814184	0.005145	0.611558	3.221979	2.407795	5	5
AT1G72900	1.152854	0.005152	0.611558	8.046719	6.893865	5	5
AT4G11120	-0.346678	0.005166	0.611558	5.272937	5.619616	5	5
AT5G07380	0.214710	0.005173	0.611558	2.302675	2.087966	5	5
AT5G24010	-0.354124	0.005302	0.619946	4.033940	4.388064	5	5
AT1G75950	-0.161235	0.005304	0.619946	9.621162	9.782397	5	5
AT5G42460	0.371897	0.005360	0.619946	4.727989	4.356092	5	5
AT3G07350	1.078972	0.005391	0.619946	6.955715	5.876742	5	5
AT3G10080	-0.429593	0.005391	0.619946	7.762486	8.192080	5	5
AT1G60980	-0.196874	0.005424	0.619946	1.962105	2.158979	5	5
AT5G15860	0.296269	0.005445	0.619946	4.561513	4.265244	5	5
AT4G13180	0.533656	0.005479	0.620485	5.531537	4.997881	5	5
AT2G18910	-0.273938	0.005509	0.620568	6.106819	6.380757	5	5
AT1G22640	0.649345	0.005565	0.623609	4.643259	3.993914	5	5
AT3G62420	0.456998	0.005622	0.626665	8.704087	8.247089	5	5
AT4G35000	-0.160846	0.005674	0.626665	8.584846	8.745692	5	5
AT2G18710	0.299608	0.005738	0.626665	7.948538	7.648930	5	5
AT5G40980	0.453927	0.005758	0.626665	5.555996	5.102068	5	5
AT3G59940	1.070102	0.005759	0.626665	7.642247	6.572145	5	5
AT3G47500	-0.884278	0.005767	0.626665	4.965875	5.850154	5	5
AT2G29605	-0.330447	0.005860	0.629855	1.689424	2.019871	5	5
AT4G37940	-0.273497	0.005945	0.629855	1.937715	2.211212	5	5
AT3G20780	0.197692	0.006001	0.629855	2.905927	2.708235	5	5
AT1G63840	0.783359	0.006036	0.629855	8.581731	7.798371	5	5
AT4G30140	-0.979320	0.006041	0.629855	6.373325	7.352645	5	5
AT3G07870	0.631492	0.006057	0.629855	5.367276	4.735784	5	5
AT4G08300	-1.099756	0.006088	0.629855	3.226823	4.326579	5	5
AT3G19230	-0.446524	0.006131	0.629855	2.439836	2.886360	5	5
AT2G44130	1.058576	0.006168	0.629855	7.049022	5.990446	5	5
AT5G05780	-0.332939	0.006182	0.629855	7.235413	7.568352	5	5
AT5G54890	-0.180105	0.006212	0.629855	3.902093	4.082198	5	5
AT4G34870	-0.206899	0.006236	0.629855	10.272653	10.479551	5	5
AT5G10720	-0.095623	0.006251	0.629855	1.831006	1.926629	5	5
AT1G12830	0.541244	0.006280	0.629855	5.613891	5.072647	5	5
AT4G00355	-0.275382	0.006285	0.629855	6.513048	6.788430	5	5
AT1G36640	-0.197937	0.006290	0.629855	2.067381	2.265318	5	5
AT5G45060	0.250670	0.006294	0.629855	4.410032	4.159362	5	5
AT1G78270	0.741128	0.006427	0.631781	5.078052	4.336925	5	5
AT4G38620	1.142081	0.006455	0.631781	5.514421	4.372340	5	5
AT1G74840	0.494091	0.006458	0.631781	7.586012	7.091921	5	5
AT2G04795	0.319499	0.006458	0.631781	7.312113	6.992614	5	5
AT3G49070	-0.377296	0.006460	0.631781	2.414900	2.792196	5	5
AT2G41510	-0.397226	0.006535	0.634562	2.302033	2.699259	5	5
AT2G16940	0.394963	0.006596	0.634562	6.284455	5.889492	5	5
AT3G12280	-0.178948	0.006626	0.634562	6.169362	6.348310	5	5
AT2G41720	0.256382	0.006639	0.634562	6.571825	6.315443	5	5
AT4G26880	-0.155389	0.006646	0.634562	1.677488	1.832877	5	5
AT5G19480	0.424108	0.006665	0.634562	6.163393	5.739285	5	5
AT3G49670	-0.499040	0.006787	0.640930	6.389315	6.888355	5	5
AT1G73830	0.900038	0.006859	0.640930	7.738000	6.837962	5	5
AT1G12290	0.306960	0.007054	0.640930	2.352296	2.045336	5	5
AT2G27830	1.095270	0.007080	0.640930	8.779054	7.683784	5	5
AT3G19540	0.342488	0.007080	0.640930	6.353552	6.011064	5	5
AT5G57200	-0.258152	0.007102	0.640930	1.896288	2.154441	5	5
AT5G51850	-0.526590	0.007177	0.640930	2.650493	3.177083	5	5
AT3G50010	-0.267919	0.007200	0.640930	1.801390	2.069309	5	5
AT4G28250	-0.853556	0.007281	0.640930	6.119741	6.973298	5	5
AT2G23950	0.167591	0.007293	0.640930	4.839891	4.672300	5	5
AT4G32970	0.462712	0.007309	0.640930	3.440479	2.977767	5	5
AT5G05920	-0.260008	0.007368	0.640930	4.062678	4.322686	5	5
AT2G39110	0.469937	0.007373	0.640930	3.646705	3.176768	5	5
AT1G23320	-0.198182	0.007398	0.640930	1.945822	2.144004	5	5
AT1G79410	-0.319810	0.007426	0.640930	3.034354	3.354164	5	5
AT1G17180	-0.215491	0.007455	0.640930	1.902916	2.118407	5	5
AT4G05530	-0.240765	0.007474	0.640930	7.404134	7.644899	5	5
AT4G21410	1.062289	0.007527	0.640930	6.106609	5.044321	5	5
AT2G30470	0.322176	0.007602	0.640930	3.136731	2.814555	5	5
AT3G02710	-0.284710	0.007616	0.640930	3.312546	3.597255	5	5
AT3G26220	1.074117	0.007636	0.640930	3.475446	2.401328	5	5
AT2G20190	-0.378943	0.007643	0.640930	2.635412	3.014354	5	5
AT4G02440	0.322216	0.007648	0.640930	6.269406	5.947191	5	5
AT1G01770	0.680448	0.007686	0.640930	4.258255	3.577807	5	5
AT5G48930	-0.204812	0.007726	0.640930	7.793829	7.998641	5	5
AT4G33160	0.487990	0.007735	0.640930	4.320700	3.832710	5	5
AT5G08580	-0.376814	0.007759	0.640930	5.382165	5.758979	5	5
AT3G57090	-0.199895	0.007794	0.640930	7.446056	7.645951	5	5
AT3G50310	0.327894	0.007827	0.640930	2.441132	2.113238	5	5
AT3G11250	-0.424707	0.007831	0.640930	6.690417	7.115124	5	5
AT4G11360	0.764655	0.007903	0.640930	7.775371	7.010716	5	5
AT4G15380	-0.236128	0.007919	0.640930	1.817154	2.053281	5	5
AT3G11470	0.378380	0.007934	0.640930	2.546440	2.168060	5	5
AT3G53250	0.923420	0.007940	0.640930	3.234545	2.311125	5	5
AT5G28820	-0.181168	0.007962	0.640930	1.921829	2.102998	5	5
AT5G14730	1.483165	0.008003	0.640930	6.533314	5.050149	5	5
AT4G23870	0.620557	0.008020	0.640930	5.036850	4.416293	5	5
AT2G35960	-0.480780	0.008104	0.640930	6.157016	6.637796	5	5
AT5G20250	1.056891	0.008111	0.640930	9.292992	8.236101	5	5
AT2G43360	-0.235329	0.008118	0.640930	7.001930	7.237260	5	5
AT4G19160	0.359576	0.008126	0.640930	6.593612	6.234036	5	5
AT5G28590	-0.249288	0.008126	0.640930	3.132215	3.381503	5	5
AT3G10020	0.818467	0.008154	0.640930	8.525220	7.706752	5	5
AT5G54530	-0.335968	0.008215	0.640930	5.932974	6.268941	5	5
AT1G28440	-0.366773	0.008226	0.640930	5.865909	6.232681	5	5
AT1G78440	-0.208221	0.008256	0.640930	2.107923	2.316143	5	5
AT4G29220	-0.150039	0.008274	0.640930	7.280114	7.430153	5	5
AT5G30490	0.206023	0.008275	0.640930	3.989369	3.783346	5	5
AT1G54740	0.621270	0.008361	0.640930	5.625284	5.004014	5	5
AT1G25400	1.354164	0.008361	0.640930	7.315879	5.961715	5	5
AT2G14700	-0.321035	0.008385	0.640930	1.947476	2.268511	5	5
AT2G17880	0.873179	0.008412	0.640930	5.565144	4.691965	5	5
AT3G60300	0.293081	0.008507	0.640930	7.854979	7.561898	5	5
AT5G65000	-0.200876	0.008601	0.640930	7.710947	7.911823	5	5
AT4G17620	0.419162	0.008637	0.640930	6.812488	6.393326	5	5
AT1G33470	-0.239392	0.008685	0.640930	2.531282	2.770675	5	5
AT5G67500	-0.158348	0.008719	0.640930	7.909061	8.067408	5	5
AT3G52970	-0.388551	0.008754	0.640930	2.112940	2.501491	5	5
AT5G49720	0.170110	0.008767	0.640930	9.285603	9.115493	5	5
AT5G19950	0.292704	0.008858	0.640930	3.162600	2.869896	5	5
AT5G64920	0.204564	0.008895	0.640930	6.336664	6.132100	5	5
AT5G09760	-0.274596	0.008903	0.640930	6.548846	6.823442	5	5
AT1G67550	0.360449	0.008914	0.640930	3.828372	3.467922	5	5
AT5G39220	-0.442859	0.008916	0.640930	3.268875	3.711734	5	5
AT1G04260	-0.390373	0.008926	0.640930	5.494120	5.884493	5	5
AT5G36770	-0.206353	0.008942	0.640930	2.022618	2.228971	5	5
AT2G20540	-0.278266	0.008948	0.640930	2.109259	2.387525	5	5
AT5G43130	0.127871	0.008964	0.640930	7.045113	6.917242	5	5
AT5G61820	0.554154	0.008983	0.640930	6.944819	6.390665	5	5
AT1G18370	-0.381514	0.009026	0.640930	5.245466	5.626980	5	5
AT5G51970	0.272376	0.009038	0.640930	8.907256	8.634880	5	5
AT1G16900	-0.339259	0.009054	0.640930	4.521576	4.860835	5	5
AT2G05580	-0.264338	0.009091	0.640930	3.043926	3.308263	5	5
AT1G43910	0.492236	0.009101	0.640930	6.807619	6.315383	5	5
AT5G43340	-0.317067	0.009131	0.640930	1.940414	2.257481	5	5
AT5G43520	-0.255542	0.009143	0.640930	2.007756	2.263298	5	5
AT5G23440	-0.297991	0.009207	0.640930	6.556903	6.854894	5	5
AT5G43370	0.149201	0.009296	0.640930	3.017405	2.868204	5	5
AT3G07160	-0.206763	0.009380	0.640930	6.832049	7.038812	5	5
AT3G22540	-0.243629	0.009382	0.640930	4.249204	4.492833	5	5
AT4G28290	0.717866	0.009415	0.640930	6.185879	5.468013	5	5
AT5G60070	-0.148353	0.009453	0.640930	1.968076	2.116429	5	5
AT5G62420	-0.250461	0.009496	0.640930	2.090702	2.341162	5	5
AT3G60060	-0.346563	0.009535	0.640930	2.037160	2.383723	5	5
AT4G08140	-0.433132	0.009557	0.640930	1.809934	2.243066	5	5
AT2G26490	-0.206416	0.009574	0.640930	1.936688	2.143104	5	5
AT3G24050	-0.209489	0.009587	0.640930	6.491477	6.700967	5	5
AT3G21080	0.807071	0.009597	0.640930	4.611295	3.804223	5	5
AT3G52930	-0.246588	0.009609	0.640930	10.195806	10.442395	5	5
AT2G46230	-0.199616	0.009726	0.640930	8.844485	9.044102	5	5
AT1G01070	-0.506274	0.009770	0.640930	5.410856	5.917130	5	5
AT2G20790	0.255652	0.009793	0.640930	6.191034	5.935383	5	5
AT1G08730	-0.339836	0.009799	0.640930	2.382919	2.722755	5	5
AT3G04120	-0.200184	0.009864	0.640930	9.921306	10.121490	5	5
AT1G15180	0.924863	0.009889	0.640930	4.407513	3.482651	5	5
AT3G61630	0.746349	0.009897	0.640930	4.408669	3.662320	5	5
AT5G50300	-0.222114	0.009923	0.640930	2.100689	2.322803	5	5
AT2G27940	-0.278719	0.010032	0.640930	1.800541	2.079260	5	5
AT1G58030	0.286636	0.010083	0.640930	7.118069	6.831433	5	5
AT2G19650	-0.618520	0.010109	0.640930	3.849426	4.467946	5	5
AT1G12820	0.492979	0.010121	0.640930	6.600708	6.107729	5	5
AT4G26200	1.233234	0.010135	0.640930	5.078331	3.845097	5	5
AT2G33010	-0.223525	0.010164	0.640930	1.823710	2.047235	5	5
AT3G07750	0.244160	0.010216	0.640930	5.181656	4.937496	5	5
AT3G02740	0.249599	0.010278	0.640930	6.996648	6.747049	5	5
AT1G51740	0.365483	0.010294	0.640930	4.518751	4.153269	5	5
AT4G31300	-0.259139	0.010298	0.640930	9.046979	9.306118	5	5
AT3G57290	-0.193756	0.010325	0.640930	8.592550	8.786306	5	5
AT4G16630	0.313438	0.010341	0.640930	2.935465	2.622026	5	5
AT4G28320	-0.363235	0.010416	0.640930	2.932658	3.295893	5	5
AT5G02270	-0.403598	0.010446	0.640930	5.158275	5.561873	5	5
AT4G34770	0.634113	0.010449	0.640930	7.745599	7.111486	5	5
AT1G26460	-0.220177	0.010465	0.640930	5.922243	6.142420	5	5
AT3G62860	0.590338	0.010539	0.640930	6.272025	5.681687	5	5
AT3G57800	0.213868	0.010617	0.640930	5.227522	5.013655	5	5
AT1G64610	0.587889	0.010698	0.640930	4.689074	4.101186	5	5
AT5G50900	0.220289	0.010700	0.640930	6.219632	5.999344	5	5
AT1G04680	-0.310328	0.010701	0.640930	7.735747	8.046075	5	5
AT3G02390	0.352008	0.010702	0.640930	2.194780	1.842772	5	5
AT1G04340	-0.260030	0.010719	0.640930	7.447338	7.707368	5	5
AT1G67520	0.313611	0.010748	0.640930	2.480532	2.166920	5	5
AT1G28300	-0.436446	0.010778	0.640930	1.759715	2.196160	5	5
AT3G60310	0.199523	0.010859	0.640930	3.110243	2.910719	5	5
AT5G60260	-0.193966	0.010863	0.640930	2.601235	2.795200	5	5
AT3G57480	0.265632	0.010931	0.640930	4.906011	4.640379	5	5
AT1G47260	-0.153145	0.010952	0.640930	8.776274	8.929419	5	5
AT4G11660	0.389252	0.010965	0.640930	2.969403	2.580151	5	5
AT1G68360	-0.386109	0.011006	0.640930	3.793025	4.179134	5	5
AT3G12490	-0.178783	0.011044	0.640930	9.371835	9.550618	5	5
AT1G11720	0.331597	0.011091	0.640930	4.375829	4.044232	5	5
AT5G07030	-0.378369	0.011097	0.640930	7.873548	8.251918	5	5
AT2G41020	0.232840	0.011112	0.640930	3.484609	3.251770	5	5
AT3G16330	-0.520072	0.011145	0.640930	3.590329	4.110402	5	5
AT1G47900	-0.320695	0.011153	0.640930	5.808583	6.129278	5	5
AT4G10925	0.375368	0.011250	0.640930	6.671844	6.296476	5	5
AT5G37590	-0.247070	0.011273	0.640930	2.736625	2.983694	5	5
AT1G21450	0.484313	0.011278	0.640930	4.734364	4.250051	5	5
AT3G09430	-0.135241	0.011357	0.640930	2.297487	2.432728	5	5
AT4G10910	0.852978	0.011369	0.640930	3.884794	3.031816	5	5
AT3G61060	0.739551	0.011413	0.640930	6.102304	5.362753	5	5
AT4G05450	-0.262252	0.011448	0.640930	5.871466	6.133717	5	5
AT1G23390	1.088663	0.011450	0.640930	6.797767	5.709104	5	5
AT1G36310	-0.204346	0.011585	0.640930	6.463249	6.667595	5	5
AT3G45210	-0.507091	0.011589	0.640930	4.777839	5.284930	5	5
AT5G58650	0.548618	0.011601	0.640930	6.569933	6.021315	5	5
AT1G28110	-0.391244	0.011604	0.640930	7.591328	7.982571	5	5
AT3G43430	0.842731	0.011643	0.640930	6.464993	5.622262	5	5
AT3G58580	-0.229080	0.011673	0.640930	5.431869	5.660950	5	5
AT2G44080	1.192924	0.011725	0.640930	9.325549	8.132625	5	5
AT1G08040	-0.318095	0.011775	0.640930	6.103228	6.421323	5	5
AT1G14700	-0.225935	0.011808	0.640930	6.706820	6.932756	5	5
AT2G01610	-0.655707	0.011826	0.640930	4.882626	5.538333	5	5
AT3G10550	0.308699	0.011831	0.640930	3.779066	3.470367	5	5
AT2G38020	0.278770	0.011963	0.640930	5.836219	5.557449	5	5
