TAIR	log2FC_FLT_vs_GC	pvalue	padj	mean_FLT	mean_GC	n_FLT	n_GC
AT4G21710	0.277510	0.007179	0.449649	7.258398	6.980887	5	5
AT1G77640	1.414854	0.007209	0.449649	6.033404	4.618550	5	5
AT3G23250	2.547392	0.007215	0.449649	7.663201	5.115809	5	5
AT5G62260	-0.552452	0.007232	0.449649	3.776697	4.329149	5	5
AT5G57340	0.491071	0.007260	0.449649	5.334160	4.843089	5	5
AT3G45970	1.066120	0.007301	0.449649	8.197251	7.131130	5	5
AT5G49060	-0.378871	0.007323	0.449649	3.578450	3.957321	5	5
AT5G62620	0.427224	0.007328	0.449649	5.772417	5.345193	5	5
AT5G56260	-0.387426	0.007331	0.449649	4.811017	5.198442	5	5
AT4G13235	-0.502186	0.007393	0.449649	7.674480	8.176666	5	5
AT3G24500	0.540432	0.007394	0.449649	8.047602	7.507170	5	5
AT1G72360	-0.659107	0.007406	0.449649	7.219074	7.878180	5	5
AT1G59590	0.923743	0.007419	0.449649	6.259247	5.335504	5	5
AT1G50590	0.635841	0.007449	0.449649	5.412138	4.776297	5	5
AT3G50660	-0.447444	0.007453	0.449649	7.467232	7.914676	5	5
AT5G06240	-0.452714	0.007466	0.449649	5.604199	6.056913	5	5
AT1G27595	-0.429478	0.007481	0.449649	3.443694	3.873172	5	5
AT2G34960	-0.178801	0.007513	0.450059	2.567207	2.746008	5	5
AT1G80000	0.394690	0.007530	0.450059	4.388378	3.993688	5	5
AT2G40270	0.894639	0.007594	0.452604	6.440797	5.546158	5	5
AT4G18880	1.026199	0.007641	0.454159	6.806696	5.780497	5	5
AT5G50930	-0.232548	0.007695	0.455115	4.798402	5.030950	5	5
AT5G18360	-0.290959	0.007699	0.455115	2.525334	2.816293	5	5
AT5G02390	-0.433492	0.007746	0.456182	2.102388	2.535880	5	5
AT2G45080	0.754276	0.007775	0.456182	4.266897	3.512621	5	5
AT1G25560	0.597408	0.007781	0.456182	6.129713	5.532305	5	5
AT5G41740	0.650955	0.007858	0.459409	2.813153	2.162198	5	5
AT2G14110	-0.338319	0.007884	0.459409	4.096767	4.435086	5	5
AT1G11250	-0.227738	0.007937	0.459409	2.395505	2.623243	5	5
AT3G45960	1.602868	0.007938	0.459409	8.510294	6.907427	5	5
AT1G29195	-0.743837	0.007943	0.459409	4.115996	4.859833	5	5
AT2G40900	-0.554138	0.007998	0.461190	6.930646	7.484784	5	5
AT4G04210	-0.160420	0.008027	0.461190	7.285703	7.446123	5	5
AT2G34320	-0.211284	0.008047	0.461190	2.053830	2.265114	5	5
AT3G20590	0.838527	0.008076	0.461190	4.410880	3.572353	5	5
AT1G03900	-0.191070	0.008108	0.461190	8.824467	9.015538	5	5
AT3G62720	1.500812	0.008115	0.461190	8.226426	6.725614	5	5
AT4G27780	-0.360583	0.008150	0.461190	5.434349	5.794933	5	5
AT1G22600	0.237328	0.008154	0.461190	2.309229	2.071901	5	5
AT4G04460	-0.415644	0.008173	0.461190	4.400437	4.816081	5	5
AT4G38520	0.203208	0.008188	0.461190	7.350333	7.147124	5	5
