#geneID	FLT_vs_GC
AT1G05830	0.161518
AT1G05835	-0.120495
AT1G05837	0.476282
AT1G05840	0.149981
AT1G05850	-0.591244
AT1G05853	-0.162476
AT1G05860	0.498632
AT1G05870	-0.297837
AT1G05890	0.266209
AT1G05894	-0.251656
AT1G05900	-0.438561
AT1G05910	-0.247577
AT1G05913	0.971667
AT1G05920	-0.401109
AT1G05927	-0.002028
AT1G05937	0.461671
AT1G05940	-0.123033
AT1G05950	0.024383
AT1G05960	-0.036926
AT1G05970	0.648797
AT1G06000	-1.144815
AT1G06002	-0.265021
AT1G06010	-0.006567
AT1G06020	-0.396183
AT1G06033	0.677828
AT1G06040	-0.511535
AT1G06050	0.432683
AT1G06060	-0.275472
AT1G06070	0.236884
AT1G06080	-0.027394
AT1G06090	4.014262
AT1G06110	0.154826
AT1G06130	-0.016510
AT1G06140	0.541928
AT1G06143	0.240752
AT1G06148	0.542380
AT1G06150	0.014102
AT1G06160	0.999867
AT1G06177	1.991470
AT1G06180	-0.689773
AT1G06190	-0.034563
AT1G06200	-0.139795
AT1G06210	-0.421347
AT1G06220	-0.119449
AT1G06230	0.048465
AT1G06240	-0.043734
AT1G06250	0.630164
AT1G06265	0.576712
AT1G06270	0.197761
AT1G06290	0.137145
AT1G06350	0.306230
AT1G06360	0.713966
AT1G06380	-0.135822
AT1G06390	0.198558
AT1G06400	0.464847
AT1G06410	0.367006
AT1G06420	1.073351
AT1G06423	0.433631
AT1G06430	-0.208818
AT1G06440	0.527239
AT1G06450	0.388044
AT1G06457	1.341210
AT1G06460	-0.360036
AT1G06463	1.309350
AT1G06467	0.864014
AT1G06470	0.119138
AT1G06473	0.416602
AT1G06475	2.345149
AT1G06490	0.258476
AT1G06500	-0.099114
AT1G06510	-0.222796
AT1G06515	0.037708
AT1G06520	0.968817
AT1G06530	-0.092225
AT1G06540	1.007759
AT1G06550	-0.070058
AT1G06553	0.463447
AT1G06560	0.258177
AT1G06570	0.284920
AT1G06573	0.182477
AT1G06580	0.771177
AT1G06590	0.121489
AT1G06620	0.193761
AT1G06630	0.303951
AT1G06640	0.070543
AT1G06645	0.399591
AT1G06650	-0.075211
AT1G06660	0.699080
AT1G06670	-0.096039
AT1G06680	-0.239075
AT1G06690	-0.337473
AT1G06700	0.293752
AT1G06710	0.073529
AT1G06720	-0.012436
AT1G06730	0.053315
AT1G06740	0.232239
AT1G06750	1.442584
AT1G06760	-0.671472
AT1G06770	0.161508
AT1G06780	-0.069561
AT1G06787	0.214869
AT1G06790	0.272108
AT1G06800	-0.306350
AT1G06820	-0.110219
AT1G06830	0.479447
AT1G06840	0.007167
AT1G06850	0.304314
AT1G06870	0.196193
AT1G06890	-0.056994
AT1G06900	0.114839
AT1G06910	0.080149
AT1G06950	0.054084
AT1G06960	0.055849
AT1G06970	0.261819
AT1G06980	0.149746
AT1G07000	0.273831
AT1G07010	-0.493723
AT1G07020	0.350961
AT1G07030	0.049454
AT1G07040	-0.001319
AT1G07050	-0.203406
AT1G07070	0.106804
AT1G07080	-0.441563
AT1G07090	0.090399
AT1G07110	-0.086028
AT1G07119	0.320175
AT1G07120	0.216025
AT1G07128	0.351021
AT1G07130	0.090014
AT1G07135	0.864086
AT1G07140	-0.095214
AT1G07150	-0.431869
AT1G07160	1.242826
AT1G07170	0.268587
AT1G07180	-0.159981
AT1G07200	-0.047218
AT1G07210	0.154545
AT1G07220	-0.228858
AT1G07230	-0.434726
AT1G07240	0.262111
AT1G07250	-0.117743
AT1G07260	0.658272
AT1G07270	-0.212812
AT1G07280	-0.301012
AT1G07290	-0.717132
AT1G07300	0.430050
AT1G07310	0.171693
AT1G07320	0.047079
AT1G07330	0.745523
AT1G07350	0.625574
AT1G07360	-0.238815
AT1G07367	0.434903
AT1G07370	0.229122
AT1G07380	-0.192303
AT1G07390	-0.279118
AT1G07400	2.912392
AT1G07410	-0.112837
AT1G07420	-0.322245
AT1G07430	-0.979350
AT1G07440	0.263292
AT1G07450	0.087993
AT1G07457	0.700353
AT1G07470	-0.243299
AT1G07473	0.461192
AT1G07476	0.495151
AT1G07477	0.413737
AT1G07480	0.018689
AT1G07485	1.177529
AT1G07490	-0.437003
AT1G07510	-0.254101
AT1G07513	-1.422103
AT1G07520	0.234960
AT1G07530	0.223203
AT1G07570	0.195978
AT1G07590	-0.134695
AT1G07600	0.321889
AT1G07607	1.747489
AT1G07610	-0.768767
AT1G07615	-0.160327
AT1G07620	-0.126168
AT1G07630	0.061764
AT1G07640	-0.370294
AT1G07650	0.030149
AT1G07660	0.088592
AT1G07670	0.007274
AT1G07683	0.085467
AT1G07697	0.481819
AT1G07700	-0.116237
AT1G07705	0.036307
AT1G07710	-2.387751
AT1G07720	-0.144411
AT1G07725	-0.344063
AT1G07728	0.205084
AT1G07730	0.739022
AT1G07740	0.243586
AT1G07743	-0.140185
AT1G07745	0.254034
AT1G07750	-0.522034
AT1G07770	0.303401
AT1G07780	0.050356
AT1G07790	-0.133597
AT1G07795	1.205015
AT1G07810	0.060018
AT1G07820	0.124798
AT1G07823	-0.536956
AT1G07830	0.250391
AT1G07840	-0.095711
AT1G07850	2.073967
AT1G07870	0.328983
AT1G07880	-0.119804
AT1G07887	-0.261028
AT1G07890	-0.207337
AT1G07893	0.031128
AT1G07900	0.234111
AT1G07902	0.180690
AT1G07910	0.099281
AT1G07920	-0.029330
AT1G07930	0.029107
AT1G07940	0.009952
AT1G07943	0.238949
AT1G07950	0.076693
AT1G07960	-0.034194
AT1G07970	-0.054323
AT1G07980	-0.158498
AT1G07985	0.371629
AT1G07990	-0.013648
AT1G08000	-0.013608
AT1G08010	-0.131505
AT1G08030	0.086784
AT1G08035	0.865875
AT1G08040	-0.179389
AT1G08043	-0.117787
AT1G08050	-0.291176
AT1G08060	0.036437
AT1G08070	0.200807
AT1G08103	1.604411
AT1G08110	-0.043643
AT1G08115	1.365324
AT1G08120	1.474641
AT1G08125	-0.216489
AT1G08130	-0.175388
AT1G08160	0.126335
AT1G08165	0.244301
AT1G08180	0.200566
AT1G08190	-0.286071
AT1G08200	-0.189539
AT1G08210	-0.118771
AT1G08213	-0.389237
AT1G08217	1.147029
AT1G08220	-0.304334
AT1G08230	-0.098121
AT1G08250	-0.760554
AT1G08260	0.156831
AT1G08270	-0.110659
AT1G08273	0.605781
AT1G08280	-0.321849
AT1G08283	1.103358
AT1G08290	-0.371092
AT1G08300	0.045260
AT1G08310	0.001040
AT1G08315	0.663347
AT1G08320	0.415105
AT1G08340	0.865159
AT1G08350	0.119281
AT1G08360	0.101619
AT1G08370	-0.086304
AT1G08380	-0.334129
AT1G08390	-0.076875
AT1G08400	-0.030785
AT1G08410	-0.099156
AT1G08420	-0.024487
AT1G08430	0.327187
AT1G08450	-0.292176
AT1G08460	0.090306
AT1G08465	-0.261887
AT1G08470	-0.186723
AT1G08477	0.687813
AT1G08480	-0.065916
AT1G08490	-0.173348
AT1G08500	0.255390
AT1G08507	-0.299757
AT1G08510	0.152831
AT1G08520	-0.097463
AT1G08530	0.070173
AT1G08540	-0.239789
AT1G08550	-0.069315
AT1G08560	0.521442
AT1G08570	-0.486122
AT1G08580	-0.206629
AT1G08590	0.687062
AT1G08592	0.314137
AT1G08600	-0.182759
AT1G08610	0.067069
AT1G08620	-0.065318
AT1G08630	0.918684
AT1G08640	-0.095624
AT1G08650	-1.172722
AT1G08660	0.194553
AT1G08680	0.014628
AT1G08700	-0.035447
AT1G08710	0.184378
AT1G08720	0.125680
AT1G08727	1.628330
AT1G08730	1.276971
AT1G08750	-0.215320
AT1G08757	0.125799
AT1G08760	0.202044
AT1G08770	-0.032007
AT1G08780	-0.164785
AT1G08800	-0.300749
AT1G08810	-0.029345
AT1G08820	-0.102123
AT1G08830	0.265619
AT1G08840	-0.094374
AT1G08845	-0.010994
AT1G08857	-0.166840
AT1G08860	1.858697
AT1G08880	-0.290658
AT1G08890	-0.041342
AT1G08900	0.415472
AT1G08910	0.233672
AT1G08920	0.360095
AT1G08930	0.781472
AT1G08940	0.029805
AT1G08960	-0.040184
AT1G08970	-0.167117
AT1G08973	0.191612
AT1G08980	0.315036
AT1G09000	-0.243150
AT1G09010	0.148048
AT1G09020	0.064265
AT1G09023	0.257481
AT1G09027	0.476090
AT1G09040	0.189996
AT1G09050	-0.064972
AT1G09053	-0.921383
AT1G09060	-0.007979
AT1G09070	0.239442
AT1G09080	-2.057983
AT1G09090	0.996601
AT1G09100	-0.182278
AT1G09130	-0.343221
AT1G09140	0.403548
AT1G09150	-0.131710
AT1G09157	0.905032
AT1G09160	0.240879
AT1G09180	-1.413044
AT1G09190	0.657085
AT1G09193	0.727318
AT1G09195	0.248868
AT1G09200	0.130773
AT1G09210	-0.525064
AT1G09220	0.389587
AT1G09230	-0.047405
AT1G09240	-0.462827
AT1G09250	0.141606
AT1G09253	-0.240486
AT1G09257	-1.114189
AT1G09260	-1.406337
AT1G09270	-0.191975
AT1G09280	0.259286
AT1G09290	0.081499
AT1G09297	0.267992
AT1G09300	-0.118308
AT1G09310	-0.972895
AT1G09320	0.238328
AT1G09327	1.803636
AT1G09330	-0.069208
AT1G09333	1.370154
AT1G09340	-0.278974
AT1G09350	-1.510767
AT1G09390	0.014157
AT1G09400	1.742100
AT1G09410	0.464479
AT1G09415	0.206643
AT1G09420	-0.041188
AT1G09430	-0.310854
AT1G09440	-0.314341
AT1G09450	0.468636
AT1G09453	0.654232
AT1G09460	0.569289
AT1G09470	0.720254
AT1G09480	0.656850
AT1G09483	0.424074
AT1G09487	0.687414
AT1G09490	-0.036201
AT1G09500	-0.351861
AT1G09517	0.247054
AT1G09520	0.126060
AT1G09530	-0.094212
AT1G09533	1.352925
AT1G09540	-0.605064
AT1G09543	2.654488
AT1G09560	-0.655824
AT1G09570	0.461202
AT1G09575	0.994371
AT1G09580	-0.421178
AT1G09590	-0.198191
AT1G09600	0.164612
AT1G09610	1.117961
AT1G09620	-0.003912
AT1G09627	1.876689
AT1G09630	-0.067878
AT1G09640	0.004802
AT1G09645	0.095290
AT1G09650	0.710356
AT1G09660	0.332132
AT1G09680	0.402039
AT1G09687	1.539462
AT1G09690	0.085908
AT1G09700	0.045337
AT1G09710	0.134372
AT1G09730	0.178781
AT1G09740	0.061289
AT1G09750	-0.027544
AT1G09760	0.149673
AT1G09770	-0.025487
AT1G09773	0.389925
AT1G09780	-0.380292
AT1G09783	0.497308
AT1G09794	0.433757
AT1G09795	-0.274887
AT1G09797	0.528180
AT1G09800	0.211977
AT1G09810	0.170750
AT1G09812	-0.161478
AT1G09815	-0.233379
AT1G09820	-0.126299
AT1G09830	-0.050861
AT1G09840	-0.040877
AT1G09850	-0.346568
AT1G09863	0.086408
AT1G09870	-0.292246
AT1G09890	-0.068156
AT1G09900	0.007162
AT1G09910	0.042986
AT1G09913	-0.074517
AT1G09920	0.137774
AT1G09927	-0.336049
AT1G09932	0.568648
AT1G09940	0.359540
AT1G09950	0.302812
AT1G09960	-0.252789
AT1G09970	0.267130
AT1G09980	-0.047139
AT1G09987	0.055765
AT1G09995	0.070851
AT1G10000	1.583509
AT1G10020	2.602012
AT1G10030	0.132653
AT1G10040	0.055661
AT1G10050	0.138797
AT1G10060	0.147871
AT1G10070	1.030554
AT1G10090	-0.072589
AT1G10095	0.296501
AT1G10110	0.817206
AT1G10120	1.208393
AT1G10130	0.012183
AT1G10140	0.236241
AT1G10150	0.370596
AT1G10155	0.287862
AT1G10170	0.252098
AT1G10180	-0.045073
AT1G10200	0.136231
AT1G10210	0.163556
AT1G10220	-0.232511
AT1G10225	0.726734
AT1G10230	0.580304
AT1G10240	0.162488
AT1G10270	-0.494091
AT1G10280	0.132043
AT1G10290	-0.088243
AT1G10300	0.431566
AT1G10310	-0.357536
AT1G10320	-0.174231
AT1G10330	0.088541
AT1G10340	0.107542
AT1G10350	-0.286215
AT1G10360	0.030551
AT1G10370	-1.114387
AT1G10380	-0.312702
AT1G10390	-0.042952
AT1G10400	2.223656
AT1G10410	-0.175670
AT1G10417	-0.414150
AT1G10430	0.257981
AT1G10450	-0.018612
AT1G10460	1.975365
AT1G10470	-0.297348
AT1G10480	-0.196515
AT1G10490	0.066789
AT1G10500	-0.224799
AT1G10510	0.028312
AT1G10520	0.024235
AT1G10522	0.014551
AT1G10530	-1.021079
AT1G10540	-0.318241
AT1G10550	3.543338
AT1G10560	0.124756
AT1G10570	0.080954
AT1G10580	-0.209154
AT1G10585	-0.392927
AT1G10590	0.066503
AT1G10600	0.069415
AT1G10610	-0.075692
AT1G10630	-0.189607
AT1G10640	-0.262090
AT1G10650	-0.184293
AT1G10657	-0.021166
AT1G10660	0.075512
AT1G10670	-0.239837
AT1G10682	0.037740
AT1G10690	0.634876
AT1G10700	0.264041
AT1G10720	0.131413
AT1G10730	-0.172927
AT1G10740	0.129931
AT1G10750	0.720525
AT1G10760	-0.100838
AT1G10770	-0.210936
AT1G10780	0.162514
AT1G10790	-1.929613
AT1G10800	1.630401
AT1G10820	0.106194
AT1G10830	-0.212716
AT1G10840	0.025959
AT1G10850	-0.195677
AT1G10865	-0.218113
AT1G10870	-0.019038
AT1G10890	0.187581
AT1G10900	-0.464216
AT1G10910	0.189414
AT1G10920	0.087021
AT1G10930	-0.228110
AT1G10940	-0.067205
AT1G10950	-0.233378
AT1G10960	-0.398365
AT1G10970	0.048987
AT1G10980	0.814301
AT1G10990	0.467301
AT1G11000	-0.075618
AT1G11020	0.037833
AT1G11050	-0.195178
AT1G11060	0.073021
AT1G11070	1.269385
AT1G11080	0.969533
AT1G11090	0.154135
AT1G11100	0.303293
AT1G11112	0.406405
AT1G11120	0.118843
AT1G11125	1.955482
AT1G11130	-0.255214
AT1G11160	-0.060453
AT1G11170	-0.228266
AT1G11175	0.650523
AT1G11180	-0.125260
AT1G11185	0.986495
AT1G11190	0.778002
AT1G11200	-0.147252
AT1G11210	-0.250719
AT1G11220	0.383299
AT1G11240	-0.293766
AT1G11250	-0.065488
AT1G11260	1.168844
AT1G11270	0.482304
AT1G11280	-0.127188
AT1G11290	0.219208
AT1G11300	-0.399393
AT1G11303	0.169650
AT1G11310	-0.004950
AT1G11320	0.104643
AT1G11330	-0.486210
AT1G11340	0.215791
AT1G11350	0.083778
AT1G11360	0.138898
AT1G11362	1.499555
AT1G11380	1.457539
AT1G11390	0.062255
AT1G11400	0.156437
AT1G11410	-0.685237
AT1G11420	0.029799
AT1G11430	-0.016878
AT1G11440	0.461561
AT1G11450	0.430859
AT1G11460	1.597460
AT1G11475	-0.048800
AT1G11480	0.197374
AT1G11530	-0.379443
AT1G11540	0.707628
AT1G11545	-0.001043
AT1G11570	0.047071
AT1G11580	-0.278392
AT1G11592	0.205422
AT1G11600	0.168788
AT1G11630	0.349506
AT1G11650	-0.093987
AT1G11660	0.118438
AT1G11670	-0.240682
AT1G11680	-0.145116
AT1G11700	-0.266907
AT1G11710	-0.025692
AT1G11720	-0.055169
AT1G11730	-0.447752
AT1G11740	1.568817
AT1G11750	-0.242484
AT1G11755	0.134263
AT1G11760	0.259975
AT1G11780	0.233531
AT1G11790	-0.257600
AT1G11800	-0.045129
AT1G11820	-0.049255
AT1G11840	-0.292768
AT1G11850	-0.021545
AT1G11860	-0.171678
AT1G11870	-0.142242
AT1G11880	-0.026495
AT1G11890	-0.169261
AT1G11900	0.289055
AT1G11905	-0.171946
AT1G11910	-0.518175
AT1G11915	-0.672619
AT1G11930	-0.521665
AT1G11940	-0.756761
AT1G11950	-0.097044
AT1G11960	-0.297088
AT1G12000	-0.229513
AT1G12010	-0.487750
AT1G12013	0.716540
AT1G12020	0.137492
AT1G12030	0.162341
AT1G12050	-0.086297
AT1G12060	0.133611
AT1G12070	0.299370
AT1G12080	-0.553555
AT1G12090	-0.326511
AT1G12100	0.463664
AT1G12110	-0.383345
AT1G12120	0.034473
AT1G12140	-0.284286
AT1G12160	0.392670
