#proteinID	FLT_vs_GC
Q8L4D8	0.420000
Q8L4M1	-0.070000
Q8L4N1	0.090000
Q8L4Q6	0.240000
Q8L4R9	0.730000
Q8L517	-0.590000
Q8L539	-0.040000
Q8L540	-0.110000
Q8L557	-0.090000
Q8L5U0	1.160000
Q8L5Y0	0.080000
Q8L5Y4	-0.320000
Q8L5Y6	-0.460000
Q8L5Y8	-0.330000
Q8L5Y9	-0.440000
Q8L5Z1	-0.530000
Q8L5Z4	-0.190000
Q8L5Z7	-0.210000
Q8L601	-0.320000
Q8L604	-1.270000
Q8L636	0.100000
Q8L637	-0.130000
Q8L6Y1	-0.130000
Q8L6Z4	-0.070000
Q8L706	0.010000
Q8L716	-1.000000
Q8L719	-0.170000
Q8L733	-0.390000
Q8L735	0.120000
Q8L742	-0.280000
Q8L745	-0.370000
Q8L773	0.290000
Q8L785	-0.840000
Q8L794	-0.270000
Q8L798	0.290000
Q8L7A9	-0.620000
Q8L7B2	0.860000
Q8L7C9	-1.590000
Q8L7E3	0.010000
Q8L7I4	-0.280000
Q8L7K1	-0.080000
Q8L7K9	-0.170000
Q8L7L0	-0.500000
Q8L7L1	-0.490000
Q8L7N0	-0.490000
Q8L7R2	-0.180000
Q8L7R3	-0.760000
Q8L7S0	-0.840000
Q8L7S1	-0.120000
Q8L7S6	-0.320000
Q8L7S7	0.590000
Q8L7S8	-0.190000
Q8L7S9	0.330000
Q8L7T4	0.370000
Q8L7T5	-0.130000
Q8L7U5	-0.280000
Q8L7V3	-1.280000
Q8L7W0	0.320000
Q8L7W3	-1.010000
Q8L7W8	-0.100000
Q8L7Z3	-0.380000
Q8L828	-0.490000
Q8L831	0.000000
Q8L835	0.180000
Q8L838	-0.730000
Q8L844	-0.640000
Q8L860	0.870000
Q8L866	0.760000
Q8L8S0	0.110000
Q8L8T2	0.820000
Q8L940	0.440000
Q8L953	-0.430000
Q8L9A0	-0.060000
Q8L9A9	0.270000
Q8L9C4	0.230000
Q8L9E3	0.150000
Q8L9J9	0.550000
Q8L9M8	-0.600000
Q8L9X1	0.190000
Q8L9X2	-0.710000
Q8L9Y0	0.380000
Q8LA13	-0.110000
Q8LA16	-0.250000
Q8LA96	-0.370000
Q8LAA6	0.420000
Q8LAA8	-0.480000
Q8LAC4	0.050000
Q8LAD0	0.040000
Q8LAD2	0.120000
Q8LAH7	0.460000
Q8LAJ9	0.780000
Q8LAM2	-0.210000
Q8LAN3	-0.500000
Q8LAP6	-0.810000
Q8LAS8	0.800000
Q8LAZ7	-0.460000
Q8LB01	-0.110000
Q8LB02	-0.380000
Q8LB10	-0.120000
Q8LB47	-0.070000
Q8LBB2	0.200000
Q8LBH2	-0.330000
Q8LBI1	-0.210000
Q8LBK6	0.200000
Q8LBL5	-0.760000
Q8LBN7	0.470000
Q8LBP6	0.410000
Q8LBS4	-0.400000
Q8LBU2	0.700000
Q8LBX7	-0.690000
Q8LBY9	0.120000
Q8LC12	0.290000
Q8LC68	0.050000
Q8LC83	0.150000
Q8LC95	0.060000
Q8LCA1	0.890000
Q8LCE1	0.950000
Q8LCL3	0.360000
Q8LCP6	0.010000
Q8LCT2	-0.070000
Q8LCU7	-0.130000
Q8LCV1	-0.090000
Q8LCW9	1.480000
Q8LD03	-0.190000
Q8LD27	0.160000
Q8LD49	-0.150000
Q8LD98	0.120000
Q8LDB7	0.520000
Q8LDC9	0.440000
Q8LDF2	0.630000
Q8LDI5	-0.240000
Q8LDL0	-0.090000
Q8LDL9	0.520000
Q8LDN2	-0.210000
Q8LDN8	0.320000
Q8LDP4	0.180000
Q8LDQ4	0.350000
Q8LDQ8	0.150000
Q8LDU1	-0.300000
Q8LDU4	-0.340000
Q8LDV3	-0.460000
Q8LDW8	-0.410000
Q8LE47	0.100000
Q8LE52	-0.240000
Q8LE58	-0.040000
Q8LE63	-0.540000
Q8LEG3	-0.160000
Q8LEK2	-0.200000
Q8LEM7	-0.110000
Q8LEQ0	3.790000
Q8LER3	0.430000
Q8LEU3	0.960000
Q8LEU9	0.110000
Q8LEV7	-1.140000
Q8LEZ4	-0.740000
Q8LEZ8	0.710000
Q8LF20	1.390000
Q8LF21	0.870000
Q8LF28	-0.260000
Q8LF48	-0.150000
Q8LF80	0.240000
Q8LF99	-0.210000
Q8LFC0	0.140000
Q8LFJ5	0.050000
Q8LFL5	-1.020000
Q8LFQ6	0.460000
Q8LFS6	0.560000
Q8LG05	0.280000
Q8LG50	-0.040000
Q8LG70	-0.350000
Q8LG77	1.490000
Q8LG89	0.420000
Q8LGC6	-0.150000
Q8LGE7	-0.850000
Q8LGG0	0.930000
Q8LGG8	0.200000
Q8LGH4	-0.620000
Q8LGI2	0.230000
Q8LKS5	0.870000
Q8LLD4	-0.130000
Q8LPJ3	0.460000
Q8LPJ4	0.170000
Q8LPJ5	0.990000
Q8LPJ7	0.460000
Q8LPK2	-0.330000
Q8LPK4	-0.730000
Q8LPL3	-0.470000
Q8LPL6	0.000000
Q8LPR8	0.300000
Q8LPR9	-0.620000
Q8LPS1	-0.070000
Q8LPS6	-0.180000
Q8LPS9	0.430000
Q8RU07	-0.030000
Q8RUC6	0.370000
Q8RUD6	0.200000
Q8RUF8	0.190000
Q8RUX8	0.020000
Q8RV79	0.400000
Q8RW90	0.390000
Q8RW97	-0.130000
Q8RWC3	-0.330000
Q8RWF2	-0.920000
Q8RWG3	-0.950000
Q8RWG8	0.230000
Q8RWH3	-0.860000
Q8RWI0	0.140000
Q8RWI2	0.100000
Q8RWJ5	-0.140000
Q8RWK6	0.170000
Q8RWL2	-0.010000
Q8RWL6	-0.560000
Q8RWN4	-0.750000
Q8RWN5	0.350000
Q8RWN9	-0.100000
Q8RWP0	-0.110000
Q8RWQ1	-0.160000
Q8RWR9	-0.070000
Q8RWT8	-0.120000
Q8RWU1	-0.030000
Q8RWU7	0.710000
Q8RWU9	-0.190000
Q8RWV9	-0.660000
Q8RWX4	-0.570000
Q8RWY3	-0.600000
Q8RWY6	-0.560000
Q8RWY7	-1.290000
Q8RWZ3	-0.070000
Q8RWZ5	-0.840000
Q8RWZ7	-1.190000
Q8RX28	-0.260000
Q8RX56	0.010000
Q8RX60	0.480000
Q8RX69	-0.390000
Q8RX72	0.750000
Q8RX79	-0.360000
Q8RX86	0.170000
Q8RX87	0.320000
Q8RX89	0.250000
Q8RXD5	-1.070000
Q8RXD9	-0.340000
Q8RXE9	-0.240000
Q8RXF8	-0.050000
Q8RXG3	-0.730000
Q8RXH2	-0.760000
Q8RXI0	-0.800000
Q8RXK6	-0.610000
Q8RXK8	-0.470000
Q8RXM5	-0.320000
Q8RXN0	-0.350000
Q8RXN1	-0.470000
Q8RXN6	-0.380000
Q8RXN7	-1.090000
Q8RXP6	-0.530000
Q8RXQ4	-0.180000
Q8RXU5	0.250000
Q8RXZ8	0.210000
Q8RY08	-0.710000
Q8RY09	-0.190000
Q8RY11	-0.530000
Q8RY23	0.240000
Q8RY25	0.270000
Q8RY46	-0.920000
Q8RY73	-0.340000
Q8RY94	-0.850000
Q8RYC3	-0.030000
Q8RYE9	-0.160000
Q8S2T0	-0.050000
Q8S3U9	-0.180000
Q8S4F6	-0.380000
Q8S4Y1	0.930000
Q8S528	0.340000
Q8S8F8	0.280000
Q8S8K0	-1.190000
Q8S8N9	-0.160000
Q8S8Q6	0.100000
Q8S8R1	1.660000
Q8S8T4	0.000000
Q8S926	-0.110000
Q8S944	-0.510000
Q8S9J2	-0.150000
Q8S9J8	-0.590000
Q8S9K3	-0.280000
Q8S9K4	0.490000
Q8S9K8	0.210000
Q8S9L5	-0.230000
Q8S9M1	-0.370000
Q8SAB7	0.170000
Q8VWF6	-0.390000
Q8VWG7	-0.020000
Q8VX13	0.680000
Q8VXV0	-0.010000
Q8VXX4	-0.230000
Q8VXY0	-0.720000
Q8VXY9	-0.160000
Q8VXZ0	-0.280000
Q8VXZ5	-0.770000
Q8VXZ7	0.610000
Q8VY01	-0.270000
Q8VY05	-1.250000
Q8VY06	-0.430000
Q8VY07	0.580000
Q8VY12	0.100000
Q8VY22	0.450000
Q8VY49	-1.430000
Q8VY52	-0.040000
Q8VY57	-0.430000
Q8VY58	-0.290000
Q8VY70	-0.460000
Q8VY78	0.030000
Q8VY84	-0.240000
Q8VY88	-0.190000
Q8VY92	-1.350000
Q8VYA5	-0.960000
Q8VYB7	-0.190000
Q8VYC9	0.350000
Q8VYE2	-0.080000
Q8VYF1	0.690000
Q8VYF2	0.290000
Q8VYG2	-0.360000
Q8VYG9	1.370000
Q8VYI0	0.510000
Q8VYI3	-0.110000
Q8VYI4	0.360000
Q8VYI9	1.160000
Q8VYJ4	-0.480000
Q8VYJ6	-0.010000
Q8VYJ7	0.080000
Q8VYK6	-0.360000
Q8VYK7	-0.020000
Q8VYL1	-0.600000
Q8VYM4	0.320000
Q8VYN2	-0.340000
Q8VYN6	-0.260000
Q8VYP0	-0.870000
Q8VYR5	0.060000
Q8VYT2	-0.080000
Q8VYV0	-0.570000
Q8VYV7	0.210000
Q8VYW6	-0.430000
Q8VYY8	-0.030000
Q8VYZ8	-0.050000
Q8VZ10	-0.670000
Q8VZ18	-0.340000
Q8VZ19	-0.190000
Q8VZ23	-0.650000
Q8VZ31	-0.710000
Q8VZ49	-0.240000
Q8VZ50	0.310000
Q8VZ57	-0.330000
Q8VZ68	0.310000
Q8VZ74	-0.630000
Q8VZ93	0.330000
Q8VZ95	-0.040000
Q8VZB1	0.830000
Q8VZB5	-0.520000
Q8VZB9	1.320000
Q8VZC3	-0.020000
Q8VZC7	-0.210000
Q8VZC9	-0.190000
Q8VZE9	0.490000
Q8VZF1	-0.370000
Q8VZF3	-0.230000
Q8VZG1	-0.700000
Q8VZG7	-0.330000
Q8VZG8	0.880000
Q8VZH1	-0.610000
Q8VZH2	0.060000
Q8VZI2	-0.130000
Q8VZJ5	-0.380000
Q8VZK2	0.380000
Q8VZK9	-0.330000
Q8VZL4	0.170000
Q8VZM1	0.240000
Q8VZN9	-0.170000
Q8VZP1	1.140000
Q8VZS8	-0.020000
Q8VZT0	0.240000
Q8VZT4	0.650000
Q8VZT6	-0.590000
Q8VZU2	0.320000
Q8VZW3	-0.030000
Q8VZW6	-0.220000
Q8W033	-0.520000
Q8W034	-0.250000
Q8W0Y8	-0.210000
Q8W0Z7	0.260000
Q8W0Z9	-0.350000
Q8W112	0.750000
Q8W1B3	-0.180000
Q8W1X2	0.070000
Q8W207	0.200000
Q8W456	0.460000
Q8W463	0.300000
Q8W471	-0.710000
Q8W482	0.370000
Q8W486	-1.070000
Q8W493	-0.520000
Q8W496	-0.930000
Q8W497	-0.260000
Q8W498	-0.230000
Q8W4A0	-0.380000
Q8W4C1	-0.130000
Q8W4C5	-0.160000
Q8W4D0	-0.510000
Q8W4D4	-0.330000
Q8W4D6	-0.380000
Q8W4D7	-0.710000
Q8W4E1	-0.040000
Q8W4E2	0.250000
Q8W4E6	-1.040000
Q8W4F1	-0.560000
Q8W4F3	-0.290000
Q8W4H8	0.550000
Q8W4I6	-0.200000
Q8W4J9	-0.360000
Q8W4K6	-0.590000
Q8W4L3	1.030000
Q8W4M5	0.220000
Q8W4P1	-1.000000
Q8W4Q1	-0.330000
Q8W4Q4	-0.160000
Q8W4S4	0.100000
Q8W575	-0.650000
Q8W585	-0.280000
Q8W586	0.140000
Q8W593	0.290000
Q93V62	-0.100000
Q93V66	0.130000
Q93V74	0.090000
Q93V88	-0.360000
Q93V93	1.170000
Q93VA8	-0.310000
Q93VB0	0.340000
Q93VB8	0.550000
Q93VC7	-0.540000
Q93VC9	0.320000
Q93VG5	0.220000
Q93VH5	-0.110000
Q93VI3	-0.450000
Q93VI4	-0.020000
Q93VK5	-0.470000
Q93VP3	1.670000
Q93VP9	-0.380000
Q93VQ0	-0.590000
Q93VR3	0.510000
Q93VR4	-0.500000
Q93VS5	-0.210000
Q93VS8	-0.300000
Q93VT6	-0.610000
Q93VT9	-0.210000
Q93W02	-0.160000
Q93W05	-0.070000
Q93W22	0.280000
Q93W28	1.470000
Q93W30	0.080000
Q93W34	-0.230000
Q93W77	-0.220000
Q93WC8	1.080000
Q93WD7	-0.460000
Q93WF1	0.670000
Q93WG3	-0.320000
Q93WI0	-0.150000
Q93WJ8	0.180000
Q93WK6	-0.150000
Q93WL3	-1.330000
Q93WN0	-1.070000
Q93WX6	-0.450000
Q93XM7	-0.390000
Q93XN8	-0.440000
Q93XW5	0.550000
Q93XX4	-0.660000
Q93XX5	-0.190000
Q93XY1	0.480000
Q93XY5	0.340000
Q93XY7	0.180000
Q93XZ7	0.990000
Q93Y07	-0.270000
Q93Y08	-0.530000
Q93Y09	-0.130000
Q93Y12	-0.460000
Q93Y22	1.070000
Q93Y31	0.430000
Q93Y35	-0.200000
Q93Y38	-1.280000
Q93Y40	-0.360000
Q93YN1	-0.320000
Q93YQ3	-0.340000
Q93YR3	0.350000
Q93YS4	-0.750000
Q93YU5	-0.700000
Q93YU6	-0.220000
Q93YV7	-0.470000
Q93YW8	0.520000
Q93YZ7	0.480000
Q93Z08	0.240000
Q93Z10	-0.240000
Q93Z11	-0.350000
Q93Z16	0.110000
Q93Z18	0.100000
Q93Z25	-0.170000
Q93Z30	-0.280000
Q93Z34	-0.610000
Q93Z53	-0.350000
Q93Z70	-0.180000
Q93Z72	-0.050000
Q93Z83	0.580000
Q93ZA3	0.420000
Q93ZB6	-0.230000
Q93ZC2	-0.420000
Q93ZC5	-0.660000
Q93ZD6	-0.170000
Q93ZE3	-0.400000
Q93ZE5	0.710000
Q93ZG7	0.040000
Q93ZG9	-0.160000
Q93ZH0	0.130000
Q93ZH7	-0.040000
Q93ZI7	-0.530000
Q93ZK1	-0.420000
Q93ZM7	-0.200000
Q93ZN2	0.400000
Q93ZN4	-0.420000
Q93ZN9	-0.020000
Q93ZR3	-0.730000
Q93ZT6	1.040000
Q93ZV7	-0.110000
Q93ZV8	-0.120000
Q93ZW4	-0.160000
Q93ZY3	-0.420000
Q940B0	-0.260000
Q940B8	-0.530000
Q940B9	-0.250000
Q940G0	-1.630000
Q940G5	-0.140000
Q940I2	0.010000
Q940J8	0.160000
Q940J9	-0.930000
Q940K0	0.100000
Q940N7	-0.010000
Q940P8	0.380000
Q940Q1	-0.260000
Q940S0	-0.160000
Q940S9	-0.410000
Q940V1	-0.470000
Q940Y3	-0.570000
Q940Y8	-0.170000
Q940Y9	-0.440000
Q940Z5	0.820000
Q941A4	1.310000
Q941B2	-0.110000
Q941D3	-0.370000
Q941L0	-0.660000
Q941L3	0.230000
Q943Z4	0.720000
Q943Z6	-0.300000
Q944A2	-0.220000
Q944A3	0.060000
Q944A6	-0.270000
Q944A7	0.560000
Q944A9	1.140000
Q944G5	-0.450000
Q944G6	-0.160000
Q944G9	-0.340000
Q944H0	-0.360000
Q944J2	-0.190000
Q944K2	-0.290000
Q944K3	-0.400000
Q944L8	0.340000
Q944P7	0.660000
Q945K7	0.430000
Q945K9	-0.670000
Q945M1	-0.180000
Q945P1	0.190000
Q945Q1	0.250000
Q945Q5	0.020000
Q948K8	-0.050000
Q948R9	-0.810000
Q949M9	-0.250000
Q949P2	0.090000
Q949P3	-0.180000
Q949Q7	0.360000
Q949R4	-0.260000
Q949R9	-0.100000
Q949S6	-0.750000
Q949S9	-0.470000
Q949U1	-3.840000
Q949U7	1.030000
Q949W8	0.220000
Q949X7	0.070000
Q949X9	0.240000
Q949Y0	-0.180000
Q949Y3	0.760000
Q949Y5	-0.590000
Q94A08	-0.020000
Q94A09	0.040000
Q94A18	-0.150000
Q94A28	-0.100000
Q94A32	-0.700000
Q94A40	-0.530000
Q94A41	-0.190000
Q94A52	-0.370000
Q94A65	0.250000
Q94A68	-0.500000
Q94A78	-1.510000
Q94A94	-0.360000
Q94A97	0.280000
Q94A98	-0.430000
Q94AA3	-0.450000
Q94AA4	-0.360000
Q94AB8	-1.070000
Q94AD1	0.190000
Q94AF2	0.130000
Q94AF6	-0.020000
Q94AF9	0.120000
Q94AG6	-0.620000
Q94AH6	-0.240000
Q94AH9	0.110000
Q94AI6	0.070000
Q94AI7	-0.650000
Q94AI8	0.030000
Q94AJ9	-0.300000
Q94AM1	-0.240000
Q94AQ8	-0.270000
Q94AR8	0.120000
Q94AT1	0.480000
Q94AU2	-0.240000
Q94AU3	-0.220000
Q94AU7	-0.710000
Q94AU9	-0.470000
Q94AX4	-0.880000
Q94AZ2	-0.170000
Q94AZ4	0.100000
Q94AZ5	-0.220000
Q94B08	0.640000
Q94B35	-0.250000
Q94B52	-0.170000
Q94B54	-0.720000
Q94B60	-0.180000
Q94B78	-0.360000
Q94BR1	-0.490000
Q94BR2	0.100000
Q94BS2	-0.350000
Q94BT0	-0.800000
Q94BT9	0.740000
Q94BV4	0.110000
Q94BV5	-0.140000
Q94BY3	0.310000
Q94BY7	-0.110000
Q94BZ0	-0.320000
Q94BZ7	-0.150000
Q94C48	0.240000
Q94C57	0.380000
Q94C59	0.920000
Q94C69	-0.400000
Q94C74	-0.400000
Q94C86	0.470000
Q94CB1	0.380000
Q94CC0	-0.630000
Q94CC6	0.190000
Q94CD8	1.450000
Q94CE3	-0.070000
Q94CE4	-0.250000
Q94CE5	0.120000
Q94CF0	0.290000
Q94CJ5	-1.060000
Q94CK1	-0.390000
Q94EG6	0.780000
Q94EH8	0.430000
Q94EJ6	-0.970000
Q94F00	-0.170000
Q94F08	-0.300000
Q94F09	-0.190000
Q94F20	-0.240000
Q94F49	0.900000
Q94FB9	-0.510000
Q94FN2	-0.240000
Q94FY7	0.810000
Q94IB8	-0.370000
Q94II3	-0.810000
Q94II5	0.630000
Q94JQ3	-0.110000
Q94JQ4	-0.310000
Q94JQ6	-0.830000
Q94JS0	0.150000
Q94JS1	-0.650000
Q94JS4	0.210000
Q94JT5	-0.660000
Q94JU3	-0.280000
Q94JV1	1.080000
Q94JV2	-0.030000
Q94JW0	-0.190000
Q94JX5	0.050000
Q94JY3	-0.750000
Q94K05	0.470000
Q94K06	0.000000
Q94K07	0.960000
Q94K11	-0.800000
Q94K30	1.060000
Q94K36	0.540000
Q94K48	0.690000
Q94K52	0.430000
Q94K59	-0.710000
Q94K71	-0.320000
Q94K73	0.220000
Q94K78	-0.670000
Q94K85	1.060000
Q94K88	-0.140000
Q94K97	-0.390000
Q94KD0	-0.760000
Q94KD3	-0.900000
Q94KD8	0.480000
Q94KE3	0.330000
Q94KI8	-0.410000
Q94KT8	0.020000
Q96242	-0.670000
Q96243	-0.590000
Q96250	-0.260000
Q96251	-0.330000
Q96252	0.600000
Q96254	0.360000
Q96255	-0.240000
Q96262	0.600000
Q96266	0.380000
Q96270	1.920000
Q96283	-0.140000
Q96291	0.160000
Q96292	0.470000
Q96299	-0.130000
Q96300	0.130000
Q96318	0.840000
Q96321	0.740000
Q96323	-0.100000
Q96327	0.530000
Q96329	0.720000
Q96500	0.600000
Q96511	1.580000
Q96514	-0.530000
Q96518	1.930000
Q96520	0.140000
Q96522	1.610000
Q96528	-1.020000
Q96529	0.470000
Q96533	0.480000
Q9ASP6	-0.170000
Q9ASQ5	-0.710000
Q9ASR1	0.380000
Q9ASS2	-0.140000
Q9ASS4	0.030000
Q9ASS6	-0.550000
Q9AST8	1.800000
Q9AST9	-0.110000
Q9ASV5	-0.170000
Q9ASV6	0.480000
Q9ASW5	-0.070000
Q9ASX5	-0.930000
Q9ASY9	-0.090000
Q9ASZ9	-0.120000
Q9AV97	0.010000
Q9C4Z6	-0.340000
Q9C500	0.500000
Q9C505	0.480000
Q9C508	0.930000
Q9C509	0.420000
Q9C512	-1.390000
Q9C514	0.240000
Q9C522	1.130000
Q9C524	0.250000
Q9C525	0.170000
Q9C535	-0.430000
Q9C550	-0.180000
Q9C551	-0.180000
Q9C574	1.860000
Q9C576	-0.020000
Q9C5A9	0.030000
Q9C5C2	-2.930000
Q9C5C5	0.140000
Q9C5C7	-0.460000
Q9C5C8	-0.230000
Q9C5D0	-0.550000
Q9C5E5	-0.460000
Q9C5E7	-0.300000
Q9C5F4	0.430000
Q9C5F6	-0.840000
Q9C5G5	-0.640000
Q9C5G6	0.240000
Q9C5G7	-0.170000
Q9C5H4	0.370000
Q9C5H9	-0.590000
Q9C5I1	-0.490000
Q9C5I9	0.230000
Q9C5J7	-0.200000
Q9C5J8	-0.700000
Q9C5M0	-0.410000
Q9C5M8	-0.300000
Q9C5R8	0.110000
Q9C5U3	-0.170000
Q9C5U8	0.000000
Q9C5W3	-0.280000
Q9C5X3	0.340000
Q9C5Y0	0.140000
Q9C5Z2	-0.220000
Q9C5Z3	-0.300000
Q9C658	1.090000
Q9C681	0.210000
Q9C685	-0.140000
Q9C6B3	-0.740000
Q9C6B9	-2.750000
Q9C6D2	-0.020000
Q9C6I6	-0.140000
Q9C6U3	0.600000
Q9C6X2	-0.150000
Q9C713	-0.390000
Q9C718	-0.080000
Q9C723	0.150000
Q9C744	-0.610000
Q9C768	0.830000
Q9C774	0.910000
Q9C787	0.780000
Q9C7F5	1.530000
Q9C7F7	0.630000
Q9C7N2	-0.600000
Q9C7N4	1.040000
Q9C7N5	0.360000
Q9C7S3	0.050000
Q9C7V7	-0.260000
Q9C7W1	0.210000
Q9C7W4	-0.700000
Q9C7W7	0.330000
Q9C7X5	-0.330000
Q9C7Y2	0.080000
Q9C7Y4	0.280000
Q9C803	-0.610000
Q9C820	0.640000
Q9C824	0.480000
Q9C829	-1.150000
Q9C835	-1.350000
Q9C865	-0.240000
Q9C891	-0.400000
Q9C8D3	-0.270000
Q9C8D8	1.150000
Q9C8E6	-0.150000
Q9C8F1	0.400000
Q9C8G5	0.320000
Q9C8G9	-0.300000
Q9C8H3	-0.180000
Q9C8I6	0.700000
Q9C8K2	-0.430000
Q9C8K8	0.280000
Q9C8L2	-0.030000
Q9C8L4	0.540000
Q9C8L9	-0.230000
Q9C8N0	-0.510000
Q9C8P0	1.620000
Q9C8P5	0.290000
Q9C8W7	0.630000
Q9C8X4	-0.200000
Q9C8Y9	-0.340000
Q9C901	1.070000
Q9C907	0.640000
Q9C909	-0.580000
Q9C920	0.010000
Q9C923	-0.310000
Q9C942	0.300000
Q9C944	-3.140000
Q9C952	-0.920000
Q9C958	0.170000
Q9C969	-0.360000
Q9C977	-0.370000
Q9C9C0	-0.870000
Q9C9C4	0.180000
Q9C9C5	0.390000
Q9C9C6	-0.280000
Q9C9C9	-1.210000
Q9C9D0	0.510000
Q9C9E6	-1.050000
Q9C9G5	0.270000
Q9C9I7	-1.100000
Q9C9K3	0.280000
Q9C9L0	-1.010000
Q9C9M1	0.250000
Q9C9N6	-0.420000
Q9C9P3	-0.670000
Q9C9P4	0.010000
Q9C9Q4	-0.200000
Q9C9R3	-0.110000
Q9C9V9	-1.130000
Q9C9W3	0.000000
Q9C9W5	-0.310000
Q9C9X0	-0.150000
Q9C9Y6	0.850000
Q9C9Y8	0.060000
Q9C9Z2	-0.250000
Q9C9Z3	-0.530000
Q9C9Z6	1.160000
Q9CA40	0.470000
Q9CA57	0.470000
Q9CA59	0.510000
Q9CA67	-0.630000
Q9CA75	-0.550000
Q9CA83	1.060000
Q9CA90	0.140000
Q9CAB7	-0.080000
Q9CAC8	0.010000
Q9CAD1	0.060000
Q9CAF2	0.080000
Q9CAF5	-0.020000
Q9CAF6	0.060000
Q9CAI3	0.440000
Q9CAI5	0.100000
Q9CAK8	-0.020000
Q9CAL2	0.010000
Q9CAL3	0.020000
Q9CAN8	-0.650000
Q9CAP8	-0.660000
Q9CAQ8	-0.360000
Q9CAR7	-0.720000
Q9CAT7	0.150000
Q9CAV0	0.490000
Q9CAW4	-0.160000
Q9CAX6	0.510000
Q9CAX7	0.160000
Q9FDW8	-0.670000
Q9FDZ9	0.040000
Q9FE06	0.690000
Q9FE18	0.910000
Q9FE20	-0.750000
Q9FE29	1.260000
Q9FE38	-0.070000
Q9FE46	-0.390000
Q9FE54	0.520000
Q9FE58	0.540000
Q9FE63	-0.120000
Q9FE65	1.450000
Q9FE68	-0.140000
Q9FE78	-0.280000
Q9FE79	0.180000
Q9FEA2	-0.190000
Q9FEB5	-0.890000
Q9FEC1	-0.910000
Q9FEE2	-0.330000
Q9FEF8	0.430000
Q9FEF9	-0.950000
Q9FF10	0.530000
Q9FF52	2.690000
Q9FF53	1.670000
Q9FF55	0.300000
Q9FF75	-0.900000
Q9FF86	0.110000
Q9FF88	-0.560000
Q9FF90	-0.050000
Q9FF91	-0.230000
Q9FF97	0.450000
Q9FF98	1.020000
Q9FFC0	0.250000
Q9FFC7	-0.190000
Q9FFC9	-0.420000
Q9FFD2	0.480000
Q9FFE0	0.310000
Q9FFE6	0.210000
Q9FFF4	-0.230000
Q9FFG3	-0.660000
Q9FFG6	0.350000
Q9FFH6	-0.650000
Q9FFJ2	-0.390000
Q9FFN4	0.010000
Q9FFP6	0.570000
Q9FFP9	-0.340000
Q9FFQ0	0.210000
Q9FFQ4	1.090000
Q9FFQ7	0.430000
Q9FFR3	0.270000
Q9FFS0	0.550000
Q9FFS8	-0.060000
Q9FFT4	0.690000
Q9FFT6	-0.270000
Q9FFT9	-0.810000
Q9FFV2	-0.260000
Q9FFV8	0.490000
Q9FFW8	0.690000
Q9FFW9	0.560000
Q9FG01	-0.320000
Q9FG23	-0.520000
Q9FG31	2.030000
Q9FG34	-0.160000
Q9FG36	-0.560000
Q9FG37	-0.450000
Q9FG38	-0.270000
Q9FG54	1.370000
Q9FG65	-1.420000
Q9FG71	-0.860000
Q9FG73	0.030000
Q9FG74	-0.140000
Q9FG81	0.280000
Q9FGC7	-0.310000
Q9FGE4	0.530000
Q9FGF0	-0.910000
Q9FGF3	-0.060000
Q9FGF4	-0.170000
Q9FGH3	0.240000
Q9FGH9	-0.180000
Q9FGK3	0.200000
Q9FGM0	-0.680000
Q9FGN0	-0.900000
Q9FGP9	-0.720000
Q9FGS0	1.880000
Q9FGS4	-0.190000
Q9FGT3	0.180000
Q9FGT8	-0.260000
Q9FGT9	0.020000
Q9FGU1	-0.040000
Q9FGX1	0.880000
Q9FGY1	0.130000
Q9FGY8	-0.350000
Q9FGY9	-0.710000
Q9FH02	-0.370000
Q9FH04	0.380000
Q9FH05	-0.040000
Q9FH13	0.210000
Q9FH31	0.340000
Q9FH46	-0.370000
Q9FH82	0.690000
Q9FH98	-0.790000
Q9FHD7	1.050000
Q9FHG2	-0.320000
Q9FHG3	-0.270000
Q9FHL4	-0.560000
Q9FHL8	-0.120000
Q9FHM7	0.100000
Q9FHR8	-0.050000
Q9FHT4	-0.830000
Q9FHW7	0.580000
Q9FHX0	-0.940000
Q9FHX2	-0.190000
Q9FHY8	-2.040000
Q9FI15	-0.140000
Q9FI36	-0.220000
Q9FI47	-0.810000
Q9FI53	-0.630000
Q9FI56	-0.410000
Q9FI61	-0.040000
Q9FI78	-0.090000
Q9FI97	-0.010000
Q9FIA0	-0.010000
Q9FIA1	2.060000
Q9FID0	1.500000
Q9FID2	0.290000
Q9FID9	-0.570000
Q9FIF9	0.310000
Q9FIG9	-0.310000
Q9FIH8	-0.100000
Q9FIJ0	-0.670000
Q9FIJ2	-0.330000
Q9FIJ5	-0.350000
Q9FIK7	0.780000
Q9FIK8	0.180000
Q9FIL1	0.380000
Q9FIL6	-0.230000
Q9FIM2	-0.630000
Q9FIN1	1.010000
Q9FIN7	-0.570000
Q9FIQ0	1.340000
Q9FIS4	-0.580000
Q9FIU6	0.050000
Q9FIW4	0.060000
Q9FIX1	0.000000
Q9FIZ7	-0.230000
Q9FJ62	0.700000
Q9FJ82	-0.560000
Q9FJ95	0.300000
Q9FJA6	0.150000
Q9FJD0	0.560000
Q9FJD4	-0.160000
Q9FJE8	-0.880000
Q9FJF1	0.220000
Q9FJH0	0.390000
Q9FJH6	-0.560000
Q9FJI5	-0.020000
Q9FJK8	-0.460000
