#geneID	FLT_vs_GC
AT1G51410	0.327806
AT1G10270	0.475980
AT4G17570	-1.196257
AT2G22450	1.092095
AT5G25510	-0.599588
AT3G01410	-0.651099
AT3G29200	-0.656829
AT1G63540	0.434828
AT5G07410	-0.193041
AT4G38620	1.311081
AT5G13670	0.715606
AT1G62290	0.572844
AT5G42940	0.542234
AT2G17120	-0.399013
AT5G01840	-0.467906
AT3G19690	0.572183
AT4G25140	0.232897
AT5G01260	-0.571891
ATCG01070	-0.415475
AT5G20500	-0.785801
AT1G14660	0.433774
AT1G68910	-0.815692
AT3G47836	-0.783431
AT5G16120	-0.403835
AT3G01910	0.193150
AT5G38320	-0.952804
AT5G41440	0.463070
AT5G53920	-0.369046
AT1G61550	0.432099
AT5G02370	-0.775327
AT5G41140	0.414676
AT2G16595	0.253463
AT1G73190	0.602469
AT3G18660	0.786188
AT4G33540	0.667799
AT4G31115	-0.408475
AT1G61660	-0.808938
AT5G06540	-0.594233
AT1G14687	1.500806
AT3G51730	-0.616623
AT4G10280	-0.441772
AT3G54100	0.891248
AT4G31700	-0.388955
AT4G12110	-0.526777
AT3G26150	0.302312
AT2G38710	-0.358131
AT5G03550	0.518917
AT3G46480	0.280313
AT1G80440	1.314205
AT4G31410	0.528981
AT4G29560	0.306234
AT3G21470	0.607463
AT5G63030	-0.555295
AT5G64040	-0.640907
AT2G34710	-0.518607
AT4G23660	0.631748
AT2G32750	0.134972
AT3G16230	0.692308
AT1G70290	0.911822
AT1G15570	-1.033603
AT1G51700	1.023900
AT3G66658	-0.445545
AT3G05250	0.536330
AT5G19700	0.333353
AT3G14770	-1.122373
AT5G57920	0.382977
AT5G39610	1.151789
AT5G46200	0.316646
AT5G03850	-0.411792
AT5G06850	-0.676768
AT4G28270	0.311253
AT3G14370	0.971322
AT4G17610	-0.725954
AT5G14200	-0.511569
AT3G62720	0.773108
AT5G47350	-0.189801
AT3G16910	-0.419256
AT3G29450	0.161709
AT3G20580	0.134947
AT5G56350	-0.435405
AT3G03810	-0.278815
AT3G07130	0.908677
AT4G15975	0.387743
AT5G45775	-0.398345
AT2G46225	-0.441418
AT5G50130	-0.365006
AT3G28780	-0.277506
AT5G35750	-0.796517
AT3G47990	0.262090
AT1G69870	0.449238
AT1G79200	0.366661
AT4G12140	0.147874
AT3G47060	-0.401798
AT2G45670	-0.606129
AT1G19340	-0.430710
AT2G20100	-0.907644
AT5G62710	-0.725694
AT3G47380	-0.382930
AT1G05330	0.519350
AT3G57930	0.542526
AT2G19760	-0.299481
AT4G35130	0.391706
AT3G45420	0.425957
AT5G12480	-0.455268
AT2G46340	-0.451998
AT4G34940	0.133700
AT1G18490	-0.762185
AT2G17130	0.354458
AT5G59600	0.355559
AT5G08690	-0.506810
AT3G55480	-0.828749
ATCG00350	-0.451901
AT1G21740	0.384857
AT1G15100	-0.706418
AT3G49340	0.356598
AT1G16860	-0.586985
AT1G22450	-0.150631
AT1G76520	0.452484
AT4G22140	0.467284
AT3G26932	-1.214939
AT5G39320	0.397319
AT2G24320	0.752294
AT4G29770	0.284173
AT4G02320	0.316690
AT3G18260	0.269188
AT5G16760	-0.276756
AT4G27560	-0.313486
AT3G53870	-0.718875
AT3G13480	-0.281006
AT5G14760	-0.594138
AT2G43290	0.655951
AT1G78930	-0.629165
AT4G31985	-0.275201
AT4G14910	-0.631773
AT3G24240	0.601197
AT2G41700	0.250429
AT1G74890	-0.579679
AT5G14450	-0.581626
AT5G65780	-0.724707
AT3G27520	-0.665928
AT2G34280	0.127051
AT1G72480	-0.678094
AT1G29200	-0.298097
AT3G18480	0.302211
AT2G38650	-0.710598
AT2G44060	0.282528
AT1G74410	0.181666
AT3G52300	-0.377392
AT2G30105	-0.504668
AT3G18830	0.602957
AT4G14580	-0.523709
AT5G04355	0.392711
AT5G43580	0.481704
AT1G79780	0.530227
AT1G07770	-0.296897
AT1G50390	-0.959266
AT3G10580	0.273671
AT1G05370	-0.582641
AT1G34575	0.298772
AT5G37870	0.321417
AT1G76530	-0.420446
AT5G44180	0.393615
AT1G42700	0.220070
ATCG00150	-0.444333
AT5G61460	-0.649343
AT1G18590	-0.522180
AT3G26830	0.501895
AT5G28540	0.214536
AT1G07170	-0.326151
AT5G24010	-0.992231
AT4G38370	-0.858026
AT1G77270	-0.890538
AT2G18830	0.330543
AT3G05430	-0.778390
AT2G24500	0.257873
AT1G02300	0.820433
AT5G46020	-0.302205
AT1G46912	0.241274
AT3G47700	-0.346997
AT3G43500	0.247412
AT1G04100	-0.357535
AT5G57330	-0.768610
AT3G02750	-0.614472
AT4G22720	0.338484
AT1G67020	0.236854
AT2G15890	1.252499
AT5G57780	0.669397
AT3G23715	0.324314
AT4G11450	-0.870642
AT5G09330	-0.309430
AT5G10790	-0.317956
AT5G10980	-0.268064
AT5G28810	0.317458
AT2G38020	-0.740235
AT2G47950	1.866808
AT1G09730	0.456800
AT2G07676	0.937402
AT5G53200	-0.896398
AT2G19750	-0.461099
AT2G17970	-0.944151
AT1G19600	0.324402
AT3G19050	-0.714214
AT3G20270	-0.904982
AT5G23240	1.376924
AT3G21240	0.302384
AT1G78490	-0.430161
AT3G09900	-0.756973
AT1G28375	0.228761
AT1G69840	1.019182
AT5G53840	0.238596
AT2G45440	-0.754311
AT1G18400	0.491077
AT4G14290	-0.689646
AT2G45790	-0.632249
AT1G78610	-0.365294
AT1G13330	-0.480075
AT5G62810	0.220726
AT5G11460	-0.921890
AT2G24790	-0.612707
AT2G38400	0.261490
AT3G46910	0.117982
AT2G03090	-1.079282
AT5G05060	0.629492
AT4G18100	-0.273487
AT4G10840	0.365290
AT2G07000	0.437622
AT3G62600	0.304447
AT5G27950	0.758571
AT3G51400	-0.060230
AT4G26710	-0.411007
AT5G44930	0.634306
AT2G07705	-0.283033
AT5G03720	0.786547
AT5G25540	-0.394348
AT3G18670	0.245081
AT3G05670	-0.338974
AT4G38240	-0.159227
AT1G21790	0.453206
AT1G79190	-0.285598
AT1G65110	0.537144
AT4G12400	0.754132
AT2G35460	-0.237008
AT5G42170	0.249368
AT1G73500	1.372124
AT5G16590	-0.494397
AT5G42650	0.423332
AT2G23740	-1.014964
AT3G18720	0.245420
AT4G19240	-0.616656
AT3G55110	-1.057988
AT4G34990	0.277051
AT2G29690	-0.519467
AT4G36140	0.581243
AT2G47830	-0.753300
AT3G13160	-0.157888
AT3G54640	-0.186934
AT5G03980	0.496358
AT4G38940	0.275926
AT5G47540	0.322202
AT3G52740	-0.755220
AT3G21170	0.184959
AT1G27870	0.177363
AT4G03390	-0.539155
AT1G33470	-0.718768
AT4G25740	-0.283230
AT1G03380	-0.748918
AT1G32300	0.178745
AT5G17430	0.263105
AT5G15740	-0.305876
AT1G03210	-0.668819
AT1G52300	-0.265067
AT4G24940	-0.344928
AT3G56910	-0.768941
AT5G53130	0.507498
AT4G27280	1.003728
AT1G18840	0.601953
AT2G03280	-0.506417
AT4G18130	-0.281092
AT2G17270	-0.620630
AT2G16230	0.216430
AT4G36660	-0.227207
AT5G40660	-0.512969
AT5G55130	0.612037
AT1G48610	-0.961136
AT4G25220	-0.396522
AT1G79410	0.477044
AT4G28860	-0.285976
AT4G27380	-0.489645
AT1G36940	0.820986
AT5G18760	0.684468
AT5G55770	0.213484
AT4G26290	0.764138
AT5G52770	-0.572737
AT1G01060	-1.009298
AT5G09400	0.377468
AT5G26130	0.301725
AT1G08360	-0.467916
AT2G31850	0.434134
AT5G58210	-0.364893
AT2G27510	-0.279212
AT5G59900	0.449291
AT3G56950	-0.619531
AT2G06925	0.477349
AT5G48940	0.669433
AT5G15460	0.545828
AT4G25610	0.544479
AT3G46770	-1.290828
AT3G58875	-0.577279
AT5G42900	0.553947
ATCG00800	-0.512427
AT3G51860	0.855677
AT5G38830	-0.775933
AT1G34410	0.160211
AT1G52550	-0.771286
AT1G67670	0.286130
AT2G01390	0.277660
AT5G47100	-0.622814
AT4G36750	0.261540
AT5G44170	0.295418
AT5G03860	0.165684
AT1G79340	0.384659
AT4G16447	-0.974476
AT2G18420	0.418138
AT2G07681	-0.366472
AT1G15670	1.289491
AT2G36030	-1.230302
AT1G01500	0.549426
AT5G10220	0.434897
AT3G01280	-0.536897
AT5G25340	0.424353
AT3G20860	-0.700497
AT3G12400	0.572718
AT3G26790	0.455227
AT4G02750	0.568575
AT1G74690	-0.294661
AT2G17730	-0.714031
AT4G19380	-0.750360
ATCG00080	-0.801071
AT2G35080	0.371053
AT3G24000	0.648260
AT5G04150	-0.278490
AT1G34500	0.230070
AT4G20280	-0.407074
AT2G13950	0.311012
AT1G78040	0.237195
AT1G31620	-0.108930
AT4G00780	-0.491207
AT5G56800	0.261238
AT4G26880	0.217694
AT4G28500	0.344238
AT5G45010	-0.211934
AT1G70820	0.585082
AT5G65390	0.472868
AT5G47890	0.140764
AT2G42210	-0.227178
AT1G78620	-0.355714
AT1G15310	0.612213
AT1G68840	1.331891
AT5G42220	0.517127
AT4G25320	-0.338197
AT5G46710	1.042818
AT3G50620	-0.493201
AT5G19360	0.305813
ATCG01130	-0.716327
AT1G30630	-0.227116
AT5G01500	-0.700677
AT3G43940	0.430556
AT1G66280	-0.421308
AT1G74730	-0.753004
AT4G02485	-0.592978
AT1G10875	0.280593
AT3G23750	0.333788
AT5G03340	0.879336
AT4G36040	1.176443
AT4G01900	-0.759796
AT2G46780	0.788992
AT1G53540	1.401492
AT2G31380	-0.918135
AT3G43880	0.228063
AT4G28210	-0.992437
AT2G47170	-0.274434
AT4G27960	-0.180217
ATCG01240	-0.393973
AT5G16860	0.370600
AT2G41510	-0.680079
AT4G33040	-1.027118
AT1G11310	0.385057
AT5G05290	0.402089
AT3G22050	0.251144
AT1G66260	0.503098
AT2G06050	0.748869
AT2G30590	0.618912
AT5G42290	0.776597
AT4G02075	-0.182469
AT4G23110	-0.146653
AT3G14060	0.418079
AT2G21040	0.099739
AT1G48100	-0.677979
AT3G23800	0.839729
AT1G68110	0.317585
AT5G26110	0.553035
AT1G17830	0.785371
AT4G08690	0.305582
AT2G26170	-0.599392
AT3G53600	0.135274
AT2G22010	-0.881015
AT5G20030	0.514227
AT2G19210	-0.209019
AT1G06580	0.598935
AT4G15550	0.615009
AT2G10450	0.259669
AT4G24110	1.002050
AT2G24540	-0.690924
AT5G43850	-0.490729
AT5G49500	0.525905
AT2G31340	0.276090
AT1G60590	-0.749917
AT5G39870	-0.142165
AT5G18450	0.317344
AT3G42770	0.201277
AT5G05350	0.369309
AT2G29530	-0.309617
AT3G49790	0.690894
AT4G21890	-0.782103
AT2G10930	0.500900
AT1G30620	0.635843
AT1G48070	-0.522763
AT5G21130	0.151921
AT1G05490	-0.375137
AT5G57710	-0.814127
AT2G27340	-0.623893
AT3G50740	0.612345
AT5G07520	0.246900
AT3G50990	0.177503
AT1G16310	-0.866699
AT5G13480	-0.580369
AT1G19290	-0.335697
AT3G62170	0.395343
AT5G44410	-0.818477
AT3G22425	-0.633930
AT3G59290	-0.984711
AT5G14300	0.176791
AT4G31270	0.659553
AT1G26770	-1.247706
AT5G49270	-0.432248
AT5G45110	0.488003
AT1G17020	1.048477
AT1G62170	-0.469930
AT2G29390	-0.734311
AT4G29900	0.326071
AT4G28250	-0.526691
AT5G55670	-0.271546
AT2G41330	0.615242
AT2G18590	0.442076
AT3G45160	-0.410897
AT5G01600	0.999558
AT4G15500	-0.777482
AT3G48600	0.504094
AT4G21780	0.318101
AT2G43360	-0.373915
AT1G27040	0.258411
AT1G18900	0.402173
AT3G44570	0.230110
AT5G54130	-0.553826
AT2G32140	0.378238
AT2G48070	-0.620442
AT4G37150	0.403736
AT1G07150	0.908035
AT4G17460	0.798149
AT1G28320	0.562265
AT5G06130	0.249354
AT1G28010	0.794867
AT1G71310	-0.157786
AT4G36000	0.129083
AT1G14910	-0.750689
AT1G64650	-0.713202
AT5G58140	-0.786420
AT2G28650	0.605951
AT3G23960	0.331135
AT4G24550	0.237552
AT5G43520	0.099958
AT3G45830	-0.361407
AT3G09455	0.287804
AT5G53750	0.607978
AT5G40810	-0.693587
AT4G31610	-0.405226
AT4G27460	0.886848
AT2G46150	0.424549
AT1G51160	-0.247607
AT3G58010	-0.534218
AT1G04680	-0.395606
AT3G61550	-0.437199
AT4G13230	-0.367215
AT1G30400	-0.373258
AT2G22125	0.506919
AT5G37900	-0.125279
AT1G53645	-0.423563
AT5G13000	-0.300645
AT2G27830	0.807703
AT3G54510	0.261576
AT3G27160	-0.253663
AT5G47880	-0.381708
AT1G15740	-0.539085
AT2G26880	-0.149472
AT5G62620	0.327682
AT1G12550	-0.433685
AT1G65800	0.572813
AT5G65610	-0.360092
AT4G24020	0.706723
AT1G49510	0.253845
AT4G05460	-0.617125
AT3G13140	0.294960
AT5G44300	-0.183882
AT3G56370	-0.549735
AT3G46620	1.029007
AT1G32660	0.397579
AT2G40340	0.300768
AT2G24762	-0.426388
AT3G62550	1.349982
AT4G31960	0.322641
AT1G07705	-0.628308
AT1G23200	-0.730957
AT3G13620	-0.556978
AT5G55180	-0.330086
AT1G63420	-0.402851
AT3G57160	-0.344218
AT5G08360	-0.624635
AT4G29050	0.756492
AT3G61090	0.378755
AT5G60120	-0.319071
AT3G21370	0.334043
AT3G28870	0.141334
AT2G39990	-0.332828
AT1G67460	0.280366
AT2G26490	0.380914
AT3G55750	-0.516090
AT3G22060	-0.458369
AT3G01140	-0.614122
AT4G26230	-0.171617
AT1G08650	0.348188
AT3G50640	0.362542
AT5G66930	-0.530126
AT2G41890	0.261579
AT5G47900	0.429685
AT5G14730	1.504451
AT3G14080	-0.465353
AT2G42830	0.324211
AT3G22845	0.552434
AT3G11320	-0.989507
AT4G07740	-0.221890
AT3G24110	-0.384697
AT5G48590	-0.440184
AT3G60200	0.714365
AT1G17070	-0.697148
ATCG00020	-0.391718
AT3G61710	-0.496908
AT1G77680	-0.608286
AT5G13760	0.773326
AT1G44050	0.317143
AT3G06590	0.707808
AT2G20660	0.266880
AT1G10200	0.199544
AT4G26250	0.191573
AT2G41090	-0.419197
AT5G39650	0.113452
AT2G47520	0.734410
AT3G54620	-0.546620
AT2G33070	0.482916
AT3G25980	-0.435545
AT4G27760	-0.377759
AT1G26650	-0.352970
AT3G61490	-0.490350
AT1G15180	-0.211159
AT5G01790	-0.941096
AT4G32080	0.332377
AT3G45860	0.259374
AT1G50270	-0.952440
AT1G25340	0.344857
AT5G20950	0.138254
AT4G07390	-0.509187
AT1G79760	-0.625589
AT3G02080	-0.240522
AT5G58090	0.255889
AT1G60070	0.472797
AT2G20815	-0.359725
AT4G37260	0.854056
AT4G10490	0.233287
AT1G68795	0.538731
AT1G19140	-0.601472
AT4G36730	0.470214
AT4G19410	0.306179
AT2G01290	-0.199823
AT4G19020	-0.626310
AT1G16500	-0.748404
AT2G40330	0.627683
AT5G51110	-0.583456
AT1G49210	0.425725
AT1G08710	0.362454
AT5G61420	-0.617466
AT1G11260	0.586288
AT3G30720	0.481663
AT3G06530	-0.709625
AT2G37720	-0.288823
AT1G51520	-0.391479
AT1G01390	0.242490
AT1G25400	1.435769
AT2G03050	-0.495164
AT3G20870	0.586422
AT3G29060	0.338723
AT4G20300	-0.455540
AT1G69010	-0.968670
AT2G15880	1.233170
AT5G25500	0.479607
AT3G28715	-0.294622
AT1G60470	0.441033
ATMG00740	-0.087924
AT4G26830	0.325526
AT1G76950	-0.333707
AT1G61850	0.395553
AT4G28670	0.177929
AT1G58215	0.174704
AT1G53930	0.231653
AT1G77080	-0.487168
AT3G07710	0.209598
AT2G24170	-0.616080
AT3G60440	0.408874
AT2G44200	0.287686
AT1G79050	-0.584440
AT1G17130	-0.554743
AT3G59080	0.351466
AT5G25050	-0.210291
AT1G74340	-0.361146
AT4G39790	0.246188
AT5G64860	0.318861
AT2G31945	1.305274
AT4G07990	-0.542451
AT2G39090	-0.545083
AT5G14180	0.305963
AT5G10540	0.085864
AT1G27550	0.213770
AT5G17980	-0.707993
AT4G24520	-0.324241
AT3G27650	-0.406337
AT5G60030	-0.510914
AT4G20290	-0.712942
AT3G61030	-0.400430
AT3G19030	0.811179
AT1G18580	-0.573465
AT1G74050	-0.462689
AT3G07210	-0.394844
AT5G15570	0.436224
AT5G27290	-0.749148
AT5G02730	0.248048
AT4G29160	-0.319524
AT1G53680	-0.961582
AT2G24050	-0.881715
AT1G63310	-0.242647
AT3G59440	-0.543363
AT5G21170	0.777156
AT2G36870	-0.834146
AT2G44120	-0.197805
AT1G56190	0.236219
AT5G65930	-0.474448
AT5G18940	-0.581670
AT5G11030	-0.588436
AT2G39760	-0.213026
AT2G24350	-0.449565
AT1G20520	1.349305
AT2G16250	0.390696
AT4G10350	0.399608
AT3G07670	-0.567758
AT5G09790	0.673203
AT4G28706	-1.003799
AT5G59590	0.803304
AT2G25010	-0.595666
AT1G47260	-0.141651
AT1G76270	0.504033
AT1G02070	-0.190226
AT4G31010	-0.500811
AT1G73680	0.182938
AT2G03320	0.495991
AT2G18960	0.340839
AT1G04650	-0.324166
AT5G56640	0.173605
AT4G31080	0.570004
AT1G23700	0.393754
AT3G08530	-0.414038
AT2G46820	-0.901931
AT4G16563	0.535986
AT2G35070	0.173870
AT2G42270	-0.700621
AT5G05050	0.215143
AT5G53330	-0.495474
AT1G18570	0.845570
AT3G62130	-0.273594
AT2G47860	-0.351850
AT4G27970	0.566111
AT4G30520	-0.395476
AT4G15210	0.937109
AT1G11840	-0.229994
AT5G45650	-0.386962
AT2G33410	0.195688
AT4G18750	-0.654470
AT1G10120	0.433997
AT1G48210	-0.330107
AT3G43430	0.871237
AT4G21903	-0.239850
AT5G23080	0.315928
AT3G29010	-0.702426
AT4G37220	-0.510755
AT4G05240	0.221237
AT4G17360	-0.622588
AT1G32170	0.534749
AT3G62800	0.538972
AT1G76470	0.292847
AT5G52160	0.200983
AT1G49100	0.305462
AT2G34560	-0.432106
AT1G66930	-0.869509
AT4G37320	0.416914
AT5G61670	-0.673245
AT1G73120	1.078087
AT2G32980	0.139214
AT5G06180	-0.462596
AT5G66640	0.680008
AT5G54750	-0.469257
AT4G19120	0.586125
AT5G40060	-0.279439
AT5G50620	0.151540
AT4G21600	0.383673
AT1G17580	-0.648390
AT3G60360	0.154704
AT2G25930	0.638743
AT1G31190	-0.292676
AT2G29860	0.301787
AT3G26620	-0.507699
AT1G63010	-0.378122
AT4G34160	-0.509706
AT1G72070	-0.176303
AT1G67080	-0.319229
AT1G06840	0.616918
AT4G27300	0.316771
AT3G27380	-0.454473
AT4G35820	0.250122
AT5G04260	0.645261
AT5G57720	0.270822
AT2G15780	-0.930707
AT5G49700	0.868807
AT3G03270	-0.310372
AT4G33250	-0.667530
AT1G09980	-0.679064
AT3G50910	0.233819
AT1G03910	-0.662363
AT4G30760	-0.348116
AT4G04210	-0.097457
AT5G59490	1.426085
AT3G47160	0.718287
AT4G19800	-0.775154
AT2G28510	-0.931341
AT4G26860	-0.487250
AT2G21780	0.297577
AT1G04645	0.245615
AT2G04380	0.382994
AT1G36180	-0.597842
AT5G24340	-0.724679
AT5G64030	-0.537265
AT1G51600	-0.294877
AT5G65860	-0.429055
AT1G31420	-0.291670
AT5G01310	0.362882
AT4G36050	0.894039
AT2G33370	-0.353452
AT5G59670	-0.738725
AT1G31850	0.453596
AT1G67810	1.375187
AT4G09610	0.152702
AT4G38060	-0.331299
AT1G17350	-0.463918
AT5G12020	0.344758
AT4G12830	-0.529261
AT1G54250	-0.449879
AT2G46880	0.489084
AT1G33680	0.672992
AT3G50140	0.189368
AT1G15940	-0.349832
AT4G37770	0.793539
AT2G32810	0.370787
AT5G39400	0.299867
AT1G16830	-0.374825
AT1G32375	-0.211793
AT1G02205	-0.646390
AT1G10990	0.664629
AT5G48330	0.458223
AT5G10420	-0.178049
AT1G02120	0.454383
AT5G43380	0.455515
AT1G20050	-0.535267
AT5G22730	0.404503
AT1G77420	0.592933
AT1G32570	0.790680
AT5G34908	0.272647
AT5G67460	-0.552187
AT5G62830	0.230876
AT1G15000	0.321767
AT1G67180	-0.373026
AT2G34840	-0.317081
AT1G13570	-0.611831
AT5G06730	0.934439
AT1G10480	-0.404074
AT5G57030	-0.573897
AT5G48120	0.795176
AT5G45220	-0.458455
AT5G58200	0.328997
AT4G33530	-0.249656
AT5G46660	0.113189
AT5G61940	0.874752
AT1G56620	-0.139045
AT5G38580	0.109516
AT5G66710	0.220016
AT5G09460	-0.404009
AT3G08770	-1.121819
AT5G03960	0.510572
AT5G43360	0.253450
ATMG01360	-0.405143
AT1G60280	0.281170
AT3G26990	-0.216881
AT2G43030	-0.419171
AT2G02360	0.227283
AT1G61110	0.216812
AT5G24000	-0.368978
AT3G03790	-0.634559
AT1G52400	-0.234560
AT5G24655	0.635514
AT4G25750	0.479629
AT3G53280	0.503561
AT2G45890	-0.223045
AT2G46830	-0.854362
AT4G20870	-0.559188
AT1G67890	0.237475
AT5G12120	0.434666
AT1G65500	-0.506732
AT2G07599	-0.552422
AT3G06310	-0.359401
AT1G47830	-0.688390
AT5G52570	-1.022861
AT3G43740	0.703786
AT3G09390	0.310769
AT2G46270	0.382899
AT1G28550	-0.248924
AT2G40420	0.308570
AT3G53520	-0.401154
AT1G23320	0.221016
AT1G67470	0.590995
AT1G03850	0.538677
AT2G21600	-0.399602
AT5G25590	-0.569969
AT2G42940	0.099043
AT1G24540	0.268913
AT2G14520	-0.176533
AT1G44170	-0.448515
AT2G37585	-0.310103
AT2G34940	-0.652085
AT2G01790	0.274000
AT3G13130	0.361676
AT2G42570	-0.487443
AT1G53700	0.510568
AT5G40600	-0.532596
AT2G38350	0.365922
AT3G16220	0.466918
AT4G14240	-0.492670
AT2G43235	-0.539105
AT4G20380	0.301464
AT3G17220	-0.239457
AT1G36160	-0.458474
AT3G23920	0.687408
AT3G20420	-0.417802
AT4G11860	0.231521
AT1G14470	0.564416
AT1G65000	0.494264
AT3G59570	0.459366
AT5G16010	-0.569654
AT1G60130	0.355300
ATCG00380	-0.269817
AT3G03230	-0.178583
AT2G07701	0.465400
AT5G24840	-0.496011
AT1G69260	0.393866
AT3G12660	0.263318
AT1G79040	-0.233118
AT4G20320	-0.518147
AT4G15660	0.225748
AT5G46470	0.927820
AT3G62820	-0.426859
AT3G59730	0.212980
AT1G06900	0.300409
AT5G55190	-0.376697
AT2G25730	-0.621116
AT3G16050	0.269557
AT5G26630	0.280814
AT3G05180	-0.602633
AT3G55930	0.236500
AT3G12050	0.223918
AT2G28370	0.457569
AT1G23390	1.802722
AT1G74770	-0.211776
AT4G16510	-0.758517
AT5G45170	-0.293047
AT2G33680	0.420336
AT2G22560	-0.910278
AT5G20830	-0.167330
AT4G01930	0.409175
AT3G10390	-0.379704
AT3G43840	-0.350400
AT3G48680	-0.486881
AT1G25500	0.194520
AT1G66860	0.258338
AT3G57710	0.345740
AT3G07420	0.549738
AT2G40720	0.169794
AT1G59760	-0.435638
AT3G49530	0.458252
AT5G55330	0.871419
AT1G34490	-0.149451
AT3G16770	0.928997
AT3G09500	-0.175959
AT3G50810	-0.487748
AT5G38840	-0.384885
ATCG00270	-0.254309
AT4G26200	0.230787
AT1G63640	-0.270435
AT4G14230	0.583041
AT3G48010	0.252692
AT3G58520	0.385587
AT5G63680	0.441922
AT5G08170	0.803866
AT1G03540	-0.795588
AT2G26600	0.684206
AT4G08620	0.202229
AT1G29700	-0.317484
AT5G07310	0.448042
AT2G34200	0.314314
AT1G16850	0.722659
AT5G08540	-0.622476
AT4G19230	0.846165
AT1G55390	0.454423
AT4G28660	-1.118065
AT3G45450	-0.179136
AT3G24830	-0.192393
AT1G15220	-0.639960
AT3G60580	0.361353
AT3G62050	-0.470877
AT5G05760	-0.227794
AT1G60300	0.171039
AT5G02190	0.426554
AT2G07629	-0.309802
AT1G22840	-0.399069
AT5G50790	1.020142
AT3G13560	-0.537688
AT3G32280	0.356055
AT5G42970	-0.630373
AT1G04120	-0.395329
AT4G25250	-0.598710
AT2G47470	-0.158316
AT5G01950	0.211840
AT1G70750	-0.981505
AT3G46640	0.976605
AT4G32540	-0.246952
AT2G43080	-0.230787
AT2G36810	0.387273
AT4G25580	0.242416
AT4G28640	-0.544468
AT3G04840	-0.536983
AT1G80280	-0.704109
AT3G60560	0.249776
ATMG00630	0.536097
ATCG01280	-0.688952
AT1G35530	-0.668631
AT1G29270	-0.766032
AT2G39020	-0.811171
AT3G26050	-0.713067
AT2G46600	0.439576
AT4G28703	1.066504
AT2G28130	0.135770
AT4G29020	0.301630
ATMG01190	-0.285977
AT5G52500	0.177070
AT5G35160	-0.502364
AT4G38960	-0.658253
AT4G09420	0.328657
AT2G27900	0.271715
AT4G29890	0.339303
AT1G67960	0.708973
AT5G52380	0.656369
AT3G60060	0.319978
AT1G15320	0.305435
AT5G46520	0.491864
AT5G28610	1.755755
AT5G27650	-0.459144
AT3G47470	-0.340218
AT2G47990	-0.572980
AT4G21620	-0.490502
AT1G12650	-0.452791
AT4G15730	-0.294454
AT2G17140	0.421087
AT5G18440	-0.300736
AT2G01090	-0.203221
AT1G15010	2.126779
AT4G10420	-0.358120
AT2G22780	0.376823
AT1G66520	0.278252
AT5G28310	-0.232393
AT1G52570	0.335262
AT3G53360	0.393959
AT4G23920	0.400394
AT5G42370	0.819647
AT2G20680	-0.619483
AT3G61880	0.323328
