#geneID	FLT_vs_GC
AT1G29220	-0.350133
AT3G59690	-0.470221
AT1G20070	-0.879611
AT3G19740	0.174200
AT5G40990	0.381686
AT2G17220	0.616625
AT1G32610	-0.209824
AT2G44080	0.725938
AT1G70590	0.371278
AT4G21600	-0.486118
AT1G05810	-0.591509
AT1G74340	-0.195061
AT5G06190	-0.313128
AT3G43600	0.246476
AT1G05100	0.572664
AT2G02590	0.243412
AT3G56390	-0.244324
AT3G27750	-0.342298
AT5G56750	0.196800
AT5G52050	2.126091
AT3G25780	1.355684
AT1G53030	-0.449828
AT1G51110	0.607425
AT4G24570	2.309133
AT5G54940	0.274491
AT5G50120	-0.523585
AT5G13320	0.291315
AT4G01380	0.248547
AT5G65000	-0.297135
AT5G58575	-0.413590
AT1G72930	0.673860
AT5G37690	-0.537901
AT4G19490	-0.329542
AT5G57860	-0.230239
AT1G10140	0.385659
AT5G55990	-0.286966
AT5G26220	-0.514932
AT4G28400	0.804771
AT3G57930	0.570144
AT3G20520	0.762348
AT3G06500	0.578660
AT2G32030	0.741098
AT4G39190	0.584327
AT1G28480	1.819144
AT1G66400	1.078995
AT2G38470	1.237687
AT5G40190	-0.307458
AT5G43430	-0.324276
AT5G11740	0.227793
AT2G17080	0.794451
AT1G16705	0.332817
AT4G35860	-0.345992
AT3G59080	0.971108
AT3G07780	0.350092
AT5G37730	-0.192827
AT1G17380	1.760689
AT2G45860	-0.356198
AT2G17860	0.179801
AT4G27590	-0.604094
AT4G33920	1.375507
AT1G51650	-0.189003
AT5G64660	1.165217
AT3G44280	-0.357679
AT3G20550	0.256675
AT3G62560	-0.282348
AT5G08530	0.263826
AT2G32240	-0.468401
AT4G25800	0.154479
AT3G14470	-0.606698
AT4G17090	1.701259
AT2G26250	-0.376928
AT1G15950	-0.216986
AT3G08700	0.147860
AT2G29350	0.673917
AT5G01750	0.214413
AT4G25410	0.300860
AT5G27760	-0.348933
AT2G27310	0.541771
AT2G19590	-0.540608
AT5G28560	-0.290813
AT1G17090	-0.646313
AT3G17740	0.482665
AT5G59150	-0.295442
AT5G55260	-0.390563
AT4G10270	-0.614877
AT3G57450	0.860611
AT1G20350	0.216720
AT3G62650	0.254394
AT4G22750	-0.233833
AT5G52870	-0.307265
AT5G52760	2.138687
AT3G53670	-0.213933
AT1G33475	0.171640
AT1G01600	-0.451333
AT5G02280	-0.190756
AT4G18280	0.800312
AT1G22030	-0.445963
AT3G05780	0.154867
AT5G09830	-0.361355
AT1G55210	-0.248084
AT5G55140	-0.448380
AT1G13730	0.725996
AT4G29570	0.118603
AT2G21600	-0.192115
AT3G44450	-0.428650
AT2G40970	0.355362
AT1G21000	0.457929
AT4G39520	0.235636
AT4G30430	1.977355
AT3G46000	-0.220097
AT3G55840	1.486123
AT2G46130	-0.749420
AT2G47730	-0.195350
AT5G25150	-0.180406
AT1G76860	-0.359865
AT2G31070	-0.370514
AT4G02390	-0.462206
AT3G29970	-1.615588
AT2G18320	-0.205175
AT2G43640	-0.295796
AT4G36730	0.340190
AT4G02200	0.670275
AT3G09830	0.767399
AT1G12340	-0.312055
AT2G03470	-0.193303
AT1G71430	-0.242595
AT2G39920	0.167356
AT2G46505	-0.287025
AT3G56700	0.202906
AT4G26790	-0.545704
AT3G29400	0.218243
AT3G28750	0.273561
AT5G58860	-0.497622
AT5G02500	0.175052
AT3G29690	0.187613
AT1G54210	-0.503782
AT5G12910	0.254424
AT3G16150	0.329334
AT3G23980	0.245564
AT1G66160	1.343108
AT5G55700	-0.225846
AT1G47740	-0.197157
AT1G58290	0.606669
AT3G54000	0.815356
AT5G25020	0.452874
AT2G01180	0.865750
AT3G11650	0.552885
AT1G48100	-0.485892
AT2G33470	-0.183859
AT2G24600	1.864313
AT1G48410	0.267516
AT1G55310	0.316063
AT5G41960	-0.245971
ATMG00280	0.161347
AT5G60400	-0.340154
AT1G07530	0.322067
AT1G55040	0.377551
AT3G60550	0.950657
AT1G15310	0.284182
AT1G02810	0.757671
AT5G42350	0.183931
AT1G51700	0.826672
AT1G17620	0.616214
AT1G18450	0.360473
AT3G44440	0.222773
AT1G14480	1.606198
AT1G73010	1.461293
AT5G13460	-0.571222
AT4G23180	1.060739
AT2G43235	0.268381
AT2G24540	-0.433139
AT2G38820	-0.269665
AT2G01870	0.326138
AT5G57060	-0.256576
AT5G37660	0.358365
AT4G33300	0.369748
AT1G72800	0.457786
AT1G10610	0.288851
AT1G48650	0.506770
AT2G28400	0.863390
AT3G25220	-0.248828
AT1G10910	0.315779
AT1G33680	0.318022
AT3G08560	0.206193
AT4G09340	-0.259091
AT1G69840	0.569593
AT4G01630	-0.850551
AT1G54050	0.474176
AT4G03350	-0.174384
AT4G32010	0.358869
AT5G38700	1.260780
AT5G56460	-0.585843
AT4G28640	-0.235216
AT1G06110	-0.273468
AT1G51880	-0.435034
AT1G27340	-0.133629
AT1G78840	0.463601
AT1G03140	-0.290885
AT1G51480	-0.180536
AT5G61420	-0.413636
AT5G17740	-0.163791
AT5G63880	-0.238243
AT5G11060	0.286405
AT5G45350	0.487103
AT5G19590	-0.302126
AT1G74920	0.408307
AT4G36060	-0.312512
AT4G27840	-0.529632
AT3G56490	-0.227230
AT1G64405	-0.516746
AT5G10040	-1.486436
AT1G15460	-0.317286
AT5G47430	0.389912
AT2G04520	-0.300186
AT1G53490	-0.298408
AT1G44990	0.322025
AT4G24780	-0.544567
AT2G31710	-0.241680
AT1G02310	0.552643
AT3G47570	0.584762
AT3G10930	1.536041
AT1G74310	0.345870
AT4G25470	2.382233
AT2G47710	-0.326326
AT1G68330	0.364478
AT5G07410	0.123333
AT4G25320	-0.237883
AT3G27220	-0.548815
AT5G41990	-0.519382
AT1G61610	0.279863
AT5G03680	0.499953
AT5G05880	0.557951
AT5G11720	0.373285
ATMG00590	0.388464
AT1G17615	-0.212064
AT5G55290	-0.226681
AT5G51310	0.303175
AT5G18570	0.418934
AT1G50740	0.495193
AT2G16360	-0.843389
AT5G51190	1.860159
AT2G14750	-0.307006
AT4G36710	0.931618
AT3G23805	-0.364043
AT3G28180	0.901615
AT4G39675	-1.187956
AT5G17610	-0.223848
AT4G09880	0.195264
AT5G24750	0.283758
AT4G01710	-0.311323
AT1G23840	0.527250
AT3G21865	-0.220962
AT5G04920	-0.269869
AT5G54170	0.355857
AT5G08490	0.154189
AT3G62790	-0.502946
AT5G03700	-0.172447
AT5G44350	0.963137
AT1G11050	0.524891
AT4G34700	-0.242544
AT1G03180	0.410536
AT2G26400	-0.356219
AT2G39725	-0.280224
AT2G31980	0.616520
AT2G41180	0.519580
AT5G51040	-0.270528
AT3G15550	0.206836
AT2G30460	-0.407097
AT5G65280	0.405658
AT3G12710	0.394955
AT1G61570	-0.310065
AT1G69850	0.208873
AT1G54460	0.315267
AT2G02860	0.367213
AT1G07670	0.225701
AT5G61910	0.396993
AT3G25855	-0.415904
AT1G69640	-0.419596
AT3G55610	0.316335
AT4G38480	0.458170
AT3G02710	0.327254
AT1G56150	0.606848
AT3G07350	0.582362
AT5G18460	0.471673
AT2G20805	-0.152023
AT5G37540	0.570225
AT1G20823	1.100021
AT2G42720	0.338598
AT1G38131	-0.273826
AT1G07640	0.335285
AT5G27580	0.142457
AT3G19050	0.198739
AT5G65140	-0.389224
AT3G43930	-0.308500
AT2G23110	0.744121
AT3G11700	0.290509
AT2G45050	0.821154
AT2G24420	-0.318776
AT5G11650	0.587153
AT3G46430	-0.325053
AT5G12140	-0.338011
AT5G63780	-0.521820
AT2G39980	0.626529
AT1G76820	0.251641
AT1G19470	0.152087
AT5G01260	0.329699
AT2G01270	0.202817
AT4G09080	-0.257110
AT3G25110	-0.226458
AT5G08320	-0.252607
AT4G28770	-0.312690
AT1G75080	0.354156
AT1G12740	-0.436438
AT2G34560	0.247915
AT4G14550	-0.345866
AT1G64480	-0.682997
AT4G26460	-0.821274
AT2G38880	-0.251986
AT2G16580	-0.605070
AT1G13900	-0.276371
AT5G20840	0.264472
AT5G42860	-0.236594
AT4G09030	0.441748
AT3G46600	0.568380
AT1G78180	-0.277538
AT2G23390	0.165677
AT5G54110	0.302890
AT3G59530	0.272383
AT5G22280	-0.467725
AT4G02270	-1.202489
AT3G54200	0.710643
AT1G15120	-0.240234
AT4G25390	0.533440
AT1G76760	-0.569669
AT2G47230	0.592500
AT3G19085	-0.123666
AT5G05370	-0.334705
AT1G07700	-0.305140
AT3G47295	-0.206125
AT2G40530	-0.475574
AT1G19100	-0.214714
AT3G45280	-0.192512
AT1G22885	-0.326271
AT4G18130	0.565465
AT4G16180	0.153446
AT5G23600	-0.388868
AT1G26550	-0.315749
AT1G50020	-0.545637
AT5G62575	-0.323279
AT3G52840	0.589075
AT2G39700	-0.605668
AT3G45590	-0.159730
AT1G17630	0.233826
AT3G63340	0.202974
AT5G10930	-0.403788
AT1G53540	0.510783
AT4G17270	-0.315211
AT2G22860	1.014710
AT2G15740	-0.172472
AT1G28370	1.347083
AT2G28660	-0.446754
AT3G27270	-0.648385
AT3G50400	-0.482810
AT4G30540	0.221087
AT3G47500	-0.594808
AT4G01250	1.262767
AT3G49860	-0.189204
AT2G03260	-0.317887
AT5G61500	-0.222332
AT1G60660	-0.350516
AT1G20450	0.200407
AT1G09240	0.231491
AT4G29660	0.220382
AT3G12400	0.309594
AT5G04390	-0.188285
AT5G22570	0.900985
AT1G04030	-0.617787
AT3G47950	-0.419401
AT3G52470	0.224473
AT2G04300	0.109644
AT2G47200	-0.743506
AT5G01210	0.558215
AT5G02860	0.277334
AT1G70140	0.361150
AT2G16365	-0.400529
AT2G16900	0.516692
AT3G29160	-0.266564
AT2G37678	-0.330032
AT5G47550	-0.674637
AT4G27600	0.209984
AT2G26350	-0.216923
AT4G03030	-0.316336
AT3G07950	-0.261947
AT5G62250	-0.156894
AT1G31690	-0.166017
AT1G19120	-0.326482
AT5G16150	0.208767
AT2G13790	0.259613
AT1G51500	-0.379152
AT3G54810	0.644974
AT5G67080	0.391709
AT4G22495	0.259219
AT1G50220	0.150642
AT4G18975	0.252217
AT5G53650	-0.285114
AT5G19340	0.800516
AT3G08040	-0.318778
AT3G10020	0.500486
AT4G03290	0.247811
AT2G44670	-0.455833
AT1G44960	-0.217317
AT3G29800	-0.171563
AT4G28703	0.459322
AT3G12120	0.280452
AT3G22550	-0.239842
ATCG00730	-0.161234
AT3G10180	-0.222855
AT1G51520	-0.177803
AT1G55160	-0.368435
AT2G23290	0.291098
AT2G26380	1.075033
AT1G15160	0.226734
AT5G65470	0.336656
AT5G57760	-0.233629
AT5G14860	0.153116
AT5G16600	-0.366811
AT4G15480	0.390180
AT2G40815	-0.278044
AT1G69960	-0.196699
AT2G47600	0.325759
AT3G57900	0.132130
AT1G70510	-0.265420
AT4G30200	0.149104
AT1G71780	-0.329720
AT5G65890	0.260985
AT4G37610	0.512591
AT2G41800	0.602253
AT4G24890	0.264533
AT2G35900	-0.253625
AT2G38700	0.220422
AT1G72890	0.408445
AT2G03840	0.203001
AT3G44740	-0.317124
AT1G69240	-0.636617
AT5G18000	0.251455
AT5G09480	-0.536267
AT5G19450	0.242923
AT5G42050	0.403109
AT4G01080	-0.133001
AT5G19960	0.181091
AT5G50740	0.585416
AT3G49940	-0.392520
AT2G46490	-0.346833
AT3G02800	0.667542
AT2G04360	-0.178622
AT5G47635	-0.611906
AT3G13620	-0.267379
AT2G41890	0.681373
AT2G26390	0.991792
AT3G48450	-0.499557
AT2G45280	-0.387516
AT1G50840	0.376913
AT1G20760	0.172416
AT5G37240	0.128169
AT1G49430	-0.640329
AT2G29410	-0.396654
AT5G65270	-0.263130
AT1G63090	0.851697
AT1G72650	0.286678
AT4G19191	0.301868
AT3G22845	-0.219840
AT5G66710	0.234334
AT5G20240	-0.263462
AT3G11820	0.773862
AT4G13820	0.480988
AT1G29770	-0.129286
AT3G51500	-0.318160
AT5G43880	0.304183
AT1G08080	0.237961
AT4G00760	0.388950
AT4G00260	0.241849
AT3G43990	-0.147664
AT2G25970	0.244629
AT2G17020	0.341996
AT1G07330	0.193191
AT1G34510	-1.368316
AT3G46770	-0.160014
AT5G63470	-0.273207
AT1G18160	-0.277154
AT1G53050	-0.228333
AT4G29620	-0.140170
